"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Alamance County, NC","37001","Female","F",962
,"Alamance County, NC","37001","Male","M",997
,"Brunswick County, NC","37019","Female","F",574
,"Brunswick County, NC","37019","Male","M",583
,"Buncombe County, NC","37021","Female","F",1188
,"Buncombe County, NC","37021","Male","M",1204
,"Cabarrus County, NC","37025","Female","F",1292
,"Cabarrus County, NC","37025","Male","M",1451
,"Catawba County, NC","37035","Female","F",802
,"Catawba County, NC","37035","Male","M",848
,"Craven County, NC","37049","Female","F",616
,"Craven County, NC","37049","Male","M",678
,"Cumberland County, NC","37051","Female","F",2550
,"Cumberland County, NC","37051","Male","M",2732
,"Davidson County, NC","37057","Female","F",882
,"Davidson County, NC","37057","Male","M",870
,"Durham County, NC","37063","Female","F",2023
,"Durham County, NC","37063","Male","M",2059
,"Forsyth County, NC","37067","Female","F",2263
,"Forsyth County, NC","37067","Male","M",2292
,"Gaston County, NC","37071","Female","F",1363
,"Gaston County, NC","37071","Male","M",1417
,"Guilford County, NC","37081","Female","F",2898
,"Guilford County, NC","37081","Male","M",2988
,"Harnett County, NC","37085","Female","F",884
,"Harnett County, NC","37085","Male","M",943
,"Henderson County, NC","37089","Female","F",525
,"Henderson County, NC","37089","Male","M",524
,"Iredell County, NC","37097","Female","F",1013
,"Iredell County, NC","37097","Male","M",1072
,"Johnston County, NC","37101","Female","F",1410
,"Johnston County, NC","37101","Male","M",1450
,"Mecklenburg County, NC","37119","Female","F",7368
,"Mecklenburg County, NC","37119","Male","M",7679
,"New Hanover County, NC","37129","Female","F",1106
,"New Hanover County, NC","37129","Male","M",1150
,"Onslow County, NC","37133","Female","F",1891
,"Onslow County, NC","37133","Male","M",2034
,"Orange County, NC","37135","Female","F",585
,"Orange County, NC","37135","Male","M",597
,"Pitt County, NC","37147","Female","F",1003
,"Pitt County, NC","37147","Male","M",1035
,"Randolph County, NC","37151","Female","F",790
,"Randolph County, NC","37151","Male","M",799
,"Robeson County, NC","37155","Female","F",949
,"Robeson County, NC","37155","Male","M",953
,"Rowan County, NC","37159","Female","F",781
,"Rowan County, NC","37159","Male","M",843
,"Union County, NC","37179","Female","F",1275
,"Union County, NC","37179","Male","M",1304
,"Wake County, NC","37183","Female","F",6379
,"Wake County, NC","37183","Male","M",6811
,"Wayne County, NC","37191","Female","F",800
,"Wayne County, NC","37191","Male","M",801
,"Unidentified Counties, NC","37999","Female","F",15269
,"Unidentified Counties, NC","37999","Male","M",16007
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: North Carolina (37)"
"Year: 2022"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 5:22:34 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 5:22:34 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
