"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Alachua County, FL","12001","Hispanic or Latino","2135-2",321
,"Alachua County, FL","12001","Not Hispanic or Latino","2186-5",2353
,"Alachua County, FL","12001","Unknown or Not Stated","9",0
,"Bay County, FL","12005","Hispanic or Latino","2135-2",308
,"Bay County, FL","12005","Not Hispanic or Latino","2186-5",1784
,"Bay County, FL","12005","Unknown or Not Stated","9",Suppressed
,"Brevard County, FL","12009","Hispanic or Latino","2135-2",825
,"Brevard County, FL","12009","Not Hispanic or Latino","2186-5",4410
,"Brevard County, FL","12009","Unknown or Not Stated","9",Suppressed
,"Broward County, FL","12011","Hispanic or Latino","2135-2",7107
,"Broward County, FL","12011","Not Hispanic or Latino","2186-5",14179
,"Broward County, FL","12011","Unknown or Not Stated","9",Suppressed
,"Charlotte County, FL","12015","Hispanic or Latino","2135-2",166
,"Charlotte County, FL","12015","Not Hispanic or Latino","2186-5",880
,"Charlotte County, FL","12015","Unknown or Not Stated","9",Suppressed
,"Citrus County, FL","12017","Hispanic or Latino","2135-2",85
,"Citrus County, FL","12017","Not Hispanic or Latino","2186-5",915
,"Citrus County, FL","12017","Unknown or Not Stated","9",Suppressed
,"Clay County, FL","12019","Hispanic or Latino","2135-2",275
,"Clay County, FL","12019","Not Hispanic or Latino","2186-5",2036
,"Clay County, FL","12019","Unknown or Not Stated","9",Suppressed
,"Collier County, FL","12021","Hispanic or Latino","2135-2",1702
,"Collier County, FL","12021","Not Hispanic or Latino","2186-5",1773
,"Collier County, FL","12021","Unknown or Not Stated","9",Suppressed
,"Duval County, FL","12031","Hispanic or Latino","2135-2",2060
,"Duval County, FL","12031","Not Hispanic or Latino","2186-5",10537
,"Duval County, FL","12031","Unknown or Not Stated","9",Suppressed
,"Escambia County, FL","12033","Hispanic or Latino","2135-2",372
,"Escambia County, FL","12033","Not Hispanic or Latino","2186-5",3255
,"Escambia County, FL","12033","Unknown or Not Stated","9",Suppressed
,"Hernando County, FL","12053","Hispanic or Latino","2135-2",360
,"Hernando County, FL","12053","Not Hispanic or Latino","2186-5",1286
,"Hernando County, FL","12053","Unknown or Not Stated","9",Suppressed
,"Hillsborough County, FL","12057","Hispanic or Latino","2135-2",6207
,"Hillsborough County, FL","12057","Not Hispanic or Latino","2186-5",11002
,"Hillsborough County, FL","12057","Unknown or Not Stated","9",12
,"Indian River County, FL","12061","Hispanic or Latino","2135-2",297
,"Indian River County, FL","12061","Not Hispanic or Latino","2186-5",947
,"Indian River County, FL","12061","Unknown or Not Stated","9",0
,"Lake County, FL","12069","Hispanic or Latino","2135-2",950
,"Lake County, FL","12069","Not Hispanic or Latino","2186-5",2853
,"Lake County, FL","12069","Unknown or Not Stated","9",Suppressed
,"Lee County, FL","12071","Hispanic or Latino","2135-2",3121
,"Lee County, FL","12071","Not Hispanic or Latino","2186-5",4373
,"Lee County, FL","12071","Unknown or Not Stated","9",Suppressed
,"Leon County, FL","12073","Hispanic or Latino","2135-2",249
,"Leon County, FL","12073","Not Hispanic or Latino","2186-5",2518
,"Leon County, FL","12073","Unknown or Not Stated","9",Suppressed
,"Manatee County, FL","12081","Hispanic or Latino","2135-2",1202
,"Manatee County, FL","12081","Not Hispanic or Latino","2186-5",2578
,"Manatee County, FL","12081","Unknown or Not Stated","9",Suppressed
,"Marion County, FL","12083","Hispanic or Latino","2135-2",821
,"Marion County, FL","12083","Not Hispanic or Latino","2186-5",2768
,"Marion County, FL","12083","Unknown or Not Stated","9",0
,"Martin County, FL","12085","Hispanic or Latino","2135-2",456
,"Martin County, FL","12085","Not Hispanic or Latino","2186-5",841
,"Martin County, FL","12085","Unknown or Not Stated","9",Suppressed
,"Miami-Dade County, FL","12086","Hispanic or Latino","2135-2",20118
,"Miami-Dade County, FL","12086","Not Hispanic or Latino","2186-5",9636
,"Miami-Dade County, FL","12086","Unknown or Not Stated","9",11
,"Okaloosa County, FL","12091","Hispanic or Latino","2135-2",453
,"Okaloosa County, FL","12091","Not Hispanic or Latino","2186-5",2138
,"Okaloosa County, FL","12091","Unknown or Not Stated","9",0
,"Orange County, FL","12095","Hispanic or Latino","2135-2",6353
,"Orange County, FL","12095","Not Hispanic or Latino","2186-5",10357
,"Orange County, FL","12095","Unknown or Not Stated","9",12
,"Osceola County, FL","12097","Hispanic or Latino","2135-2",3073
,"Osceola County, FL","12097","Not Hispanic or Latino","2186-5",1907
,"Osceola County, FL","12097","Unknown or Not Stated","9",Suppressed
,"Palm Beach County, FL","12099","Hispanic or Latino","2135-2",5094
,"Palm Beach County, FL","12099","Not Hispanic or Latino","2186-5",10420
,"Palm Beach County, FL","12099","Unknown or Not Stated","9",Suppressed
,"Pasco County, FL","12101","Hispanic or Latino","2135-2",1371
,"Pasco County, FL","12101","Not Hispanic or Latino","2186-5",4335
,"Pasco County, FL","12101","Unknown or Not Stated","9",Suppressed
,"Pinellas County, FL","12103","Hispanic or Latino","2135-2",1212
,"Pinellas County, FL","12103","Not Hispanic or Latino","2186-5",6230
,"Pinellas County, FL","12103","Unknown or Not Stated","9",10
,"Polk County, FL","12105","Hispanic or Latino","2135-2",3351
,"Polk County, FL","12105","Not Hispanic or Latino","2186-5",5749
,"Polk County, FL","12105","Unknown or Not Stated","9",Suppressed
,"St. Johns County, FL","12109","Hispanic or Latino","2135-2",203
,"St. Johns County, FL","12109","Not Hispanic or Latino","2186-5",2308
,"St. Johns County, FL","12109","Unknown or Not Stated","9",Suppressed
,"St. Lucie County, FL","12111","Hispanic or Latino","2135-2",1062
,"St. Lucie County, FL","12111","Not Hispanic or Latino","2186-5",2667
,"St. Lucie County, FL","12111","Unknown or Not Stated","9",Suppressed
,"Santa Rosa County, FL","12113","Hispanic or Latino","2135-2",161
,"Santa Rosa County, FL","12113","Not Hispanic or Latino","2186-5",1871
,"Santa Rosa County, FL","12113","Unknown or Not Stated","9",Suppressed
,"Sarasota County, FL","12115","Hispanic or Latino","2135-2",572
,"Sarasota County, FL","12115","Not Hispanic or Latino","2186-5",2409
,"Sarasota County, FL","12115","Unknown or Not Stated","9",Suppressed
,"Seminole County, FL","12117","Hispanic or Latino","2135-2",1263
,"Seminole County, FL","12117","Not Hispanic or Latino","2186-5",3425
,"Seminole County, FL","12117","Unknown or Not Stated","9",Suppressed
,"Volusia County, FL","12127","Hispanic or Latino","2135-2",1099
,"Volusia County, FL","12127","Not Hispanic or Latino","2186-5",3948
,"Volusia County, FL","12127","Unknown or Not Stated","9",Suppressed
,"Unidentified Counties, FL","12999","Hispanic or Latino","2135-2",2595
,"Unidentified Counties, FL","12999","Not Hispanic or Latino","2186-5",10765
,"Unidentified Counties, FL","12999","Unknown or Not Stated","9",Suppressed
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Florida (12)"
"Year: 2022"
"Group By: County of Residence; Mother's Hispanic Origin"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 6:45:21 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 6:45:21 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. 'Suppressed' appears when the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/natality-expanded.html#Assurance of Confidentiality."
"2. Each birth record represents one liveborn infant."
"3. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
