"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Alachua County, FL","12001","Female","F",1278
,"Alachua County, FL","12001","Male","M",1396
,"Bay County, FL","12005","Female","F",1022
,"Bay County, FL","12005","Male","M",1072
,"Brevard County, FL","12009","Female","F",2552
,"Brevard County, FL","12009","Male","M",2686
,"Broward County, FL","12011","Female","F",10341
,"Broward County, FL","12011","Male","M",10954
,"Charlotte County, FL","12015","Female","F",516
,"Charlotte County, FL","12015","Male","M",531
,"Citrus County, FL","12017","Female","F",478
,"Citrus County, FL","12017","Male","M",523
,"Clay County, FL","12019","Female","F",1087
,"Clay County, FL","12019","Male","M",1228
,"Collier County, FL","12021","Female","F",1760
,"Collier County, FL","12021","Male","M",1716
,"Duval County, FL","12031","Female","F",6173
,"Duval County, FL","12031","Male","M",6433
,"Escambia County, FL","12033","Female","F",1789
,"Escambia County, FL","12033","Male","M",1839
,"Hernando County, FL","12053","Female","F",822
,"Hernando County, FL","12053","Male","M",825
,"Hillsborough County, FL","12057","Female","F",8352
,"Hillsborough County, FL","12057","Male","M",8869
,"Indian River County, FL","12061","Female","F",582
,"Indian River County, FL","12061","Male","M",662
,"Lake County, FL","12069","Female","F",1893
,"Lake County, FL","12069","Male","M",1912
,"Lee County, FL","12071","Female","F",3702
,"Lee County, FL","12071","Male","M",3793
,"Leon County, FL","12073","Female","F",1362
,"Leon County, FL","12073","Male","M",1406
,"Manatee County, FL","12081","Female","F",1803
,"Manatee County, FL","12081","Male","M",1979
,"Marion County, FL","12083","Female","F",1766
,"Marion County, FL","12083","Male","M",1823
,"Martin County, FL","12085","Female","F",644
,"Martin County, FL","12085","Male","M",654
,"Miami-Dade County, FL","12086","Female","F",14710
,"Miami-Dade County, FL","12086","Male","M",15055
,"Okaloosa County, FL","12091","Female","F",1308
,"Okaloosa County, FL","12091","Male","M",1283
,"Orange County, FL","12095","Female","F",8214
,"Orange County, FL","12095","Male","M",8508
,"Osceola County, FL","12097","Female","F",2351
,"Osceola County, FL","12097","Male","M",2631
,"Palm Beach County, FL","12099","Female","F",7708
,"Palm Beach County, FL","12099","Male","M",7810
,"Pasco County, FL","12101","Female","F",2789
,"Pasco County, FL","12101","Male","M",2924
,"Pinellas County, FL","12103","Female","F",3621
,"Pinellas County, FL","12103","Male","M",3831
,"Polk County, FL","12105","Female","F",4442
,"Polk County, FL","12105","Male","M",4659
,"St. Johns County, FL","12109","Female","F",1225
,"St. Johns County, FL","12109","Male","M",1289
,"St. Lucie County, FL","12111","Female","F",1841
,"St. Lucie County, FL","12111","Male","M",1890
,"Santa Rosa County, FL","12113","Female","F",967
,"Santa Rosa County, FL","12113","Male","M",1067
,"Sarasota County, FL","12115","Female","F",1421
,"Sarasota County, FL","12115","Male","M",1561
,"Seminole County, FL","12117","Female","F",2311
,"Seminole County, FL","12117","Male","M",2379
,"Volusia County, FL","12127","Female","F",2423
,"Volusia County, FL","12127","Male","M",2629
,"Unidentified Counties, FL","12999","Female","F",6587
,"Unidentified Counties, FL","12999","Male","M",6776
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Florida (12)"
"Year: 2022"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 4:56:19 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 4:56:19 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
