"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Allegan County, MI","26005","Female","F",567
,"Allegan County, MI","26005","Male","M",647
,"Bay County, MI","26017","Female","F",479
,"Bay County, MI","26017","Male","M",455
,"Berrien County, MI","26021","Female","F",761
,"Berrien County, MI","26021","Male","M",683
,"Calhoun County, MI","26025","Female","F",683
,"Calhoun County, MI","26025","Male","M",790
,"Eaton County, MI","26045","Female","F",482
,"Eaton County, MI","26045","Male","M",538
,"Genesee County, MI","26049","Female","F",2088
,"Genesee County, MI","26049","Male","M",2218
,"Ingham County, MI","26065","Female","F",1408
,"Ingham County, MI","26065","Male","M",1426
,"Jackson County, MI","26075","Female","F",808
,"Jackson County, MI","26075","Male","M",801
,"Kalamazoo County, MI","26077","Female","F",1305
,"Kalamazoo County, MI","26077","Male","M",1347
,"Kent County, MI","26081","Female","F",3943
,"Kent County, MI","26081","Male","M",4071
,"Livingston County, MI","26093","Female","F",816
,"Livingston County, MI","26093","Male","M",882
,"Macomb County, MI","26099","Female","F",4292
,"Macomb County, MI","26099","Male","M",4392
,"Monroe County, MI","26115","Female","F",724
,"Monroe County, MI","26115","Male","M",809
,"Muskegon County, MI","26121","Female","F",898
,"Muskegon County, MI","26121","Male","M",957
,"Oakland County, MI","26125","Female","F",6071
,"Oakland County, MI","26125","Male","M",6368
,"Ottawa County, MI","26139","Female","F",1506
,"Ottawa County, MI","26139","Male","M",1560
,"Saginaw County, MI","26145","Female","F",915
,"Saginaw County, MI","26145","Male","M",983
,"St. Clair County, MI","26147","Female","F",689
,"St. Clair County, MI","26147","Male","M",762
,"Washtenaw County, MI","26161","Female","F",1549
,"Washtenaw County, MI","26161","Male","M",1693
,"Wayne County, MI","26163","Female","F",10251
,"Wayne County, MI","26163","Male","M",10707
,"Unidentified Counties, MI","26999","Female","F",9787
,"Unidentified Counties, MI","26999","Male","M",10210
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Michigan (26)"
"Year: 2022"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 5:10:57 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 5:10:57 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
