"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Baldwin County, AL","01003","Under 15 years","15",Suppressed
,"Baldwin County, AL","01003","15-19 years","15-19",120
,"Baldwin County, AL","01003","20-24 years","20-24",510
,"Baldwin County, AL","01003","25-29 years","25-29",833
,"Baldwin County, AL","01003","30-34 years","30-34",669
,"Baldwin County, AL","01003","35-39 years","35-39",319
,"Baldwin County, AL","01003","40-44 years","40-44",74
,"Baldwin County, AL","01003","45-49 years","45-49",Suppressed
,"Baldwin County, AL","01003","50 years and over","50+",0
,"Calhoun County, AL","01015","Under 15 years","15",Suppressed
,"Calhoun County, AL","01015","15-19 years","15-19",76
,"Calhoun County, AL","01015","20-24 years","20-24",391
,"Calhoun County, AL","01015","25-29 years","25-29",430
,"Calhoun County, AL","01015","30-34 years","30-34",308
,"Calhoun County, AL","01015","35-39 years","35-39",107
,"Calhoun County, AL","01015","40-44 years","40-44",30
,"Calhoun County, AL","01015","45-49 years","45-49",Suppressed
,"Calhoun County, AL","01015","50 years and over","50+",0
,"Etowah County, AL","01055","Under 15 years","15",Suppressed
,"Etowah County, AL","01055","15-19 years","15-19",91
,"Etowah County, AL","01055","20-24 years","20-24",347
,"Etowah County, AL","01055","25-29 years","25-29",379
,"Etowah County, AL","01055","30-34 years","30-34",249
,"Etowah County, AL","01055","35-39 years","35-39",83
,"Etowah County, AL","01055","40-44 years","40-44",23
,"Etowah County, AL","01055","45-49 years","45-49",0
,"Etowah County, AL","01055","50 years and over","50+",0
,"Houston County, AL","01069","Under 15 years","15",Suppressed
,"Houston County, AL","01069","15-19 years","15-19",105
,"Houston County, AL","01069","20-24 years","20-24",345
,"Houston County, AL","01069","25-29 years","25-29",396
,"Houston County, AL","01069","30-34 years","30-34",270
,"Houston County, AL","01069","35-39 years","35-39",109
,"Houston County, AL","01069","40-44 years","40-44",30
,"Houston County, AL","01069","45-49 years","45-49",Suppressed
,"Houston County, AL","01069","50 years and over","50+",0
,"Jefferson County, AL","01073","Under 15 years","15",Suppressed
,"Jefferson County, AL","01073","15-19 years","15-19",390
,"Jefferson County, AL","01073","20-24 years","20-24",1460
,"Jefferson County, AL","01073","25-29 years","25-29",2197
,"Jefferson County, AL","01073","30-34 years","30-34",2388
,"Jefferson County, AL","01073","35-39 years","35-39",1113
,"Jefferson County, AL","01073","40-44 years","40-44",180
,"Jefferson County, AL","01073","45-49 years","45-49",18
,"Jefferson County, AL","01073","50 years and over","50+",0
,"Lee County, AL","01081","Under 15 years","15",Suppressed
,"Lee County, AL","01081","15-19 years","15-19",83
,"Lee County, AL","01081","20-24 years","20-24",372
