"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Adams County, PA","42001","Female","F",471
,"Adams County, PA","42001","Male","M",465
,"Allegheny County, PA","42003","Female","F",5830
,"Allegheny County, PA","42003","Male","M",5994
,"Beaver County, PA","42007","Female","F",765
,"Beaver County, PA","42007","Male","M",753
,"Berks County, PA","42011","Female","F",2255
,"Berks County, PA","42011","Male","M",2329
,"Blair County, PA","42013","Female","F",563
,"Blair County, PA","42013","Male","M",626
,"Bucks County, PA","42017","Female","F",2709
,"Bucks County, PA","42017","Male","M",2895
,"Butler County, PA","42019","Female","F",843
,"Butler County, PA","42019","Male","M",855
,"Cambria County, PA","42021","Female","F",557
,"Cambria County, PA","42021","Male","M",634
,"Centre County, PA","42027","Female","F",552
,"Centre County, PA","42027","Male","M",567
,"Chester County, PA","42029","Female","F",2753
,"Chester County, PA","42029","Male","M",2857
,"Cumberland County, PA","42041","Female","F",1311
,"Cumberland County, PA","42041","Male","M",1392
,"Dauphin County, PA","42043","Female","F",1552
,"Dauphin County, PA","42043","Male","M",1725
,"Delaware County, PA","42045","Female","F",3125
,"Delaware County, PA","42045","Male","M",3362
,"Erie County, PA","42049","Female","F",1302
,"Erie County, PA","42049","Male","M",1348
,"Fayette County, PA","42051","Female","F",576
,"Fayette County, PA","42051","Male","M",553
,"Franklin County, PA","42055","Female","F",860
,"Franklin County, PA","42055","Male","M",844
,"Lackawanna County, PA","42069","Female","F",935
,"Lackawanna County, PA","42069","Male","M",1032
,"Lancaster County, PA","42071","Female","F",3476
,"Lancaster County, PA","42071","Male","M",3617
,"Lebanon County, PA","42075","Female","F",768
,"Lebanon County, PA","42075","Male","M",795
,"Lehigh County, PA","42077","Female","F",1879
,"Lehigh County, PA","42077","Male","M",1942
,"Luzerne County, PA","42079","Female","F",1479
,"Luzerne County, PA","42079","Male","M",1595
,"Lycoming County, PA","42081","Female","F",536
,"Lycoming County, PA","42081","Male","M",549
,"Mercer County, PA","42085","Female","F",468
,"Mercer County, PA","42085","Male","M",484
,"Monroe County, PA","42089","Female","F",669
,"Monroe County, PA","42089","Male","M",696
,"Montgomery County, PA","42091","Female","F",4116
,"Montgomery County, PA","42091","Male","M",4359
,"Northampton County, PA","42095","Female","F",1335
,"Northampton County, PA","42095","Male","M",1364
,"Philadelphia County, PA","42101","Female","F",9393
,"Philadelphia County, PA","42101","Male","M",9733
,"Schuylkill County, PA","42107","Female","F",612
,"Schuylkill County, PA","42107","Male","M",608
,"Washington County, PA","42125","Female","F",918
,"Washington County, PA","42125","Male","M",955
,"Westmoreland County, PA","42129","Female","F",1448
,"Westmoreland County, PA","42129","Male","M",1462
,"York County, PA","42133","Female","F",2327
,"York County, PA","42133","Male","M",2519
,"Unidentified Counties, PA","42999","Female","F",7279
,"Unidentified Counties, PA","42999","Male","M",7681
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Pennsylvania (42)"
"Year: 2022"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 5:28:08 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 5:28:08 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
