"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Sonoma County, CA","06097","Hispanic or Latino","2135-2",1881
,"Sonoma County, CA","06097","Not Hispanic or Latino","2186-5",2482
,"Sonoma County, CA","06097","Unknown or Not Stated","9",105
,"Stanislaus County, CA","06099","Hispanic or Latino","2135-2",4159
,"Stanislaus County, CA","06099","Not Hispanic or Latino","2186-5",2838
,"Stanislaus County, CA","06099","Unknown or Not Stated","9",74
,"Tulare County, CA","06107","Hispanic or Latino","2135-2",4883
,"Tulare County, CA","06107","Not Hispanic or Latino","2186-5",1886
,"Tulare County, CA","06107","Unknown or Not Stated","9",32
,"Ventura County, CA","06111","Hispanic or Latino","2135-2",4936
,"Ventura County, CA","06111","Not Hispanic or Latino","2186-5",3517
,"Ventura County, CA","06111","Unknown or Not Stated","9",189
,"Yolo County, CA","06113","Hispanic or Latino","2135-2",820
,"Yolo County, CA","06113","Not Hispanic or Latino","2186-5",1008
,"Yolo County, CA","06113","Unknown or Not Stated","9",99
,"Unidentified Counties, CA","06999","Hispanic or Latino","2135-2",3677
,"Unidentified Counties, CA","06999","Not Hispanic or Latino","2186-5",6111
,"Unidentified Counties, CA","06999","Unknown or Not Stated","9",199
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: California (06)"
"Year: 2022"
"Group By: County of Residence; Mother's Hispanic Origin"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 6:39:59 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 6:39:59 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
