"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Alameda County, CA","06001","Hispanic or Latino","2135-2",4672
,"Alameda County, CA","06001","Not Hispanic or Latino","2186-5",11435
,"Alameda County, CA","06001","Unknown or Not Stated","9",506
,"Butte County, CA","06007","Hispanic or Latino","2135-2",436
,"Butte County, CA","06007","Not Hispanic or Latino","2186-5",1492
,"Butte County, CA","06007","Unknown or Not Stated","9",18
,"Contra Costa County, CA","06013","Hispanic or Latino","2135-2",4027
,"Contra Costa County, CA","06013","Not Hispanic or Latino","2186-5",7375
,"Contra Costa County, CA","06013","Unknown or Not Stated","9",168
,"El Dorado County, CA","06017","Hispanic or Latino","2135-2",293
,"El Dorado County, CA","06017","Not Hispanic or Latino","2186-5",1232
,"El Dorado County, CA","06017","Unknown or Not Stated","9",45
,"Fresno County, CA","06019","Hispanic or Latino","2135-2",8514
,"Fresno County, CA","06019","Not Hispanic or Latino","2186-5",4942
,"Fresno County, CA","06019","Unknown or Not Stated","9",494
,"Humboldt County, CA","06023","Hispanic or Latino","2135-2",241
,"Humboldt County, CA","06023","Not Hispanic or Latino","2186-5",928
,"Humboldt County, CA","06023","Unknown or Not Stated","9",32
,"Imperial County, CA","06025","Hispanic or Latino","2135-2",2373
,"Imperial County, CA","06025","Not Hispanic or Latino","2186-5",150
,"Imperial County, CA","06025","Unknown or Not Stated","9",40
,"Kern County, CA","06029","Hispanic or Latino","2135-2",6628
,"Kern County, CA","06029","Not Hispanic or Latino","2186-5",5703
,"Kern County, CA","06029","Unknown or Not Stated","9",163
,"Kings County, CA","06031","Hispanic or Latino","2135-2",1341
,"Kings County, CA","06031","Not Hispanic or Latino","2186-5",682
,"Kings County, CA","06031","Unknown or Not Stated","9",17
,"Los Angeles County, CA","06037","Hispanic or Latino","2135-2",53377
,"Los Angeles County, CA","06037","Not Hispanic or Latino","2186-5",39954
,"Los Angeles County, CA","06037","Unknown or Not Stated","9",2493
,"Madera County, CA","06039","Hispanic or Latino","2135-2",1533
,"Madera County, CA","06039","Not Hispanic or Latino","2186-5",548
,"Madera County, CA","06039","Unknown or Not Stated","9",69
,"Marin County, CA","06041","Hispanic or Latino","2135-2",712
,"Marin County, CA","06041","Not Hispanic or Latino","2186-5",1368
,"Marin County, CA","06041","Unknown or Not Stated","9",144
,"Merced County, CA","06047","Hispanic or Latino","2135-2",2776
,"Merced County, CA","06047","Not Hispanic or Latino","2186-5",1037
,"Merced County, CA","06047","Unknown or Not Stated","9",36
,"Monterey County, CA","06053","Hispanic or Latino","2135-2",4373
,"Monterey County, CA","06053","Not Hispanic or Latino","2186-5",1210
,"Monterey County, CA","06053","Unknown or Not Stated","9",108
,"Napa County, CA","06055","Hispanic or Latino","2135-2",605
,"Napa County, CA","06055","Not Hispanic or Latino","2186-5",525
,"Napa County, CA","06055","Unknown or Not Stated","9",20
,"Orange County, CA","06059","Hispanic or Latino","2135-2",13193
,"Orange County, CA","06059","Not Hispanic or Latino","2186-5",16753
,"Orange County, CA","06059","Unknown or Not Stated","9",983
,"Placer County, CA","06061","Hispanic or Latino","2135-2",736
,"Placer County, CA","06061","Not Hispanic or Latino","2186-5",2914
,"Placer County, CA","06061","Unknown or Not Stated","9",116
,"Riverside County, CA","06065","Hispanic or Latino","2135-2",17676
,"Riverside County, CA","06065","Not Hispanic or Latino","2186-5",9639
,"Riverside County, CA","06065","Unknown or Not Stated","9",563
,"Sacramento County, CA","06067","Hispanic or Latino","2135-2",5150
,"Sacramento County, CA","06067","Not Hispanic or Latino","2186-5",12662
,"Sacramento County, CA","06067","Unknown or Not Stated","9",393
,"San Bernardino County, CA","06071","Hispanic or Latino","2135-2",16099
,"San Bernardino County, CA","06071","Not Hispanic or Latino","2186-5",9155
,"San Bernardino County, CA","06071","Unknown or Not Stated","9",958
,"San Diego County, CA","06073","Hispanic or Latino","2135-2",15351
,"San Diego County, CA","06073","Not Hispanic or Latino","2186-5",17822
,"San Diego County, CA","06073","Unknown or Not Stated","9",4414
,"San Francisco County, CA","06075","Hispanic or Latino","2135-2",1502
,"San Francisco County, CA","06075","Not Hispanic or Latino","2186-5",5102
,"San Francisco County, CA","06075","Unknown or Not Stated","9",511
,"San Joaquin County, CA","06077","Hispanic or Latino","2135-2",5150
,"San Joaquin County, CA","06077","Not Hispanic or Latino","2186-5",4484
,"San Joaquin County, CA","06077","Unknown or Not Stated","9",457
,"San Luis Obispo County, CA","06079","Hispanic or Latino","2135-2",941
,"San Luis Obispo County, CA","06079","Not Hispanic or Latino","2186-5",1295
,"San Luis Obispo County, CA","06079","Unknown or Not Stated","9",175
,"San Mateo County, CA","06081","Hispanic or Latino","2135-2",1999
,"San Mateo County, CA","06081","Not Hispanic or Latino","2186-5",4917
,"San Mateo County, CA","06081","Unknown or Not Stated","9",581
,"Santa Barbara County, CA","06083","Hispanic or Latino","2135-2",4022
,"Santa Barbara County, CA","06083","Not Hispanic or Latino","2186-5",1572
,"Santa Barbara County, CA","06083","Unknown or Not Stated","9",76
,"Santa Clara County, CA","06085","Hispanic or Latino","2135-2",5890
,"Santa Clara County, CA","06085","Not Hispanic or Latino","2186-5",12294
,"Santa Clara County, CA","06085","Unknown or Not Stated","9",896
,"Santa Cruz County, CA","06087","Hispanic or Latino","2135-2",1251
,"Santa Cruz County, CA","06087","Not Hispanic or Latino","2186-5",1006
,"Santa Cruz County, CA","06087","Unknown or Not Stated","9",48
,"Shasta County, CA","06089","Hispanic or Latino","2135-2",239
,"Shasta County, CA","06089","Not Hispanic or Latino","2186-5",1501
,"Shasta County, CA","06089","Unknown or Not Stated","9",36
,"Solano County, CA","06095","Hispanic or Latino","2135-2",1856
,"Solano County, CA","06095","Not Hispanic or Latino","2186-5",2808
,"Solano County, CA","06095","Unknown or Not Stated","9",187
