"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Boone County, MO","29019","Hispanic or Latino","2135-2",105
,"Boone County, MO","29019","Not Hispanic or Latino","2186-5",1884
,"Boone County, MO","29019","Unknown or Not Stated","9",19
,"Clay County, MO","29047","Hispanic or Latino","2135-2",258
,"Clay County, MO","29047","Not Hispanic or Latino","2186-5",2715
,"Clay County, MO","29047","Unknown or Not Stated","9",13
,"Franklin County, MO","29071","Hispanic or Latino","2135-2",30
,"Franklin County, MO","29071","Not Hispanic or Latino","2186-5",1083
,"Franklin County, MO","29071","Unknown or Not Stated","9",Suppressed
,"Greene County, MO","29077","Hispanic or Latino","2135-2",242
,"Greene County, MO","29077","Not Hispanic or Latino","2186-5",3029
,"Greene County, MO","29077","Unknown or Not Stated","9",Suppressed
,"Jackson County, MO","29095","Hispanic or Latino","2135-2",1440
,"Jackson County, MO","29095","Not Hispanic or Latino","2186-5",7072
,"Jackson County, MO","29095","Unknown or Not Stated","9",54
,"Jasper County, MO","29097","Hispanic or Latino","2135-2",249
,"Jasper County, MO","29097","Not Hispanic or Latino","2186-5",1353
,"Jasper County, MO","29097","Unknown or Not Stated","9",Suppressed
,"Jefferson County, MO","29099","Hispanic or Latino","2135-2",80
,"Jefferson County, MO","29099","Not Hispanic or Latino","2186-5",2232
,"Jefferson County, MO","29099","Unknown or Not Stated","9",15
,"St. Charles County, MO","29183","Hispanic or Latino","2135-2",267
,"St. Charles County, MO","29183","Not Hispanic or Latino","2186-5",3960
,"St. Charles County, MO","29183","Unknown or Not Stated","9",24
,"St. Louis County, MO","29189","Hispanic or Latino","2135-2",608
,"St. Louis County, MO","29189","Not Hispanic or Latino","2186-5",9757
,"St. Louis County, MO","29189","Unknown or Not Stated","9",115
,"St. Louis city, MO","29510","Hispanic or Latino","2135-2",259
,"St. Louis city, MO","29510","Not Hispanic or Latino","2186-5",3065
,"St. Louis city, MO","29510","Unknown or Not Stated","9",18
,"Unidentified Counties, MO","29999","Hispanic or Latino","2135-2",1686
,"Unidentified Counties, MO","29999","Not Hispanic or Latino","2186-5",27202
,"Unidentified Counties, MO","29999","Unknown or Not Stated","9",133
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Missouri (29)"
"Year: 2022"
"Group By: County of Residence; Mother's Hispanic Origin"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 7:02:33 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 7:02:33 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. 'Suppressed' appears when the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/natality-expanded.html#Assurance of Confidentiality."
"2. Each birth record represents one liveborn infant."
"3. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
"4. The independent city of St. Louis, Missouri (FIPS code 29510) is reported separately from St. Louis County (FIPS code 29189)."
