"Notes","State of Residence","State of Residence Code","Infant Birth Weight 12","Infant Birth Weight 12 Code",Births
,"Washington","53","2000 - 2499 grams","05",3845
,"Washington","53","2500 - 2999 grams","06",14105
,"Washington","53","3000 - 3499 grams","07",31801
,"Washington","53","3500 - 3999 grams","08",23696
,"Washington","53","4000 - 4499 grams","09",6642
,"Washington","53","4500 - 4999 grams","10",1023
,"Washington","53","5000 - 8165 grams","11",103
,"Washington","53","Unknown or Not Stated","12",178
,"West Virginia","54","499 grams or less","01",27
,"West Virginia","54","500 - 999 grams","02",83
,"West Virginia","54","1000 - 1499 grams","03",130
,"West Virginia","54","1500 - 1999 grams","04",339
,"West Virginia","54","2000 - 2499 grams","05",1105
,"West Virginia","54","2500 - 2999 grams","06",3442
,"West Virginia","54","3000 - 3499 grams","07",6378
,"West Virginia","54","3500 - 3999 grams","08",4227
,"West Virginia","54","4000 - 4499 grams","09",1019
,"West Virginia","54","4500 - 4999 grams","10",150
,"West Virginia","54","5000 - 8165 grams","11",22
,"West Virginia","54","Unknown or Not Stated","12",Suppressed
,"Wisconsin","55","499 grams or less","01",86
,"Wisconsin","55","500 - 999 grams","02",263
,"Wisconsin","55","1000 - 1499 grams","03",409
,"Wisconsin","55","1500 - 1999 grams","04",928
,"Wisconsin","55","2000 - 2499 grams","05",3127
,"Wisconsin","55","2500 - 2999 grams","06",10332
,"Wisconsin","55","3000 - 3499 grams","07",22837
,"Wisconsin","55","3500 - 3999 grams","08",16902
,"Wisconsin","55","4000 - 4499 grams","09",4476
,"Wisconsin","55","4500 - 4999 grams","10",590
,"Wisconsin","55","5000 - 8165 grams","11",74
,"Wisconsin","55","Unknown or Not Stated","12",25
,"Wyoming","56","499 grams or less","01",Suppressed
,"Wyoming","56","500 - 999 grams","02",20
,"Wyoming","56","1000 - 1499 grams","03",49
,"Wyoming","56","1500 - 1999 grams","04",109
,"Wyoming","56","2000 - 2499 grams","05",393
,"Wyoming","56","2500 - 2999 grams","06",1407
,"Wyoming","56","3000 - 3499 grams","07",2505
,"Wyoming","56","3500 - 3999 grams","08",1287
,"Wyoming","56","4000 - 4499 grams","09",242
,"Wyoming","56","4500 - 4999 grams","10",23
,"Wyoming","56","5000 - 8165 grams","11",Suppressed
,"Wyoming","56","Unknown or Not Stated","12",Suppressed
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"Year: 2022"
"Group By: State of Residence; Infant Birth Weight 12"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 16, 2026 2:11:48 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 16, 2026 2:11:48 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. 'Suppressed' appears when the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/natality-expanded.html#Assurance of Confidentiality."
"2. Each birth record represents one liveborn infant."
