geography,age,outcome_name,source,value,pct_captured,sample_size,value_lcl,value_ucl
Connecticut,18-24 Years,Obesity,Epic Cosmos,20.5,68.65132397267011,237329,NA,NA
Connecticut,25-34 Years,Diabetes,Epic Cosmos,1.4,78.84699491545571,351548,NA,NA
Connecticut,25-34 Years,Obesity,Epic Cosmos,35.7,78.84699491545571,351548,NA,NA
Connecticut,35-44 Years,Diabetes,Epic Cosmos,2.9,82.97897052594182,364359,NA,NA
Connecticut,35-44 Years,Obesity,Epic Cosmos,44.6,82.97897052594182,364359,NA,NA
Connecticut,45-54 Years,Diabetes,Epic Cosmos,6.4,68.62536684668522,335086,NA,NA
Connecticut,45-54 Years,Obesity,Epic Cosmos,47.1,68.62536684668522,335086,NA,NA
Connecticut,55-64 Years,Diabetes,Epic Cosmos,10.5,78.34760674389898,408752,NA,NA
Connecticut,55-64 Years,Obesity,Epic Cosmos,48.2,78.34760674389898,408752,NA,NA
Connecticut,65+ Years,Diabetes,Epic Cosmos,14.2,117.57428097371887,729171,NA,NA
Connecticut,65+ Years,Obesity,Epic Cosmos,44.2,117.57428097371887,729171,NA,NA
Connecticut,Total,Diabetes,Epic Cosmos,6.5,80.63600280695525,2907194,NA,NA
Connecticut,Total,Obesity,Epic Cosmos,35.8,80.63600280695525,2907194,NA,NA
Kentucky,<18 Years,Diabetes,Epic Cosmos,0.439,53.75830920365707,549361,NA,NA
Kentucky,<18 Years,Obesity,Epic Cosmos,7.3,53.75830920365707,549361,NA,NA
Kentucky,18-24 Years,Diabetes,Epic Cosmos,1.3,53.71559326244184,224890,NA,NA
Kentucky,18-24 Years,Obesity,Epic Cosmos,31.6,53.71559326244184,224890,NA,NA
Kentucky,25-34 Years,Diabetes,Epic Cosmos,2.1,57.07498195069962,332028,NA,NA
Kentucky,25-34 Years,Obesity,Epic Cosmos,48,57.07498195069962,332028,NA,NA
Kentucky,35-44 Years,Diabetes,Epic Cosmos,4.9,59.64440942298984,334561,NA,NA
Kentucky,35-44 Years,Obesity,Epic Cosmos,53.7,59.64440942298984,334561,NA,NA
Kentucky,45-54 Years,Diabetes,Epic Cosmos,10.8,58.578518627101964,335676,NA,NA
Kentucky,45-54 Years,Obesity,Epic Cosmos,58.1,58.578518627101964,335676,NA,NA
Kentucky,55-64 Years,Diabetes,Epic Cosmos,16.3,60.97931878522945,367712,NA,NA
Kentucky,55-64 Years,Obesity,Epic Cosmos,57.4,60.97931878522945,367712,NA,NA
Kentucky,65+ Years,Diabetes,Epic Cosmos,19.5,89.1192908494375,654894,NA,NA
Kentucky,65+ Years,Obesity,Epic Cosmos,49.6,89.1192908494375,654894,NA,NA
Kentucky,Total,Diabetes,Epic Cosmos,9,62.28447216053079,2799152,NA,NA
Kentucky,Total,Obesity,Epic Cosmos,42.2,62.28447216053079,2799152,NA,NA
Louisiana,<18 Years,Diabetes,Epic Cosmos,0.271,43.069051106955605,474226,NA,NA
Louisiana,<18 Years,Obesity,Epic Cosmos,7,43.069051106955605,474226,NA,NA
Louisiana,18-24 Years,Diabetes,Epic Cosmos,0.895,51.5312512577924,217651,NA,NA
Louisiana,18-24 Years,Obesity,Epic Cosmos,28.9,51.5312512577924,217651,NA,NA
Louisiana,25-34 Years,Diabetes,Epic Cosmos,1.6,47.99910388035258,310667,NA,NA
Louisiana,25-34 Years,Obesity,Epic Cosmos,44.9,47.99910388035258,310667,NA,NA
Louisiana,35-44 Years,Diabetes,Epic Cosmos,4,54.603609702385015,328284,NA,NA
Louisiana,35-44 Years,Obesity,Epic Cosmos,51.4,54.603609702385015,328284,NA,NA
Louisiana,45-54 Years,Diabetes,Epic Cosmos,8.8,54.19783858689294,301153,NA,NA
Louisiana,45-54 Years,Obesity,Epic Cosmos,55.4,54.19783858689294,301153,NA,NA
Louisiana,55-64 Years,Diabetes,Epic Cosmos,13.5,54.73418671970967,332404,NA,NA
Louisiana,55-64 Years,Obesity,Epic Cosmos,54.5,54.73418671970967,332404,NA,NA
Louisiana,65+ Years,Diabetes,Epic Cosmos,17.6,83.68750051906993,604597,NA,NA
Louisiana,65+ Years,Obesity,Epic Cosmos,48.2,83.68750051906993,604597,NA,NA
Louisiana,Total,Diabetes,Epic Cosmos,7.7,55.16091387615799,2569012,NA,NA
Louisiana,Total,Obesity,Epic Cosmos,40.6,55.16091387615799,2569012,NA,NA
Maryland,<18 Years,Diabetes,Epic Cosmos,0.314,20.745745727521196,284870,NA,NA
Maryland,<18 Years,Obesity,Epic Cosmos,5.3,20.745745727521196,284870,NA,NA
Maryland,18-24 Years,Diabetes,Epic Cosmos,0.861,31.753588190070726,169755,NA,NA
Maryland,18-24 Years,Obesity,Epic Cosmos,23.1,31.753588190070726,169755,NA,NA
Maryland,25-34 Years,Diabetes,Epic Cosmos,1.5,37.36008839629883,310051,NA,NA
Maryland,25-34 Years,Obesity,Epic Cosmos,38.5,37.36008839629883,310051,NA,NA
Maryland,35-44 Years,Diabetes,Epic Cosmos,3.4,41.37275961186265,333210,NA,NA
Maryland,35-44 Years,Obesity,Epic Cosmos,45.3,41.37275961186265,333210,NA,NA
Maryland,45-54 Years,Diabetes,Epic Cosmos,7.6,35.34159264415797,289888,NA,NA
Maryland,45-54 Years,Obesity,Epic Cosmos,48.1,35.34159264415797,289888,NA,NA
Maryland,55-64 Years,Diabetes,Epic Cosmos,12.1,41.31318270237917,345120,NA,NA
Maryland,55-64 Years,Obesity,Epic Cosmos,48,41.31318270237917,345120,NA,NA
Maryland,65+ Years,Diabetes,Epic Cosmos,15.3,65.65423364810663,623643,NA,NA
Maryland,65+ Years,Obesity,Epic Cosmos,41.3,65.65423364810663,623643,NA,NA
Maryland,Total,Diabetes,Epic Cosmos,7.5,38.3270350952949,2356555,NA,NA
Maryland,Total,Obesity,Epic Cosmos,37.6,38.3270350952949,2356555,NA,NA
Oregon,<18 Years,Diabetes,Epic Cosmos,0.43,49.92707381686713,436106,NA,NA
Oregon,<18 Years,Obesity,Epic Cosmos,5.1,49.92707381686713,436106,NA,NA
Oregon,18-24 Years,Diabetes,Epic Cosmos,0.992,53.46361390579501,193696,NA,NA
Oregon,18-24 Years,Obesity,Epic Cosmos,20.3,53.46361390579501,193696,NA,NA
Oregon,25-34 Years,Diabetes,Epic Cosmos,1.4,51.29591017362025,304076,NA,NA
Oregon,25-34 Years,Obesity,Epic Cosmos,29.7,51.29591017362025,304076,NA,NA
Oregon,35-44 Years,Diabetes,Epic Cosmos,3.1,54.404164878897845,313189,NA,NA
Oregon,35-44 Years,Obesity,Epic Cosmos,34.9,54.404164878897845,313189,NA,NA
Oregon,45-54 Years,Diabetes,Epic Cosmos,7.1,51.59683415648356,267026,NA,NA
Oregon,45-54 Years,Obesity,Epic Cosmos,39.1,51.59683415648356,267026,NA,NA
Oregon,55-64 Years,Diabetes,Epic Cosmos,11.5,46.92727849408433,254481,NA,NA
Oregon,55-64 Years,Obesity,Epic Cosmos,41,46.92727849408433,254481,NA,NA
Oregon,65+ Years,Diabetes,Epic Cosmos,13.7,68.05813288477712,505757,NA,NA
Oregon,65+ Years,Obesity,Epic Cosmos,38.4,68.05813288477712,505757,NA,NA
Oregon,Total,Diabetes,Epic Cosmos,5.9,54.05869541500156,2274345,NA,NA
Oregon,Total,Obesity,Epic Cosmos,29.2,54.05869541500156,2274345,NA,NA
Washington,<18 Years,Diabetes,Epic Cosmos,0.175,19.432357806790996,326553,NA,NA
Washington,<18 Years,Obesity,Epic Cosmos,4.1,19.432357806790996,326553,NA,NA
Washington,18-24 Years,Diabetes,Epic Cosmos,0.662,23.47641936522791,154534,NA,NA
Washington,18-24 Years,Obesity,Epic Cosmos,18.1,23.47641936522791,154534,NA,NA
Washington,25-34 Years,Diabetes,Epic Cosmos,1.2,25.83643187207288,297676,NA,NA
Washington,25-34 Years,Obesity,Epic Cosmos,27.5,25.83643187207288,297676,NA,NA
Washington,35-44 Years,Diabetes,Epic Cosmos,2.9,29.933914376017622,312540,NA,NA
Washington,35-44 Years,Obesity,Epic Cosmos,33,29.933914376017622,312540,NA,NA
Washington,45-54 Years,Diabetes,Epic Cosmos,6.5,26.746345057256864,251222,NA,NA
Washington,45-54 Years,Obesity,Epic Cosmos,37.2,26.746345057256864,251222,NA,NA
Washington,55-64 Years,Diabetes,Epic Cosmos,10.1,26.251776561405837,253421,NA,NA
Washington,55-64 Years,Obesity,Epic Cosmos,38.5,26.251776561405837,253421,NA,NA
Washington,65+ Years,Diabetes,Epic Cosmos,12.8,40.143593157249455,472800,NA,NA
Washington,65+ Years,Obesity,Epic Cosmos,35,40.143593157249455,472800,NA,NA
Washington,Total,Diabetes,Epic Cosmos,5.6,27.158358193201742,2068751,NA,NA
Washington,Total,Obesity,Epic Cosmos,28.2,27.158358193201742,2068751,NA,NA
Mississippi,<18 Years,Diabetes,Epic Cosmos,0.41,53.165196996263745,375375,NA,NA
Mississippi,<18 Years,Obesity,Epic Cosmos,7.9,53.165196996263745,375375,NA,NA
Mississippi,18-24 Years,Diabetes,Epic Cosmos,1.3,57.005410229237555,163528,NA,NA
Mississippi,18-24 Years,Obesity,Epic Cosmos,33.7,57.005410229237555,163528,NA,NA
Mississippi,25-34 Years,Diabetes,Epic Cosmos,2.3,60.523557183279166,230369,NA,NA
Mississippi,25-34 Years,Obesity,Epic Cosmos,50.4,60.523557183279166,230369,NA,NA
Mississippi,35-44 Years,Diabetes,Epic Cosmos,5.4,63.79838133649833,237589,NA,NA
Mississippi,35-44 Years,Obesity,Epic Cosmos,56.1,63.79838133649833,237589,NA,NA
Mississippi,45-54 Years,Diabetes,Epic Cosmos,11.4,68.8123080979243,250558,NA,NA
Mississippi,45-54 Years,Obesity,Epic Cosmos,60.1,68.8123080979243,250558,NA,NA
Mississippi,55-64 Years,Diabetes,Epic Cosmos,16.8,72.90891430981998,279987,NA,NA
Mississippi,55-64 Years,Obesity,Epic Cosmos,58.1,72.90891430981998,279987,NA,NA
Mississippi,65+ Years,Diabetes,Epic Cosmos,20.1,111.26105076639088,526188,NA,NA
Mississippi,65+ Years,Obesity,Epic Cosmos,48.8,111.26105076639088,526188,NA,NA
Mississippi,Total,Diabetes,Epic Cosmos,9.9,69.55173586453492,2063616,NA,NA
Mississippi,Total,Obesity,Epic Cosmos,43.8,69.55173586453492,2063616,NA,NA
Iowa,<18 Years,Diabetes,Epic Cosmos,0.392,57.220871088355175,424679,NA,NA
Iowa,<18 Years,Obesity,Epic Cosmos,6,57.220871088355175,424679,NA,NA
Iowa,18-24 Years,Diabetes,Epic Cosmos,1,56.194820064914786,178155,NA,NA
Iowa,18-24 Years,Obesity,Epic Cosmos,26.8,56.194820064914786,178155,NA,NA
Iowa,25-34 Years,Diabetes,Epic Cosmos,1.9,61.95054353471098,244538,NA,NA
Iowa,25-34 Years,Obesity,Epic Cosmos,44.6,61.95054353471098,244538,NA,NA
Iowa,35-44 Years,Diabetes,Epic Cosmos,4.2,62.15218177465607,244048,NA,NA
Iowa,35-44 Years,Obesity,Epic Cosmos,52,62.15218177465607,244048,NA,NA
Iowa,45-54 Years,Diabetes,Epic Cosmos,9.2,58.19955840153188,216404,NA,NA
Iowa,45-54 Years,Obesity,Epic Cosmos,55.6,58.19955840153188,216404,NA,NA
Iowa,55-64 Years,Diabetes,Epic Cosmos,13.5,55.22091412412703,231993,NA,NA
Iowa,55-64 Years,Obesity,Epic Cosmos,54.9,55.22091412412703,231993,NA,NA
Iowa,65+ Years,Diabetes,Epic Cosmos,15.7,84.42322705728694,456343,NA,NA
Iowa,65+ Years,Obesity,Epic Cosmos,49.2,84.42322705728694,456343,NA,NA
Iowa,Total,Diabetes,Epic Cosmos,7.1,62.79092444693293,1996180,NA,NA
Iowa,Total,Obesity,Epic Cosmos,39.1,62.79092444693293,1996180,NA,NA
Arizona,<18 Years,Diabetes,Epic Cosmos,0.178,16.818639338220493,271526,NA,NA
Arizona,<18 Years,Obesity,Epic Cosmos,4.2,16.818639338220493,271526,NA,NA
Arizona,18-24 Years,Diabetes,Epic Cosmos,0.663,21.419642339552976,144103,NA,NA
Arizona,18-24 Years,Obesity,Epic Cosmos,20.1,21.419642339552976,144103,NA,NA
Arizona,25-34 Years,Diabetes,Epic Cosmos,1.5,25.77166975286292,249127,NA,NA
Arizona,25-34 Years,Obesity,Epic Cosmos,33,25.77166975286292,249127,NA,NA
Arizona,35-44 Years,Diabetes,Epic Cosmos,3.6,27.815846163952546,245590,NA,NA
Arizona,35-44 Years,Obesity,Epic Cosmos,37.9,27.815846163952546,245590,NA,NA
Arizona,45-54 Years,Diabetes,Epic Cosmos,7.4,27.22706484076175,228425,NA,NA
Arizona,45-54 Years,Obesity,Epic Cosmos,40.6,27.22706484076175,228425,NA,NA
Arizona,55-64 Years,Diabetes,Epic Cosmos,10.3,29.475186743617098,253369,NA,NA
Arizona,55-64 Years,Obesity,Epic Cosmos,39.7,29.475186743617098,253369,NA,NA
Arizona,65+ Years,Diabetes,Epic Cosmos,10.6,42.028879479104944,522780,NA,NA
Arizona,65+ Years,Obesity,Epic Cosmos,32.2,42.028879479104944,522780,NA,NA
Arizona,Total,Diabetes,Epic Cosmos,5.9,27.04998006131481,1914923,NA,NA
Arizona,Total,Obesity,Epic Cosmos,30.1,27.04998006131481,1914923,NA,NA
Tennessee,<18 Years,Diabetes,Epic Cosmos,0.374,17.3260689473571,265824,NA,NA
Tennessee,<18 Years,Obesity,Epic Cosmos,6.6,17.3260689473571,265824,NA,NA
Tennessee,18-24 Years,Diabetes,Epic Cosmos,1.1,19.390084536637406,119593,NA,NA
Tennessee,18-24 Years,Obesity,Epic Cosmos,30.2,19.390084536637406,119593,NA,NA
Tennessee,25-34 Years,Diabetes,Epic Cosmos,1.7,20.936900445391046,196211,NA,NA
Tennessee,25-34 Years,Obesity,Epic Cosmos,44,20.936900445391046,196211,NA,NA
Tennessee,35-44 Years,Diabetes,Epic Cosmos,3.8,22.496399134633545,194141,NA,NA
Tennessee,35-44 Years,Obesity,Epic Cosmos,49,22.496399134633545,194141,NA,NA
Tennessee,45-54 Years,Diabetes,Epic Cosmos,8,23.079398523747745,204396,NA,NA
Tennessee,45-54 Years,Obesity,Epic Cosmos,52.6,23.079398523747745,204396,NA,NA
Tennessee,55-64 Years,Diabetes,Epic Cosmos,12,26.485415597969325,239568,NA,NA
Tennessee,55-64 Years,Obesity,Epic Cosmos,51,26.485415597969325,239568,NA,NA
Tennessee,65+ Years,Diabetes,Epic Cosmos,13.9,40.60249152648476,454013,NA,NA
Tennessee,65+ Years,Obesity,Epic Cosmos,42,40.60249152648476,454013,NA,NA
Tennessee,Total,Diabetes,Epic Cosmos,7.2,24.400754166085356,1673769,NA,NA
Tennessee,Total,Obesity,Epic Cosmos,39.1,24.400754166085356,1673769,NA,NA
Oklahoma,<18 Years,Diabetes,Epic Cosmos,0.528,31.655966787018635,304236,NA,NA
Oklahoma,<18 Years,Obesity,Epic Cosmos,6.9,31.655966787018635,304236,NA,NA
Oklahoma,18-24 Years,Diabetes,Epic Cosmos,1.3,29.51690502866935,111965,NA,NA
Oklahoma,18-24 Years,Obesity,Epic Cosmos,30.7,29.51690502866935,111965,NA,NA
Oklahoma,25-34 Years,Diabetes,Epic Cosmos,2,30.019267534950412,160788,NA,NA
Oklahoma,25-34 Years,Obesity,Epic Cosmos,46.7,30.019267534950412,160788,NA,NA
Oklahoma,35-44 Years,Diabetes,Epic Cosmos,4.5,33.45974879895369,168337,NA,NA
Oklahoma,35-44 Years,Obesity,Epic Cosmos,51.3,33.45974879895369,168337,NA,NA
Oklahoma,45-54 Years,Diabetes,Epic Cosmos,9.6,35.43933108971851,163011,NA,NA
Oklahoma,45-54 Years,Obesity,Epic Cosmos,54.4,35.43933108971851,163011,NA,NA
Oklahoma,55-64 Years,Diabetes,Epic Cosmos,14.2,36.07836696957532,177945,NA,NA
Oklahoma,55-64 Years,Obesity,Epic Cosmos,53.4,36.07836696957532,177945,NA,NA
Oklahoma,65+ Years,Diabetes,Epic Cosmos,16.4,54.519901531586534,335751,NA,NA
Oklahoma,65+ Years,Obesity,Epic Cosmos,46,54.519901531586534,335751,NA,NA
Oklahoma,Total,Diabetes,Epic Cosmos,7.7,36.018161481772665,1422046,NA,NA
Oklahoma,Total,Obesity,Epic Cosmos,39,36.018161481772665,1422046,NA,NA
Arkansas,<18 Years,Diabetes,Epic Cosmos,0.527,44.611886055951885,314864,NA,NA
Arkansas,<18 Years,Obesity,Epic Cosmos,6.4,44.611886055951885,314864,NA,NA
Arkansas,18-24 Years,Diabetes,Epic Cosmos,1.5,38.39181475035275,107203,NA,NA
Arkansas,18-24 Years,Obesity,Epic Cosmos,31.2,38.39181475035275,107203,NA,NA
Arkansas,25-34 Years,Diabetes,Epic Cosmos,2,35.917724369946896,139540,NA,NA
Arkansas,25-34 Years,Obesity,Epic Cosmos,48.3,35.917724369946896,139540,NA,NA
Arkansas,35-44 Years,Diabetes,Epic Cosmos,4.5,37.87360764655408,142568,NA,NA
Arkansas,35-44 Years,Obesity,Epic Cosmos,53.1,37.87360764655408,142568,NA,NA
Arkansas,45-54 Years,Diabetes,Epic Cosmos,9.1,39.89739877657226,145511,NA,NA
Arkansas,45-54 Years,Obesity,Epic Cosmos,55.6,39.89739877657226,145511,NA,NA
Arkansas,55-64 Years,Diabetes,Epic Cosmos,13,42.04242452483393,162404,NA,NA
Arkansas,55-64 Years,Obesity,Epic Cosmos,53.7,42.04242452483393,162404,NA,NA
Arkansas,65+ Years,Diabetes,Epic Cosmos,13.9,61.473481333146005,310663,NA,NA
Arkansas,65+ Years,Obesity,Epic Cosmos,44.7,61.473481333146005,310663,NA,NA
Arkansas,Total,Diabetes,Epic Cosmos,6.8,43.999635433350335,1322765,NA,NA
Arkansas,Total,Obesity,Epic Cosmos,38.1,43.999635433350335,1322765,NA,NA
Nevada,<18 Years,Diabetes,Epic Cosmos,0.243,28.2672218780168,196183,NA,NA
Nevada,<18 Years,Obesity,Epic Cosmos,5.5,28.2672218780168,196183,NA,NA
Nevada,18-24 Years,Diabetes,Epic Cosmos,0.525,40.77427663085034,101320,NA,NA
Nevada,18-24 Years,Obesity,Epic Cosmos,21.5,40.77427663085034,101320,NA,NA
Nevada,25-34 Years,Diabetes,Epic Cosmos,0.859,44.10127394144973,195280,NA,NA
Nevada,25-34 Years,Obesity,Epic Cosmos,31.4,44.10127394144973,195280,NA,NA
Nevada,35-44 Years,Diabetes,Epic Cosmos,2,46.23019041397498,191074,NA,NA
Nevada,35-44 Years,Obesity,Epic Cosmos,35.3,46.23019041397498,191074,NA,NA
Nevada,45-54 Years,Diabetes,Epic Cosmos,4.5,42.03019922610069,166622,NA,NA
Nevada,45-54 Years,Obesity,Epic Cosmos,37.2,42.03019922610069,166622,NA,NA
Nevada,55-64 Years,Diabetes,Epic Cosmos,7.3,44.99512793109952,171777,NA,NA
Nevada,55-64 Years,Obesity,Epic Cosmos,37,44.99512793109952,171777,NA,NA
Nevada,65+ Years,Diabetes,Epic Cosmos,8.7,55.796661325395355,269167,NA,NA
Nevada,65+ Years,Obesity,Epic Cosmos,31.9,55.796661325395355,269167,NA,NA
Nevada,Total,Diabetes,Epic Cosmos,3.9,42.21397616007646,1291426,NA,NA
Nevada,Total,Obesity,Epic Cosmos,28.9,42.21397616007646,1291426,NA,NA
Missouri,<18 Years,Diabetes,Epic Cosmos,0.114,12.691911302630398,176719,NA,NA
Missouri,<18 Years,Obesity,Epic Cosmos,5.9,12.691911302630398,176719,NA,NA
Missouri,18-24 Years,Diabetes,Epic Cosmos,0.82,17.232336908112732,96732,NA,NA
Missouri,18-24 Years,Obesity,Epic Cosmos,26.9,17.232336908112732,96732,NA,NA
Missouri,25-34 Years,Diabetes,Epic Cosmos,1.7,19.14371075862865,155897,NA,NA
Missouri,25-34 Years,Obesity,Epic Cosmos,41.3,19.14371075862865,155897,NA,NA
Missouri,35-44 Years,Diabetes,Epic Cosmos,4,20.508096094270094,156494,NA,NA
Missouri,35-44 Years,Obesity,Epic Cosmos,47.1,20.508096094270094,156494,NA,NA
Missouri,45-54 Years,Diabetes,Epic Cosmos,8.8,19.422521034602777,144529,NA,NA
Missouri,45-54 Years,Obesity,Epic Cosmos,52.8,19.422521034602777,144529,NA,NA
Missouri,55-64 Years,Diabetes,Epic Cosmos,13.4,19.56447309461484,162858,NA,NA
Missouri,55-64 Years,Obesity,Epic Cosmos,52.9,19.56447309461484,162858,NA,NA
Missouri,65+ Years,Diabetes,Epic Cosmos,16.3,31.433225385844565,324968,NA,NA
Missouri,65+ Years,Obesity,Epic Cosmos,46.7,31.433225385844565,324968,NA,NA
Missouri,Total,Diabetes,Epic Cosmos,8,19.835516664077737,1218205,NA,NA
Missouri,Total,Obesity,Epic Cosmos,40.1,19.835516664077737,1218205,NA,NA
West Virginia,<18 Years,Diabetes,Epic Cosmos,0.357,56.34974556269526,206519,NA,NA
West Virginia,<18 Years,Obesity,Epic Cosmos,7.8,56.34974556269526,206519,NA,NA
West Virginia,18-24 Years,Diabetes,Epic Cosmos,1.1,54.66419816138918,85626,NA,NA
West Virginia,18-24 Years,Obesity,Epic Cosmos,33.6,54.66419816138918,85626,NA,NA
West Virginia,25-34 Years,Diabetes,Epic Cosmos,2,57.06368170525876,120361,NA,NA
West Virginia,25-34 Years,Obesity,Epic Cosmos,50.4,57.06368170525876,120361,NA,NA
West Virginia,35-44 Years,Diabetes,Epic Cosmos,4.6,56.42301782069219,123005,NA,NA
West Virginia,35-44 Years,Obesity,Epic Cosmos,55.4,56.42301782069219,123005,NA,NA
West Virginia,45-54 Years,Diabetes,Epic Cosmos,10.2,58.12130380965479,135232,NA,NA
West Virginia,45-54 Years,Obesity,Epic Cosmos,59.8,58.12130380965479,135232,NA,NA
West Virginia,55-64 Years,Diabetes,Epic Cosmos,15.3,60.31199745181364,155266,NA,NA
West Virginia,55-64 Years,Obesity,Epic Cosmos,58.8,60.31199745181364,155266,NA,NA
West Virginia,65+ Years,Diabetes,Epic Cosmos,18.2,85.91598746081505,308331,NA,NA
West Virginia,65+ Years,Obesity,Epic Cosmos,49.6,85.91598746081505,308331,NA,NA
West Virginia,Total,Diabetes,Epic Cosmos,9.1,62.9824618874889,1134345,NA,NA
West Virginia,Total,Obesity,Epic Cosmos,44,62.9824618874889,1134345,NA,NA
Idaho,<18 Years,Diabetes,Epic Cosmos,0.391,46.71839243292723,214358,NA,NA
Idaho,<18 Years,Obesity,Epic Cosmos,4.7,46.71839243292723,214358,NA,NA
Idaho,18-24 Years,Diabetes,Epic Cosmos,1,55.387552956620326,92824,NA,NA
Idaho,18-24 Years,Obesity,Epic Cosmos,22.8,55.387552956620326,92824,NA,NA
Idaho,25-34 Years,Diabetes,Epic Cosmos,1.8,54.97167481927557,129350,NA,NA
Idaho,25-34 Years,Obesity,Epic Cosmos,38.8,54.97167481927557,129350,NA,NA
Idaho,35-44 Years,Diabetes,Epic Cosmos,3.7,56.455306448016195,131647,NA,NA
Idaho,35-44 Years,Obesity,Epic Cosmos,44,56.455306448016195,131647,NA,NA
Idaho,45-54 Years,Diabetes,Epic Cosmos,7.9,60.421027306628176,125570,NA,NA
Idaho,45-54 Years,Obesity,Epic Cosmos,47.7,60.421027306628176,125570,NA,NA
Idaho,55-64 Years,Diabetes,Epic Cosmos,12.3,57.48772448744944,127498,NA,NA
Idaho,55-64 Years,Obesity,Epic Cosmos,48,57.48772448744944,127498,NA,NA
Idaho,65+ Years,Diabetes,Epic Cosmos,16.6,88.47954357048813,254023,NA,NA
Idaho,65+ Years,Obesity,Epic Cosmos,45.8,88.47954357048813,254023,NA,NA
Idaho,Total,Diabetes,Epic Cosmos,7.1,59.3543778845087,1075274,NA,NA
Idaho,Total,Obesity,Epic Cosmos,35.1,59.3543778845087,1075274,NA,NA
Kansas,<18 Years,Diabetes,Epic Cosmos,0.235,19.505678771016214,139300,NA,NA
Kansas,<18 Years,Obesity,Epic Cosmos,5.7,19.505678771016214,139300,NA,NA
Kansas,18-24 Years,Diabetes,Epic Cosmos,0.847,27.641496366517227,81818,NA,NA
Kansas,18-24 Years,Obesity,Epic Cosmos,25.1,27.641496366517227,81818,NA,NA
Kansas,25-34 Years,Diabetes,Epic Cosmos,1.7,32.9318140329805,124476,NA,NA
Kansas,25-34 Years,Obesity,Epic Cosmos,40.2,32.9318140329805,124476,NA,NA
Kansas,35-44 Years,Diabetes,Epic Cosmos,3.8,36.13657626499156,132485,NA,NA
Kansas,35-44 Years,Obesity,Epic Cosmos,45.9,36.13657626499156,132485,NA,NA
Kansas,45-54 Years,Diabetes,Epic Cosmos,8,36.56787890468636,123327,NA,NA
Kansas,45-54 Years,Obesity,Epic Cosmos,50.2,36.56787890468636,123327,NA,NA
Kansas,55-64 Years,Diabetes,Epic Cosmos,12.7,36.416673757658266,136950,NA,NA
Kansas,55-64 Years,Obesity,Epic Cosmos,51.4,36.416673757658266,136950,NA,NA
Kansas,65+ Years,Diabetes,Epic Cosmos,15.9,61.108596895014955,283561,NA,NA
Kansas,65+ Years,Obesity,Epic Cosmos,47.1,61.108596895014955,283561,NA,NA
Kansas,Total,Diabetes,Epic Cosmos,7.9,34.85325700121312,1021932,NA,NA
Kansas,Total,Obesity,Epic Cosmos,39.6,34.85325700121312,1021932,NA,NA
Nebraska,<18 Years,Diabetes,Epic Cosmos,0.162,24.35162890247165,118327,NA,NA
Nebraska,<18 Years,Obesity,Epic Cosmos,5.4,24.35162890247165,118327,NA,NA
Nebraska,18-24 Years,Diabetes,Epic Cosmos,0.957,41.833328953246955,79590,NA,NA
Nebraska,18-24 Years,Obesity,Epic Cosmos,25.1,41.833328953246955,79590,NA,NA
Nebraska,25-34 Years,Diabetes,Epic Cosmos,2.1,44.679291434574516,113980,NA,NA
Nebraska,25-34 Years,Obesity,Epic Cosmos,43.8,44.679291434574516,113980,NA,NA
Nebraska,35-44 Years,Diabetes,Epic Cosmos,4,45.94452891522047,113919,NA,NA
Nebraska,35-44 Years,Obesity,Epic Cosmos,49.9,45.94452891522047,113919,NA,NA
Nebraska,45-54 Years,Diabetes,Epic Cosmos,8.6,46.12096013290537,102163,NA,NA
Nebraska,45-54 Years,Obesity,Epic Cosmos,53.5,46.12096013290537,102163,NA,NA
Nebraska,55-64 Years,Diabetes,Epic Cosmos,12.7,46.23495266902607,113265,NA,NA
Nebraska,55-64 Years,Obesity,Epic Cosmos,53.4,46.23495266902607,113265,NA,NA
Nebraska,65+ Years,Diabetes,Epic Cosmos,14.6,82.08365083673729,250988,NA,NA
Nebraska,65+ Years,Obesity,Epic Cosmos,47.7,82.08365083673729,250988,NA,NA
Nebraska,Total,Diabetes,Epic Cosmos,7.6,45.72104249082747,892237,NA,NA
Nebraska,Total,Obesity,Epic Cosmos,41.3,45.72104249082747,892237,NA,NA
Maine,<18 Years,Diabetes,Epic Cosmos,0.384,49.960131193903806,127191,NA,NA
Maine,<18 Years,Obesity,Epic Cosmos,5.5,49.960131193903806,127191,NA,NA
Maine,18-24 Years,Diabetes,Epic Cosmos,1.1,53.180985673245885,57202,NA,NA
Maine,18-24 Years,Obesity,Epic Cosmos,22.4,53.180985673245885,57202,NA,NA
Maine,25-34 Years,Diabetes,Epic Cosmos,1.7,54.37809320127457,88229,NA,NA
Maine,25-34 Years,Obesity,Epic Cosmos,36,54.37809320127457,88229,NA,NA
Maine,35-44 Years,Diabetes,Epic Cosmos,3.5,64.11655833285957,101501,NA,NA
Maine,35-44 Years,Obesity,Epic Cosmos,42,64.11655833285957,101501,NA,NA
Maine,45-54 Years,Diabetes,Epic Cosmos,7.7,53.35414026252464,95561,NA,NA
Maine,45-54 Years,Obesity,Epic Cosmos,46.8,53.35414026252464,95561,NA,NA
Maine,55-64 Years,Diabetes,Epic Cosmos,11.8,58.07643157629633,124524,NA,NA
