geography,age,outcome_name,source,value,pct_captured,sample_size,value_lcl,value_ucl
Maine,55-64 Years,Obesity,Epic Cosmos,47.4,58.07643157629633,124524,NA,NA
Maine,65+ Years,Diabetes,Epic Cosmos,15.4,97.34920109251088,273377,NA,NA
Maine,65+ Years,Obesity,Epic Cosmos,42.1,97.34920109251088,273377,NA,NA
Maine,Total,Diabetes,Epic Cosmos,8.1,63.93268909086353,867596,NA,NA
Maine,Total,Obesity,Epic Cosmos,36.1,63.93268909086353,867596,NA,NA
Hawaii,<18 Years,Diabetes,Epic Cosmos,0.257,46.89794868497203,145862,NA,NA
Hawaii,<18 Years,Obesity,Epic Cosmos,4,46.89794868497203,145862,NA,NA
Hawaii,18-24 Years,Diabetes,Epic Cosmos,0.699,53.10431277446418,64817,NA,NA
Hawaii,18-24 Years,Obesity,Epic Cosmos,17.5,53.10431277446418,64817,NA,NA
Hawaii,25-34 Years,Diabetes,Epic Cosmos,1.6,47.409400612224744,96023,NA,NA
Hawaii,25-34 Years,Obesity,Epic Cosmos,31.9,47.409400612224744,96023,NA,NA
Hawaii,35-44 Years,Diabetes,Epic Cosmos,3.6,55.39971875082915,104398,NA,NA
Hawaii,35-44 Years,Obesity,Epic Cosmos,36.2,55.39971875082915,104398,NA,NA
Hawaii,45-54 Years,Diabetes,Epic Cosmos,7.2,58.1326573722011,101824,NA,NA
Hawaii,45-54 Years,Obesity,Epic Cosmos,35.6,58.1326573722011,101824,NA,NA
Hawaii,55-64 Years,Diabetes,Epic Cosmos,10.8,61.07337322766726,113285,NA,NA
Hawaii,55-64 Years,Obesity,Epic Cosmos,33.8,61.07337322766726,113285,NA,NA
Hawaii,65+ Years,Diabetes,Epic Cosmos,13.3,85.50238291001492,229821,NA,NA
Hawaii,65+ Years,Obesity,Epic Cosmos,26.5,85.50238291001492,229821,NA,NA
Hawaii,Total,Diabetes,Epic Cosmos,6.6,58.894542682549265,856031,NA,NA
Hawaii,Total,Obesity,Epic Cosmos,25.8,58.894542682549265,856031,NA,NA
Utah,<18 Years,Diabetes,Epic Cosmos,0.052,20.37242762902682,192736,NA,NA
Utah,<18 Years,Obesity,Epic Cosmos,2,20.37242762902682,192736,NA,NA
Utah,18-24 Years,Diabetes,Epic Cosmos,0.623,22.55707159503311,81983,NA,NA
Utah,18-24 Years,Obesity,Epic Cosmos,14.2,22.55707159503311,81983,NA,NA
Utah,25-34 Years,Diabetes,Epic Cosmos,1.4,26.01399820187082,122393,NA,NA
Utah,25-34 Years,Obesity,Epic Cosmos,27.2,26.01399820187082,122393,NA,NA
Utah,35-44 Years,Diabetes,Epic Cosmos,2.9,24.827730587119103,111478,NA,NA
Utah,35-44 Years,Obesity,Epic Cosmos,34.3,24.827730587119103,111478,NA,NA
Utah,45-54 Years,Diabetes,Epic Cosmos,5.8,28.291126288973178,95394,NA,NA
Utah,45-54 Years,Obesity,Epic Cosmos,38,28.291126288973178,95394,NA,NA
Utah,55-64 Years,Diabetes,Epic Cosmos,8.9,26.474056219667112,81278,NA,NA
Utah,55-64 Years,Obesity,Epic Cosmos,38.5,26.474056219667112,81278,NA,NA
Utah,65+ Years,Diabetes,Epic Cosmos,10.1,40.79649773290746,146120,NA,NA
Utah,65+ Years,Obesity,Epic Cosmos,35,40.79649773290746,146120,NA,NA
Utah,Total,Diabetes,Epic Cosmos,4,25.728468111048876,831382,NA,NA
Utah,Total,Obesity,Epic Cosmos,24.7,25.728468111048876,831382,NA,NA
Alabama,<18 Years,Diabetes,Epic Cosmos,0.231,6.83627039303053,76729,NA,NA
Alabama,<18 Years,Obesity,Epic Cosmos,6.6,6.83627039303053,76729,NA,NA
Alabama,18-24 Years,Diabetes,Epic Cosmos,1.2,9.481441674918905,43756,NA,NA
Alabama,18-24 Years,Obesity,Epic Cosmos,29.3,9.481441674918905,43756,NA,NA
Alabama,25-34 Years,Diabetes,Epic Cosmos,2.2,11.14999374272882,72168,NA,NA
Alabama,25-34 Years,Obesity,Epic Cosmos,44.9,11.14999374272882,72168,NA,NA
Alabama,35-44 Years,Diabetes,Epic Cosmos,4.7,13.130984701923234,80770,NA,NA
Alabama,35-44 Years,Obesity,Epic Cosmos,49.6,13.130984701923234,80770,NA,NA
Alabama,45-54 Years,Diabetes,Epic Cosmos,9.2,14.594648313459983,92520,NA,NA
Alabama,45-54 Years,Obesity,Epic Cosmos,53.3,14.594648313459983,92520,NA,NA
Alabama,55-64 Years,Diabetes,Epic Cosmos,13,16.185699343919367,108944,NA,NA
Alabama,55-64 Years,Obesity,Epic Cosmos,51,16.185699343919367,108944,NA,NA
Alabama,65+ Years,Diabetes,Epic Cosmos,15.2,25.11999261037366,212120,NA,NA
Alabama,65+ Years,Obesity,Epic Cosmos,42.8,25.11999261037366,212120,NA,NA
Alabama,Total,Diabetes,Epic Cosmos,8.9,13.746752239791505,687018,NA,NA
Alabama,Total,Obesity,Epic Cosmos,41.6,13.746752239791505,687018,NA,NA
North Dakota,<18 Years,Diabetes,Epic Cosmos,0.291,80.2307300306845,147992,NA,NA
North Dakota,<18 Years,Obesity,Epic Cosmos,4.5,80.2307300306845,147992,NA,NA
North Dakota,18-24 Years,Diabetes,Epic Cosmos,0.895,68.12764004753556,57901,NA,NA
North Dakota,18-24 Years,Obesity,Epic Cosmos,24.6,68.12764004753556,57901,NA,NA
North Dakota,25-34 Years,Diabetes,Epic Cosmos,1.7,78.99531016654585,90452,NA,NA
North Dakota,25-34 Years,Obesity,Epic Cosmos,41.7,78.99531016654585,90452,NA,NA
North Dakota,35-44 Years,Diabetes,Epic Cosmos,3.8,96.44017382499366,91433,NA,NA
North Dakota,35-44 Years,Obesity,Epic Cosmos,50.2,96.44017382499366,91433,NA,NA
North Dakota,45-54 Years,Diabetes,Epic Cosmos,8.4,87.50278073015795,70802,NA,NA
North Dakota,45-54 Years,Obesity,Epic Cosmos,56.4,87.50278073015795,70802,NA,NA
North Dakota,55-64 Years,Diabetes,Epic Cosmos,12.8,76.94136623583384,73459,NA,NA
North Dakota,55-64 Years,Obesity,Epic Cosmos,55.9,76.94136623583384,73459,NA,NA
North Dakota,65+ Years,Diabetes,Epic Cosmos,17.1,119.71522360784445,141501,NA,NA
North Dakota,65+ Years,Obesity,Epic Cosmos,53,119.71522360784445,141501,NA,NA
North Dakota,Total,Diabetes,Epic Cosmos,6.8,87.09474696900732,673542,NA,NA
North Dakota,Total,Obesity,Epic Cosmos,38.7,87.09474696900732,673542,NA,NA
New Hampshire,<18 Years,Diabetes,Epic Cosmos,0.529,39.53187652284021,103026,NA,NA
New Hampshire,<18 Years,Obesity,Epic Cosmos,4.6,39.53187652284021,103026,NA,NA
New Hampshire,18-24 Years,Diabetes,Epic Cosmos,1.2,38.87082117748338,48765,NA,NA
New Hampshire,18-24 Years,Obesity,Epic Cosmos,19.4,38.87082117748338,48765,NA,NA
New Hampshire,25-34 Years,Diabetes,Epic Cosmos,1.5,38.39204005619058,65865,NA,NA
New Hampshire,25-34 Years,Obesity,Epic Cosmos,34.8,38.39204005619058,65865,NA,NA
New Hampshire,35-44 Years,Diabetes,Epic Cosmos,3,43.85968188750895,70454,NA,NA
New Hampshire,35-44 Years,Obesity,Epic Cosmos,42.4,43.85968188750895,70454,NA,NA
New Hampshire,45-54 Years,Diabetes,Epic Cosmos,6.5,36.851859764565134,68997,NA,NA
New Hampshire,45-54 Years,Obesity,Epic Cosmos,46.6,36.851859764565134,68997,NA,NA
New Hampshire,55-64 Years,Diabetes,Epic Cosmos,9.7,45.002955464839204,97453,NA,NA
New Hampshire,55-64 Years,Obesity,Epic Cosmos,46.1,45.002955464839204,97453,NA,NA
New Hampshire,65+ Years,Diabetes,Epic Cosmos,12.4,77.34272555729683,193462,NA,NA
New Hampshire,65+ Years,Obesity,Epic Cosmos,40.2,77.34272555729683,193462,NA,NA
New Hampshire,Total,Diabetes,Epic Cosmos,6.5,47.22611911745951,648025,NA,NA
New Hampshire,Total,Obesity,Epic Cosmos,34.2,47.22611911745951,648025,NA,NA
Delaware,<18 Years,Diabetes,Epic Cosmos,0.386,70.0387680897686,145432,NA,NA
Delaware,<18 Years,Obesity,Epic Cosmos,6,70.0387680897686,145432,NA,NA
Delaware,18-24 Years,Diabetes,Epic Cosmos,1.2,58.540697604897815,48957,NA,NA
Delaware,18-24 Years,Obesity,Epic Cosmos,26.5,58.540697604897815,48957,NA,NA
Delaware,25-34 Years,Diabetes,Epic Cosmos,1.9,40.38458530787157,51643,NA,NA
Delaware,25-34 Years,Obesity,Epic Cosmos,46.7,40.38458530787157,51643,NA,NA
Delaware,35-44 Years,Diabetes,Epic Cosmos,4.7,46.14201929638171,53420,NA,NA
Delaware,35-44 Years,Obesity,Epic Cosmos,53.1,46.14201929638171,53420,NA,NA
Delaware,45-54 Years,Diabetes,Epic Cosmos,10.7,40.198787478863366,48735,NA,NA
Delaware,45-54 Years,Obesity,Epic Cosmos,56,40.198787478863366,48735,NA,NA
Delaware,55-64 Years,Diabetes,Epic Cosmos,16.6,45.39420337693837,63260,NA,NA
Delaware,55-64 Years,Obesity,Epic Cosmos,54.4,45.39420337693837,63260,NA,NA
Delaware,65+ Years,Diabetes,Epic Cosmos,19.7,70.8952380952381,132131,NA,NA
Delaware,65+ Years,Obesity,Epic Cosmos,47.1,70.8952380952381,132131,NA,NA
Delaware,Total,Diabetes,Epic Cosmos,8.5,55.36107840780859,543586,NA,NA
Delaware,Total,Obesity,Epic Cosmos,36.5,55.36107840780859,543586,NA,NA
South Dakota,<18 Years,Diabetes,Epic Cosmos,0.322,51.47234999862824,112569,NA,NA
South Dakota,<18 Years,Obesity,Epic Cosmos,4.1,51.47234999862824,112569,NA,NA
South Dakota,18-24 Years,Diabetes,Epic Cosmos,0.903,54.93289238642398,45513,NA,NA
South Dakota,18-24 Years,Obesity,Epic Cosmos,22,54.93289238642398,45513,NA,NA
South Dakota,25-34 Years,Diabetes,Epic Cosmos,1.6,56.20747999577003,63782,NA,NA
South Dakota,25-34 Years,Obesity,Epic Cosmos,36.3,56.20747999577003,63782,NA,NA
South Dakota,35-44 Years,Diabetes,Epic Cosmos,3.6,58.88838021918473,63030,NA,NA
South Dakota,35-44 Years,Obesity,Epic Cosmos,42.8,58.88838021918473,63030,NA,NA
South Dakota,45-54 Years,Diabetes,Epic Cosmos,7.8,55.69528013158168,53502,NA,NA
South Dakota,45-54 Years,Obesity,Epic Cosmos,47.6,55.69528013158168,53502,NA,NA
South Dakota,55-64 Years,Diabetes,Epic Cosmos,11.4,49.294147843942504,57615,NA,NA
South Dakota,55-64 Years,Obesity,Epic Cosmos,47.7,49.294147843942504,57615,NA,NA
South Dakota,65+ Years,Diabetes,Epic Cosmos,15.2,77.13034118160017,113215,NA,NA
South Dakota,65+ Years,Obesity,Epic Cosmos,44,77.13034118160017,113215,NA,NA
South Dakota,Total,Diabetes,Epic Cosmos,6.3,57.74956480321167,509227,NA,NA
South Dakota,Total,Obesity,Epic Cosmos,32.9,57.74956480321167,509227,NA,NA
Vermont,<18 Years,Diabetes,Epic Cosmos,0.487,50.79443850987055,60389,NA,NA
Vermont,<18 Years,Obesity,Epic Cosmos,4.5,50.79443850987055,60389,NA,NA
Vermont,18-24 Years,Diabetes,Epic Cosmos,1,45.48876034268141,31062,NA,NA
Vermont,18-24 Years,Obesity,Epic Cosmos,17.7,45.48876034268141,31062,NA,NA
Vermont,25-34 Years,Diabetes,Epic Cosmos,1.3,63.921724709784414,48181,NA,NA
Vermont,25-34 Years,Obesity,Epic Cosmos,29.7,63.921724709784414,48181,NA,NA
Vermont,35-44 Years,Diabetes,Epic Cosmos,2.2,75.371792118543965,56155,NA,NA
Vermont,35-44 Years,Obesity,Epic Cosmos,36,75.371792118543965,56155,NA,NA
Vermont,45-54 Years,Diabetes,Epic Cosmos,4.7,65.12847662550325,52898,NA,NA
Vermont,45-54 Years,Obesity,Epic Cosmos,39.4,65.12847662550325,52898,NA,NA
Vermont,55-64 Years,Diabetes,Epic Cosmos,7.4,67.92287645573744,66722,NA,NA
Vermont,55-64 Years,Obesity,Epic Cosmos,41.2,67.92287645573744,66722,NA,NA
Vermont,65+ Years,Diabetes,Epic Cosmos,10,111.12753833981988,139055,NA,NA
Vermont,65+ Years,Obesity,Epic Cosmos,37.6,111.12753833981988,139055,NA,NA
Vermont,Total,Diabetes,Epic Cosmos,5.2,70.8289889766332,454465,NA,NA
Vermont,Total,Obesity,Epic Cosmos,31.5,70.8289889766332,454465,NA,NA
Montana,<18 Years,Diabetes,Epic Cosmos,0.239,29.105083435345662,67761,NA,NA
Montana,<18 Years,Obesity,Epic Cosmos,3.6,29.105083435345662,67761,NA,NA
Montana,18-24 Years,Diabetes,Epic Cosmos,0.636,36.17592526924753,35706,NA,NA
Montana,18-24 Years,Obesity,Epic Cosmos,16.4,36.17592526924753,35706,NA,NA
Montana,25-34 Years,Diabetes,Epic Cosmos,1.1,39.65283762156839,54757,NA,NA
Montana,25-34 Years,Obesity,Epic Cosmos,27.7,39.65283762156839,54757,NA,NA
Montana,35-44 Years,Diabetes,Epic Cosmos,2.2,38.36767263119067,50968,NA,NA
Montana,35-44 Years,Obesity,Epic Cosmos,33.7,38.36767263119067,50968,NA,NA
Montana,45-54 Years,Diabetes,Epic Cosmos,5.2,35.339280130346765,42945,NA,NA
Montana,45-54 Years,Obesity,Epic Cosmos,38.6,35.339280130346765,42945,NA,NA
Montana,55-64 Years,Diabetes,Epic Cosmos,8.3,29.599350726473734,44859,NA,NA
Montana,55-64 Years,Obesity,Epic Cosmos,39.3,29.599350726473734,44859,NA,NA
Montana,65+ Years,Diabetes,Epic Cosmos,10.8,44.207573078328906,89500,NA,NA
Montana,65+ Years,Obesity,Epic Cosmos,35.1,44.207573078328906,89500,NA,NA
Montana,Total,Diabetes,Epic Cosmos,4.6,35.85425676590802,386501,NA,NA
Montana,Total,Obesity,Epic Cosmos,27.5,35.85425676590802,386501,NA,NA
New Mexico,<18 Years,Diabetes,Epic Cosmos,0.062,6.298652864260311,30569,NA,NA
New Mexico,<18 Years,Obesity,Epic Cosmos,5.2,6.298652864260311,30569,NA,NA
New Mexico,18-24 Years,Diabetes,Epic Cosmos,0.647,10.654454638021084,21032,NA,NA
New Mexico,18-24 Years,Obesity,Epic Cosmos,24.4,10.654454638021084,21032,NA,NA
New Mexico,25-34 Years,Diabetes,Epic Cosmos,1.6,14.95730913887453,41956,NA,NA
New Mexico,25-34 Years,Obesity,Epic Cosmos,38.9,14.95730913887453,41956,NA,NA
New Mexico,35-44 Years,Diabetes,Epic Cosmos,3.5,17.318763592011447,45154,NA,NA
New Mexico,35-44 Years,Obesity,Epic Cosmos,42.1,17.318763592011447,45154,NA,NA
New Mexico,45-54 Years,Diabetes,Epic Cosmos,7.2,17.239534295325118,41564,NA,NA
New Mexico,45-54 Years,Obesity,Epic Cosmos,45.3,17.239534295325118,41564,NA,NA
New Mexico,55-64 Years,Diabetes,Epic Cosmos,10,18.966929065082812,52116,NA,NA
New Mexico,55-64 Years,Obesity,Epic Cosmos,42.7,18.966929065082812,52116,NA,NA
New Mexico,65+ Years,Diabetes,Epic Cosmos,10.5,32.18452079742167,118935,NA,NA
New Mexico,65+ Years,Obesity,Epic Cosmos,33.2,32.18452079742167,118935,NA,NA
New Mexico,Total,Diabetes,Epic Cosmos,6.6,16.655573286001577,351327,NA,NA
New Mexico,Total,Obesity,Epic Cosmos,34.9,16.655573286001577,351327,NA,NA
Wyoming,<18 Years,Diabetes,Epic Cosmos,0.403,28.757241553689756,38669,NA,NA
Wyoming,<18 Years,Obesity,Epic Cosmos,3.7,28.757241553689756,38669,NA,NA
Wyoming,18-24 Years,Diabetes,Epic Cosmos,1,29.99307852034146,15600,NA,NA
Wyoming,18-24 Years,Obesity,Epic Cosmos,21.1,29.99307852034146,15600,NA,NA
Wyoming,25-34 Years,Diabetes,Epic Cosmos,1.6,27.85729375726207,21098,NA,NA
Wyoming,25-34 Years,Obesity,Epic Cosmos,37.3,27.85729375726207,21098,NA,NA
Wyoming,35-44 Years,Diabetes,Epic Cosmos,3.4,29.742548330639018,22262,NA,NA
Wyoming,35-44 Years,Obesity,Epic Cosmos,42.9,29.742548330639018,22262,NA,NA
Wyoming,45-54 Years,Diabetes,Epic Cosmos,7.5,32.31009843908124,21072,NA,NA
Wyoming,45-54 Years,Obesity,Epic Cosmos,47.6,32.31009843908124,21072,NA,NA
Wyoming,55-64 Years,Diabetes,Epic Cosmos,11,31.82127758002544,24763,NA,NA
Wyoming,55-64 Years,Obesity,Epic Cosmos,46.9,31.82127758002544,24763,NA,NA
Wyoming,65+ Years,Diabetes,Epic Cosmos,14.1,58.92997721151853,56891,NA,NA
Wyoming,65+ Years,Obesity,Epic Cosmos,41.4,58.92997721151853,56891,NA,NA
Wyoming,Total,Diabetes,Epic Cosmos,6.9,34.74518808062555,200355,NA,NA
Wyoming,Total,Obesity,Epic Cosmos,33.6,34.74518808062555,200355,NA,NA
Rhode Island,<18 Years,Diabetes,Epic Cosmos,0.146,15.154963486831278,32229,NA,NA
Rhode Island,<18 Years,Obesity,Epic Cosmos,6.6,15.154963486831278,32229,NA,NA
Rhode Island,18-24 Years,Diabetes,Epic Cosmos,0.66,14.793513858934421,16668,NA,NA
Rhode Island,18-24 Years,Obesity,Epic Cosmos,20.1,14.793513858934421,16668,NA,NA
Rhode Island,25-34 Years,Diabetes,Epic Cosmos,1.5,18.596331124601566,28121,NA,NA
Rhode Island,25-34 Years,Obesity,Epic Cosmos,32.5,18.596331124601566,28121,NA,NA
Rhode Island,35-44 Years,Diabetes,Epic Cosmos,3.7,18.838453308879718,24652,NA,NA
Rhode Island,35-44 Years,Obesity,Epic Cosmos,40.8,18.838453308879718,24652,NA,NA
Rhode Island,45-54 Years,Diabetes,Epic Cosmos,8.2,14.653466750820856,20663,NA,NA
Rhode Island,45-54 Years,Obesity,Epic Cosmos,44.7,14.653466750820856,20663,NA,NA
Rhode Island,55-64 Years,Diabetes,Epic Cosmos,11.9,16.888472957273784,26167,NA,NA
Rhode Island,55-64 Years,Obesity,Epic Cosmos,43.9,16.888472957273784,26167,NA,NA
Rhode Island,65+ Years,Diabetes,Epic Cosmos,13.4,26.039578759823108,49107,NA,NA
Rhode Island,65+ Years,Obesity,Epic Cosmos,39.6,26.039578759823108,49107,NA,NA
Rhode Island,Total,Diabetes,Epic Cosmos,6.5,18.09681587693198,197608,NA,NA
Rhode Island,Total,Obesity,Epic Cosmos,32.8,18.09681587693198,197608,NA,NA
Alaska,18-24 Years,Diabetes,Epic Cosmos,0.714,2.8488414324108375,1961,NA,NA
Alaska,18-24 Years,Obesity,Epic Cosmos,15.8,2.8488414324108375,1961,NA,NA
Alaska,25-34 Years,Diabetes,Epic Cosmos,1,2.0347564900236,2371,NA,NA
Alaska,25-34 Years,Obesity,Epic Cosmos,29.3,2.0347564900236,2371,NA,NA
Alaska,35-44 Years,Diabetes,Epic Cosmos,2.7,2.2376479351154512,2163,NA,NA
Alaska,35-44 Years,Obesity,Epic Cosmos,37.8,2.2376479351154512,2163,NA,NA
Alaska,45-54 Years,Diabetes,Epic Cosmos,6.3,2.0691070349639187,1815,NA,NA
Alaska,45-54 Years,Obesity,Epic Cosmos,40.4,2.0691070349639187,1815,NA,NA
Alaska,55-64 Years,Diabetes,Epic Cosmos,9,2.491263426451986,2324,NA,NA
Alaska,55-64 Years,Obesity,Epic Cosmos,36.9,2.491263426451986,2324,NA,NA
Alaska,65+ Years,Diabetes,Epic Cosmos,10.2,5.928726659866058,5347,NA,NA
Alaska,65+ Years,Obesity,Epic Cosmos,32.8,5.928726659866058,5347,NA,NA
Alaska,Total,Diabetes,Epic Cosmos,5.2,2.546229300592023,18739,NA,NA
Alaska,Total,Obesity,Epic Cosmos,28.1,2.546229300592023,18739,NA,NA
United States,<18 Years,Diabetes,Epic Cosmos,0.299,36.16153767659932,26844183,NA,NA
United States,<18 Years,Obesity,Epic Cosmos,5.5,36.16153767659932,26844183,NA,NA
United States,18-24 Years,Diabetes,Epic Cosmos,0.918,39.779454155660375,12068724,NA,NA
United States,18-24 Years,Obesity,Epic Cosmos,24.2,39.779454155660375,12068724,NA,NA
United States,25-34 Years,Diabetes,Epic Cosmos,1.6,41.20783470502001,18692262,NA,NA
United States,25-34 Years,Obesity,Epic Cosmos,38.5,41.20783470502001,18692262,NA,NA
United States,35-44 Years,Diabetes,Epic Cosmos,3.7,45.11727248293861,19148620,NA,NA
United States,35-44 Years,Obesity,Epic Cosmos,44.7,45.11727248293861,19148620,NA,NA
United States,45-54 Years,Diabetes,Epic Cosmos,8.2,42.778528198556,17809325,NA,NA
United States,45-54 Years,Obesity,Epic Cosmos,48.2,42.778528198556,17809325,NA,NA
United States,55-64 Years,Diabetes,Epic Cosmos,12.5,46.22764267163783,19799028,NA,NA
United States,55-64 Years,Obesity,Epic Cosmos,48.2,46.22764267163783,19799028,NA,NA
United States,65+ Years,Diabetes,Epic Cosmos,15.4,69.62128016156821,36821735,NA,NA
United States,65+ Years,Obesity,Epic Cosmos,42.4,69.62128016156821,36821735,NA,NA
United States,Total,Diabetes,Epic Cosmos,7.1,45.85174446981852,151184885,NA,NA
United States,Total,Obesity,Epic Cosmos,35.7,45.85174446981852,151184885,NA,NA
Alabama,18-24 Years,Diabetes,CDC BRFSS,NA,NA,4,NA,NA
Alabama,18-24 Years,Obesity,CDC BRFSS,26.1,NA,53,19.2,33.1
Alaska,18-24 Years,Diabetes,CDC BRFSS,NA,NA,2,NA,NA
Alaska,18-24 Years,Obesity,CDC BRFSS,22.8,NA,72,17.2,28.5
Arizona,18-24 Years,Diabetes,CDC BRFSS,NA,NA,4,NA,NA
Arizona,18-24 Years,Obesity,CDC BRFSS,20.8,NA,112,16.6,25
Arkansas,18-24 Years,Diabetes,CDC BRFSS,NA,NA,6,NA,NA
Arkansas,18-24 Years,Obesity,CDC BRFSS,29.2,NA,55,22,36.4
California,18-24 Years,Diabetes,CDC BRFSS,NA,NA,8,NA,NA
California,18-24 Years,Obesity,CDC BRFSS,14.9,NA,128,12,17.8
Colorado,18-24 Years,Diabetes,CDC BRFSS,NA,NA,10,NA,NA
Colorado,18-24 Years,Obesity,CDC BRFSS,13,NA,76,9.8,16.1
Connecticut,18-24 Years,Diabetes,CDC BRFSS,NA,NA,8,NA,NA
Connecticut,18-24 Years,Obesity,CDC BRFSS,14.1,NA,67,9.7,18.4
Delaware,18-24 Years,Diabetes,CDC BRFSS,NA,NA,2,NA,NA
Delaware,18-24 Years,Obesity,CDC BRFSS,20.1,NA,38,12.3,27.9
Florida,18-24 Years,Diabetes,CDC BRFSS,NA,NA,3,NA,NA
Florida,18-24 Years,Obesity,CDC BRFSS,19.9,NA,132,14.8,24.9
Georgia,18-24 Years,Diabetes,CDC BRFSS,NA,NA,7,NA,NA
Georgia,18-24 Years,Obesity,CDC BRFSS,19.6,NA,87,15,24.2
Hawaii,18-24 Years,Diabetes,CDC BRFSS,NA,NA,4,NA,NA
Hawaii,18-24 Years,Obesity,CDC BRFSS,21.3,NA,96,16.1,26.5
Idaho,18-24 Years,Diabetes,CDC BRFSS,2.2,NA,16,0.9,3.6
Idaho,18-24 Years,Obesity,CDC BRFSS,20.1,NA,134,16,24.2
Illinois,18-24 Years,Diabetes,CDC BRFSS,NA,NA,3,NA,NA
Illinois,18-24 Years,Obesity,CDC BRFSS,17.7,NA,72,12.7,22.7
Indiana,18-24 Years,Diabetes,CDC BRFSS,NA,NA,5,NA,NA
Indiana,18-24 Years,Obesity,CDC BRFSS,25.5,NA,145,21.4,29.6
Iowa,18-24 Years,Diabetes,CDC BRFSS,NA,NA,8,NA,NA
Iowa,18-24 Years,Obesity,CDC BRFSS,26.4,NA,188,22.4,30.4
Kansas,18-24 Years,Diabetes,CDC BRFSS,NA,NA,6,NA,NA
Kansas,18-24 Years,Obesity,CDC BRFSS,22.5,NA,155,18.7,26.4
Louisiana,18-24 Years,Diabetes,CDC BRFSS,NA,NA,10,NA,NA
Louisiana,18-24 Years,Obesity,CDC BRFSS,26.6,NA,84,20.8,32.4
Maine,18-24 Years,Diabetes,CDC BRFSS,NA,NA,3,NA,NA
Maine,18-24 Years,Obesity,CDC BRFSS,22.2,NA,108,17.4,26.9
Maryland,18-24 Years,Diabetes,CDC BRFSS,NA,NA,7,NA,NA
Maryland,18-24 Years,Obesity,CDC BRFSS,22,NA,144,17.4,26.5
Massachusetts,18-24 Years,Diabetes,CDC BRFSS,NA,NA,12,NA,NA
Massachusetts,18-24 Years,Obesity,CDC BRFSS,16.5,NA,116,12.4,20.6
Michigan,18-24 Years,Diabetes,CDC BRFSS,NA,NA,6,NA,NA
Michigan,18-24 Years,Obesity,CDC BRFSS,19.8,NA,108,15.7,24
Minnesota,18-24 Years,Diabetes,CDC BRFSS,NA,NA,14,NA,NA
Minnesota,18-24 Years,Obesity,CDC BRFSS,20,NA,183,16.5,23.4
Mississippi,18-24 Years,Diabetes,CDC BRFSS,NA,NA,3,NA,NA
Mississippi,18-24 Years,Obesity,CDC BRFSS,26.2,NA,94,19.9,32.4
Missouri,18-24 Years,Diabetes,CDC BRFSS,NA,NA,1,NA,NA
Missouri,18-24 Years,Obesity,CDC BRFSS,19.8,NA,106,15.2,24.3
Montana,18-24 Years,Diabetes,CDC BRFSS,NA,NA,7,NA,NA
Montana,18-24 Years,Obesity,CDC BRFSS,21.3,NA,78,16.5,26.1
Nebraska,18-24 Years,Diabetes,CDC BRFSS,NA,NA,11,NA,NA
Nebraska,18-24 Years,Obesity,CDC BRFSS,19.1,NA,171,16,22.3
Nevada,18-24 Years,Diabetes,CDC BRFSS,NA,NA,2,NA,NA
Nevada,18-24 Years,Obesity,CDC BRFSS,18.8,NA,37,11.6,26
New Hampshire,18-24 Years,Diabetes,CDC BRFSS,NA,NA,2,NA,NA
New Hampshire,18-24 Years,Obesity,CDC BRFSS,18.2,NA,28,11.3,25
New Jersey,18-24 Years,Diabetes,CDC BRFSS,NA,NA,6,NA,NA
New Jersey,18-24 Years,Obesity,CDC BRFSS,14.3,NA,77,10.3,18.3
New Mexico,18-24 Years,Diabetes,CDC BRFSS,NA,NA,1,NA,NA
New Mexico,18-24 Years,Obesity,CDC BRFSS,25.8,NA,48,17.7,34
New York,18-24 Years,Diabetes,CDC BRFSS,NA,NA,17,NA,NA
New York,18-24 Years,Obesity,CDC BRFSS,15.8,NA,179,13,18.7
North Carolina,18-24 Years,Diabetes,CDC BRFSS,NA,NA,1,NA,NA
North Carolina,18-24 Years,Obesity,CDC BRFSS,14.6,NA,40,9.3,20
North Dakota,18-24 Years,Diabetes,CDC BRFSS,NA,NA,3,NA,NA
North Dakota,18-24 Years,Obesity,CDC BRFSS,21.8,NA,63,16.6,27
Ohio,18-24 Years,Diabetes,CDC BRFSS,NA,NA,7,NA,NA
Ohio,18-24 Years,Obesity,CDC BRFSS,20.6,NA,130,16.6,24.6
Oklahoma,18-24 Years,Diabetes,CDC BRFSS,NA,NA,1,NA,NA
Oklahoma,18-24 Years,Obesity,CDC BRFSS,26.8,NA,99,21.8,31.8
Oregon,18-24 Years,Diabetes,CDC BRFSS,NA,NA,5,NA,NA
Oregon,18-24 Years,Obesity,CDC BRFSS,21.3,NA,82,16.4,26.3
Rhode Island,18-24 Years,Diabetes,CDC BRFSS,NA,NA,4,NA,NA
Rhode Island,18-24 Years,Obesity,CDC BRFSS,19.3,NA,56,13.1,25.5
South Carolina,18-24 Years,Diabetes,CDC BRFSS,NA,NA,5,NA,NA
South Carolina,18-24 Years,Obesity,CDC BRFSS,26,NA,91,20.5,31.4
South Dakota,18-24 Years,Diabetes,CDC BRFSS,NA,NA,3,NA,NA
South Dakota,18-24 Years,Obesity,CDC BRFSS,23.1,NA,75,15,31.3
