"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Benton County, WA","53005","Under 15 years","15",Suppressed
,"Benton County, WA","53005","15-19 years","15-19",90
,"Benton County, WA","53005","20-24 years","20-24",526
,"Benton County, WA","53005","25-29 years","25-29",871
,"Benton County, WA","53005","30-34 years","30-34",710
,"Benton County, WA","53005","35-39 years","35-39",339
,"Benton County, WA","53005","40-44 years","40-44",76
,"Benton County, WA","53005","45-49 years","45-49",Suppressed
,"Benton County, WA","53005","50 years and over","50+",0
,"Clark County, WA","53011","Under 15 years","15",Suppressed
,"Clark County, WA","53011","15-19 years","15-19",145
,"Clark County, WA","53011","20-24 years","20-24",968
,"Clark County, WA","53011","25-29 years","25-29",1607
,"Clark County, WA","53011","30-34 years","30-34",1771
,"Clark County, WA","53011","35-39 years","35-39",936
,"Clark County, WA","53011","40-44 years","40-44",224
,"Clark County, WA","53011","45-49 years","45-49",16
,"Clark County, WA","53011","50 years and over","50+",0
,"Cowlitz County, WA","53015","Under 15 years","15",Suppressed
,"Cowlitz County, WA","53015","15-19 years","15-19",52
,"Cowlitz County, WA","53015","20-24 years","20-24",249
,"Cowlitz County, WA","53015","25-29 years","25-29",406
,"Cowlitz County, WA","53015","30-34 years","30-34",334
,"Cowlitz County, WA","53015","35-39 years","35-39",163
,"Cowlitz County, WA","53015","40-44 years","40-44",32
,"Cowlitz County, WA","53015","45-49 years","45-49",Suppressed
,"Cowlitz County, WA","53015","50 years and over","50+",Suppressed
,"King County, WA","53033","Under 15 years","15",Suppressed
,"King County, WA","53033","15-19 years","15-19",335
,"King County, WA","53033","20-24 years","20-24",1842
,"King County, WA","53033","25-29 years","25-29",4285
,"King County, WA","53033","30-34 years","30-34",8730
,"King County, WA","53033","35-39 years","35-39",6214
,"King County, WA","53033","40-44 years","40-44",1421
,"King County, WA","53033","45-49 years","45-49",104
,"King County, WA","53033","50 years and over","50+",12
,"Kitsap County, WA","53035","Under 15 years","15",Suppressed
,"Kitsap County, WA","53035","15-19 years","15-19",66
,"Kitsap County, WA","53035","20-24 years","20-24",480
,"Kitsap County, WA","53035","25-29 years","25-29",744
,"Kitsap County, WA","53035","30-34 years","30-34",874
,"Kitsap County, WA","53035","35-39 years","35-39",505
,"Kitsap County, WA","53035","40-44 years","40-44",101
,"Kitsap County, WA","53035","45-49 years","45-49",10
,"Kitsap County, WA","53035","50 years and over","50+",Suppressed
,"Pierce County, WA","53053","Under 15 years","15",0
,"Pierce County, WA","53053","15-19 years","15-19",268
,"Pierce County, WA","53053","20-24 years","20-24",1736
,"Pierce County, WA","53053","25-29 years","25-29",2961
,"Pierce County, WA","53053","30-34 years","30-34",3302
,"Pierce County, WA","53053","35-39 years","35-39",1839
,"Pierce County, WA","53053","40-44 years","40-44",382
,"Pierce County, WA","53053","45-49 years","45-49",30
,"Pierce County, WA","53053","50 years and over","50+",0
,"Skagit County, WA","53057","Under 15 years","15",Suppressed
,"Skagit County, WA","53057","15-19 years","15-19",54
,"Skagit County, WA","53057","20-24 years","20-24",216
,"Skagit County, WA","53057","25-29 years","25-29",395
,"Skagit County, WA","53057","30-34 years","30-34",388
,"Skagit County, WA","53057","35-39 years","35-39",216
,"Skagit County, WA","53057","40-44 years","40-44",59
,"Skagit County, WA","53057","45-49 years","45-49",0
,"Skagit County, WA","53057","50 years and over","50+",Suppressed
,"Snohomish County, WA","53061","Under 15 years","15",Suppressed
,"Snohomish County, WA","53061","15-19 years","15-19",169
,"Snohomish County, WA","53061","20-24 years","20-24",1044
,"Snohomish County, WA","53061","25-29 years","25-29",2350
,"Snohomish County, WA","53061","30-34 years","30-34",3638
,"Snohomish County, WA","53061","35-39 years","35-39",2133
