"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Allen County, IN","18003","Female","F",2593
,"Allen County, IN","18003","Male","M",2683
,"Clark County, IN","18019","Female","F",763
,"Clark County, IN","18019","Male","M",772
,"Delaware County, IN","18035","Female","F",504
,"Delaware County, IN","18035","Male","M",563
,"Elkhart County, IN","18039","Female","F",1384
,"Elkhart County, IN","18039","Male","M",1417
,"Hamilton County, IN","18057","Female","F",1953
,"Hamilton County, IN","18057","Male","M",2107
,"Hendricks County, IN","18063","Female","F",945
,"Hendricks County, IN","18063","Male","M",971
,"Johnson County, IN","18081","Female","F",989
,"Johnson County, IN","18081","Male","M",1020
,"Lake County, IN","18089","Female","F",2361
,"Lake County, IN","18089","Male","M",2591
,"La Porte County, IN","18091","Female","F",520
,"La Porte County, IN","18091","Male","M",548
,"Madison County, IN","18095","Female","F",743
,"Madison County, IN","18095","Male","M",712
,"Marion County, IN","18097","Female","F",7095
,"Marion County, IN","18097","Male","M",7512
,"Monroe County, IN","18105","Female","F",529
,"Monroe County, IN","18105","Male","M",481
,"Porter County, IN","18127","Female","F",809
,"Porter County, IN","18127","Male","M",791
,"St. Joseph County, IN","18141","Female","F",1461
,"St. Joseph County, IN","18141","Male","M",1641
,"Tippecanoe County, IN","18157","Female","F",883
,"Tippecanoe County, IN","18157","Male","M",935
,"Vanderburgh County, IN","18163","Female","F",1082
,"Vanderburgh County, IN","18163","Male","M",1066
,"Vigo County, IN","18167","Female","F",536
,"Vigo County, IN","18167","Male","M",557
,"Unidentified Counties, IN","18999","Female","F",14044
,"Unidentified Counties, IN","18999","Male","M",14696
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Indiana (18)"
"Year: 2024"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 19, 2026 2:57:59 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 19, 2026 2:57:59 AM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
