"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Allen County, IN","18003","Under 15 years","15",Suppressed
,"Allen County, IN","18003","15-19 years","15-19",220
,"Allen County, IN","18003","20-24 years","20-24",1031
,"Allen County, IN","18003","25-29 years","25-29",1720
,"Allen County, IN","18003","30-34 years","30-34",1516
,"Allen County, IN","18003","35-39 years","35-39",625
,"Allen County, IN","18003","40-44 years","40-44",151
,"Allen County, IN","18003","45-49 years","45-49",Suppressed
,"Allen County, IN","18003","50 years and over","50+",Suppressed
,"Clark County, IN","18019","Under 15 years","15",0
,"Clark County, IN","18019","15-19 years","15-19",52
,"Clark County, IN","18019","20-24 years","20-24",319
,"Clark County, IN","18019","25-29 years","25-29",500
,"Clark County, IN","18019","30-34 years","30-34",446
,"Clark County, IN","18019","35-39 years","35-39",182
,"Clark County, IN","18019","40-44 years","40-44",31
,"Clark County, IN","18019","45-49 years","45-49",Suppressed
,"Clark County, IN","18019","50 years and over","50+",0
,"Delaware County, IN","18035","Under 15 years","15",Suppressed
,"Delaware County, IN","18035","15-19 years","15-19",56
,"Delaware County, IN","18035","20-24 years","20-24",274
,"Delaware County, IN","18035","25-29 years","25-29",358
,"Delaware County, IN","18035","30-34 years","30-34",257
,"Delaware County, IN","18035","35-39 years","35-39",102
,"Delaware County, IN","18035","40-44 years","40-44",17
,"Delaware County, IN","18035","45-49 years","45-49",Suppressed
,"Delaware County, IN","18035","50 years and over","50+",0
,"Elkhart County, IN","18039","Under 15 years","15",Suppressed
,"Elkhart County, IN","18039","15-19 years","15-19",131
,"Elkhart County, IN","18039","20-24 years","20-24",711
,"Elkhart County, IN","18039","25-29 years","25-29",902
,"Elkhart County, IN","18039","30-34 years","30-34",679
,"Elkhart County, IN","18039","35-39 years","35-39",325
,"Elkhart County, IN","18039","40-44 years","40-44",48
,"Elkhart County, IN","18039","45-49 years","45-49",Suppressed
,"Elkhart County, IN","18039","50 years and over","50+",Suppressed
,"Hamilton County, IN","18057","Under 15 years","15",0
,"Hamilton County, IN","18057","15-19 years","15-19",34
,"Hamilton County, IN","18057","20-24 years","20-24",269
,"Hamilton County, IN","18057","25-29 years","25-29",1080
,"Hamilton County, IN","18057","30-34 years","30-34",1659
,"Hamilton County, IN","18057","35-39 years","35-39",844
,"Hamilton County, IN","18057","40-44 years","40-44",159
,"Hamilton County, IN","18057","45-49 years","45-49",14
,"Hamilton County, IN","18057","50 years and over","50+",Suppressed
,"Hendricks County, IN","18063","Under 15 years","15",0
,"Hendricks County, IN","18063","15-19 years","15-19",39
,"Hendricks County, IN","18063","20-24 years","20-24",245
,"Hendricks County, IN","18063","25-29 years","25-29",574
,"Hendricks County, IN","18063","30-34 years","30-34",665
,"Hendricks County, IN","18063","35-39 years","35-39",313
,"Hendricks County, IN","18063","40-44 years","40-44",75
,"Hendricks County, IN","18063","45-49 years","45-49",Suppressed
,"Hendricks County, IN","18063","50 years and over","50+",Suppressed
,"Johnson County, IN","18081","Under 15 years","15",0
,"Johnson County, IN","18081","15-19 years","15-19",69
,"Johnson County, IN","18081","20-24 years","20-24",302
,"Johnson County, IN","18081","25-29 years","25-29",693
,"Johnson County, IN","18081","30-34 years","30-34",646
,"Johnson County, IN","18081","35-39 years","35-39",248
,"Johnson County, IN","18081","40-44 years","40-44",46
,"Johnson County, IN","18081","45-49 years","45-49",Suppressed
,"Johnson County, IN","18081","50 years and over","50+",0
,"Lake County, IN","18089","Under 15 years","15",Suppressed
,"Lake County, IN","18089","15-19 years","15-19",184
,"Lake County, IN","18089","20-24 years","20-24",856
,"Lake County, IN","18089","25-29 years","25-29",1473
,"Lake County, IN","18089","30-34 years","30-34",1509
,"Lake County, IN","18089","35-39 years","35-39",759
,"Lake County, IN","18089","40-44 years","40-44",162
,"Lake County, IN","18089","45-49 years","45-49",Suppressed
,"Lake County, IN","18089","50 years and over","50+",0
,"La Porte County, IN","18091","Under 15 years","15",Suppressed
,"La Porte County, IN","18091","15-19 years","15-19",47
,"La Porte County, IN","18091","20-24 years","20-24",244
,"La Porte County, IN","18091","25-29 years","25-29",344
,"La Porte County, IN","18091","30-34 years","30-34",269
,"La Porte County, IN","18091","35-39 years","35-39",139
,"La Porte County, IN","18091","40-44 years","40-44",23
,"La Porte County, IN","18091","45-49 years","45-49",Suppressed
,"La Porte County, IN","18091","50 years and over","50+",0
,"Madison County, IN","18095","Under 15 years","15",0
,"Madison County, IN","18095","15-19 years","15-19",69
,"Madison County, IN","18095","20-24 years","20-24",367
,"Madison County, IN","18095","25-29 years","25-29",463
,"Madison County, IN","18095","30-34 years","30-34",392
,"Madison County, IN","18095","35-39 years","35-39",137
,"Madison County, IN","18095","40-44 years","40-44",26
,"Madison County, IN","18095","45-49 years","45-49",Suppressed
,"Madison County, IN","18095","50 years and over","50+",0
,"Marion County, IN","18097","Under 15 years","15",11
,"Marion County, IN","18097","15-19 years","15-19",730
,"Marion County, IN","18097","20-24 years","20-24",2905
,"Marion County, IN","18097","25-29 years","25-29",4186
,"Marion County, IN","18097","30-34 years","30-34",4078
,"Marion County, IN","18097","35-39 years","35-39",2128
,"Marion County, IN","18097","40-44 years","40-44",536
,"Marion County, IN","18097","45-49 years","45-49",32
,"Marion County, IN","18097","50 years and over","50+",Suppressed
,"Monroe County, IN","18105","Under 15 years","15",0
,"Monroe County, IN","18105","15-19 years","15-19",34
,"Monroe County, IN","18105","20-24 years","20-24",168
,"Monroe County, IN","18105","25-29 years","25-29",291
,"Monroe County, IN","18105","30-34 years","30-34",310
,"Monroe County, IN","18105","35-39 years","35-39",169
,"Monroe County, IN","18105","40-44 years","40-44",35
,"Monroe County, IN","18105","45-49 years","45-49",Suppressed
,"Monroe County, IN","18105","50 years and over","50+",0
,"Porter County, IN","18127","Under 15 years","15",0
,"Porter County, IN","18127","15-19 years","15-19",43
,"Porter County, IN","18127","20-24 years","20-24",262
,"Porter County, IN","18127","25-29 years","25-29",511
,"Porter County, IN","18127","30-34 years","30-34",486
,"Porter County, IN","18127","35-39 years","35-39",232
,"Porter County, IN","18127","40-44 years","40-44",60
