"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Alameda County, CA","06001","Hispanic or Latino","2135-2",4736
,"Alameda County, CA","06001","Not Hispanic or Latino","2186-5",10797
,"Alameda County, CA","06001","Unknown or Not Stated","9",490
,"Butte County, CA","06007","Hispanic or Latino","2135-2",537
,"Butte County, CA","06007","Not Hispanic or Latino","2186-5",1430
,"Butte County, CA","06007","Unknown or Not Stated","9",19
,"Contra Costa County, CA","06013","Hispanic or Latino","2135-2",3920
,"Contra Costa County, CA","06013","Not Hispanic or Latino","2186-5",6730
,"Contra Costa County, CA","06013","Unknown or Not Stated","9",238
,"El Dorado County, CA","06017","Hispanic or Latino","2135-2",333
,"El Dorado County, CA","06017","Not Hispanic or Latino","2186-5",1138
,"El Dorado County, CA","06017","Unknown or Not Stated","9",53
,"Fresno County, CA","06019","Hispanic or Latino","2135-2",7997
,"Fresno County, CA","06019","Not Hispanic or Latino","2186-5",4998
,"Fresno County, CA","06019","Unknown or Not Stated","9",242
,"Humboldt County, CA","06023","Hispanic or Latino","2135-2",213
,"Humboldt County, CA","06023","Not Hispanic or Latino","2186-5",828
,"Humboldt County, CA","06023","Unknown or Not Stated","9",21
,"Imperial County, CA","06025","Hispanic or Latino","2135-2",1965
,"Imperial County, CA","06025","Not Hispanic or Latino","2186-5",163
,"Imperial County, CA","06025","Unknown or Not Stated","9",61
,"Kern County, CA","06029","Hispanic or Latino","2135-2",6075
,"Kern County, CA","06029","Not Hispanic or Latino","2186-5",5516
,"Kern County, CA","06029","Unknown or Not Stated","9",172
,"Kings County, CA","06031","Hispanic or Latino","2135-2",1451
,"Kings County, CA","06031","Not Hispanic or Latino","2186-5",715
,"Kings County, CA","06031","Unknown or Not Stated","9",11
,"Los Angeles County, CA","06037","Hispanic or Latino","2135-2",49987
,"Los Angeles County, CA","06037","Not Hispanic or Latino","2186-5",38206
,"Los Angeles County, CA","06037","Unknown or Not Stated","9",2314
,"Madera County, CA","06039","Hispanic or Latino","2135-2",1521
,"Madera County, CA","06039","Not Hispanic or Latino","2186-5",590
,"Madera County, CA","06039","Unknown or Not Stated","9",24
,"Marin County, CA","06041","Hispanic or Latino","2135-2",687
,"Marin County, CA","06041","Not Hispanic or Latino","2186-5",1214
,"Marin County, CA","06041","Unknown or Not Stated","9",140
,"Merced County, CA","06047","Hispanic or Latino","2135-2",2654
,"Merced County, CA","06047","Not Hispanic or Latino","2186-5",1046
,"Merced County, CA","06047","Unknown or Not Stated","9",56
,"Monterey County, CA","06053","Hispanic or Latino","2135-2",3972
,"Monterey County, CA","06053","Not Hispanic or Latino","2186-5",1082
,"Monterey County, CA","06053","Unknown or Not Stated","9",117
,"Napa County, CA","06055","Hispanic or Latino","2135-2",585
,"Napa County, CA","06055","Not Hispanic or Latino","2186-5",504
,"Napa County, CA","06055","Unknown or Not Stated","9",15
,"Orange County, CA","06059","Hispanic or Latino","2135-2",12631
,"Orange County, CA","06059","Not Hispanic or Latino","2186-5",16754
,"Orange County, CA","06059","Unknown or Not Stated","9",1541
,"Placer County, CA","06061","Hispanic or Latino","2135-2",799
,"Placer County, CA","06061","Not Hispanic or Latino","2186-5",3000
,"Placer County, CA","06061","Unknown or Not Stated","9",153
,"Riverside County, CA","06065","Hispanic or Latino","2135-2",17094
,"Riverside County, CA","06065","Not Hispanic or Latino","2186-5",9190
,"Riverside County, CA","06065","Unknown or Not Stated","9",698
,"Sacramento County, CA","06067","Hispanic or Latino","2135-2",5079
,"Sacramento County, CA","06067","Not Hispanic or Latino","2186-5",11832
,"Sacramento County, CA","06067","Unknown or Not Stated","9",528
,"San Bernardino County, CA","06071","Hispanic or Latino","2135-2",16197
,"San Bernardino County, CA","06071","Not Hispanic or Latino","2186-5",8677
,"San Bernardino County, CA","06071","Unknown or Not Stated","9",410
,"San Diego County, CA","06073","Hispanic or Latino","2135-2",14912
,"San Diego County, CA","06073","Not Hispanic or Latino","2186-5",17466
,"San Diego County, CA","06073","Unknown or Not Stated","9",3553
,"San Francisco County, CA","06075","Hispanic or Latino","2135-2",1657
,"San Francisco County, CA","06075","Not Hispanic or Latino","2186-5",4831
,"San Francisco County, CA","06075","Unknown or Not Stated","9",442
,"San Joaquin County, CA","06077","Hispanic or Latino","2135-2",4811
,"San Joaquin County, CA","06077","Not Hispanic or Latino","2186-5",4440
,"San Joaquin County, CA","06077","Unknown or Not Stated","9",424
,"San Luis Obispo County, CA","06079","Hispanic or Latino","2135-2",970
,"San Luis Obispo County, CA","06079","Not Hispanic or Latino","2186-5",1259
,"San Luis Obispo County, CA","06079","Unknown or Not Stated","9",139
,"San Mateo County, CA","06081","Hispanic or Latino","2135-2",2238
,"San Mateo County, CA","06081","Not Hispanic or Latino","2186-5",4663
,"San Mateo County, CA","06081","Unknown or Not Stated","9",387
,"Santa Barbara County, CA","06083","Hispanic or Latino","2135-2",3864
,"Santa Barbara County, CA","06083","Not Hispanic or Latino","2186-5",1465
,"Santa Barbara County, CA","06083","Unknown or Not Stated","9",54
,"Santa Clara County, CA","06085","Hispanic or Latino","2135-2",6190
,"Santa Clara County, CA","06085","Not Hispanic or Latino","2186-5",11861
,"Santa Clara County, CA","06085","Unknown or Not Stated","9",678
,"Santa Cruz County, CA","06087","Hispanic or Latino","2135-2",1063
,"Santa Cruz County, CA","06087","Not Hispanic or Latino","2186-5",957
,"Santa Cruz County, CA","06087","Unknown or Not Stated","9",54
,"Shasta County, CA","06089","Hispanic or Latino","2135-2",282
,"Shasta County, CA","06089","Not Hispanic or Latino","2186-5",1404
,"Shasta County, CA","06089","Unknown or Not Stated","9",39
,"Solano County, CA","06095","Hispanic or Latino","2135-2",1947
,"Solano County, CA","06095","Not Hispanic or Latino","2186-5",2540
,"Solano County, CA","06095","Unknown or Not Stated","9",125
,"Sonoma County, CA","06097","Hispanic or Latino","2135-2",1935
,"Sonoma County, CA","06097","Not Hispanic or Latino","2186-5",2346
,"Sonoma County, CA","06097","Unknown or Not Stated","9",83
,"Stanislaus County, CA","06099","Hispanic or Latino","2135-2",3989
,"Stanislaus County, CA","06099","Not Hispanic or Latino","2186-5",2369
,"Stanislaus County, CA","06099","Unknown or Not Stated","9",361
,"Tulare County, CA","06107","Hispanic or Latino","2135-2",4897
,"Tulare County, CA","06107","Not Hispanic or Latino","2186-5",1601
,"Tulare County, CA","06107","Unknown or Not Stated","9",64
,"Ventura County, CA","06111","Hispanic or Latino","2135-2",4861
,"Ventura County, CA","06111","Not Hispanic or Latino","2186-5",3192
,"Ventura County, CA","06111","Unknown or Not Stated","9",366
,"Yolo County, CA","06113","Hispanic or Latino","2135-2",750
,"Yolo County, CA","06113","Not Hispanic or Latino","2186-5",977
,"Yolo County, CA","06113","Unknown or Not Stated","9",84
,"Unidentified Counties, CA","06999","Hispanic or Latino","2135-2",3513
,"Unidentified Counties, CA","06999","Not Hispanic or Latino","2186-5",5634
,"Unidentified Counties, CA","06999","Unknown or Not Stated","9",192
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: California (06)"
"Year: 2024"
"Group By: County of Residence; Mother's Hispanic Origin"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 19, 2026 4:29:05 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 19, 2026 4:29:05 AM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
