"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Martin County, FL","12085","Unknown or Not Stated","9",Suppressed
,"Miami-Dade County, FL","12086","Hispanic or Latino","2135-2",19107
,"Miami-Dade County, FL","12086","Not Hispanic or Latino","2186-5",8840
,"Miami-Dade County, FL","12086","Unknown or Not Stated","9",203
,"Okaloosa County, FL","12091","Hispanic or Latino","2135-2",519
,"Okaloosa County, FL","12091","Not Hispanic or Latino","2186-5",2134
,"Okaloosa County, FL","12091","Unknown or Not Stated","9",Suppressed
,"Orange County, FL","12095","Hispanic or Latino","2135-2",6511
,"Orange County, FL","12095","Not Hispanic or Latino","2186-5",9845
,"Orange County, FL","12095","Unknown or Not Stated","9",76
,"Osceola County, FL","12097","Hispanic or Latino","2135-2",3198
,"Osceola County, FL","12097","Not Hispanic or Latino","2186-5",1909
,"Osceola County, FL","12097","Unknown or Not Stated","9",16
,"Palm Beach County, FL","12099","Hispanic or Latino","2135-2",5403
,"Palm Beach County, FL","12099","Not Hispanic or Latino","2186-5",9457
,"Palm Beach County, FL","12099","Unknown or Not Stated","9",67
,"Pasco County, FL","12101","Hispanic or Latino","2135-2",1602
,"Pasco County, FL","12101","Not Hispanic or Latino","2186-5",4630
,"Pasco County, FL","12101","Unknown or Not Stated","9",24
,"Pinellas County, FL","12103","Hispanic or Latino","2135-2",1206
,"Pinellas County, FL","12103","Not Hispanic or Latino","2186-5",5774
,"Pinellas County, FL","12103","Unknown or Not Stated","9",32
,"Polk County, FL","12105","Hispanic or Latino","2135-2",3655
,"Polk County, FL","12105","Not Hispanic or Latino","2186-5",5800
,"Polk County, FL","12105","Unknown or Not Stated","9",15
,"St. Johns County, FL","12109","Hispanic or Latino","2135-2",280
,"St. Johns County, FL","12109","Not Hispanic or Latino","2186-5",2350
,"St. Johns County, FL","12109","Unknown or Not Stated","9",11
,"St. Lucie County, FL","12111","Hispanic or Latino","2135-2",1234
,"St. Lucie County, FL","12111","Not Hispanic or Latino","2186-5",2646
,"St. Lucie County, FL","12111","Unknown or Not Stated","9",14
,"Santa Rosa County, FL","12113","Hispanic or Latino","2135-2",188
,"Santa Rosa County, FL","12113","Not Hispanic or Latino","2186-5",1801
,"Santa Rosa County, FL","12113","Unknown or Not Stated","9",Suppressed
,"Sarasota County, FL","12115","Hispanic or Latino","2135-2",766
,"Sarasota County, FL","12115","Not Hispanic or Latino","2186-5",2418
,"Sarasota County, FL","12115","Unknown or Not Stated","9",Suppressed
,"Seminole County, FL","12117","Hispanic or Latino","2135-2",1334
,"Seminole County, FL","12117","Not Hispanic or Latino","2186-5",3031
,"Seminole County, FL","12117","Unknown or Not Stated","9",25
,"Volusia County, FL","12127","Hispanic or Latino","2135-2",1275
,"Volusia County, FL","12127","Not Hispanic or Latino","2186-5",3790
,"Volusia County, FL","12127","Unknown or Not Stated","9",19
,"Unidentified Counties, FL","12999","Hispanic or Latino","2135-2",2963
,"Unidentified Counties, FL","12999","Not Hispanic or Latino","2186-5",10563
,"Unidentified Counties, FL","12999","Unknown or Not Stated","9",37
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Florida (12)"
"Year: 2024"
"Group By: County of Residence; Mother's Hispanic Origin"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 19, 2026 4:34:29 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 19, 2026 4:34:29 AM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. 'Suppressed' appears when the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/natality-expanded.html#Assurance of Confidentiality."
"2. Each birth record represents one liveborn infant."
"3. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
