"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Alachua County, FL","12001","Hispanic or Latino","2135-2",392
,"Alachua County, FL","12001","Not Hispanic or Latino","2186-5",2161
,"Alachua County, FL","12001","Unknown or Not Stated","9",Suppressed
,"Bay County, FL","12005","Hispanic or Latino","2135-2",416
,"Bay County, FL","12005","Not Hispanic or Latino","2186-5",1813
,"Bay County, FL","12005","Unknown or Not Stated","9",Suppressed
,"Brevard County, FL","12009","Hispanic or Latino","2135-2",968
,"Brevard County, FL","12009","Not Hispanic or Latino","2186-5",4489
,"Brevard County, FL","12009","Unknown or Not Stated","9",14
,"Broward County, FL","12011","Hispanic or Latino","2135-2",7442
,"Broward County, FL","12011","Not Hispanic or Latino","2186-5",12590
,"Broward County, FL","12011","Unknown or Not Stated","9",92
,"Charlotte County, FL","12015","Hispanic or Latino","2135-2",225
,"Charlotte County, FL","12015","Not Hispanic or Latino","2186-5",979
,"Charlotte County, FL","12015","Unknown or Not Stated","9",Suppressed
,"Citrus County, FL","12017","Hispanic or Latino","2135-2",101
,"Citrus County, FL","12017","Not Hispanic or Latino","2186-5",936
,"Citrus County, FL","12017","Unknown or Not Stated","9",Suppressed
,"Clay County, FL","12019","Hispanic or Latino","2135-2",284
,"Clay County, FL","12019","Not Hispanic or Latino","2186-5",2010
,"Clay County, FL","12019","Unknown or Not Stated","9",Suppressed
,"Collier County, FL","12021","Hispanic or Latino","2135-2",1795
,"Collier County, FL","12021","Not Hispanic or Latino","2186-5",1693
,"Collier County, FL","12021","Unknown or Not Stated","9",Suppressed
,"Duval County, FL","12031","Hispanic or Latino","2135-2",2593
,"Duval County, FL","12031","Not Hispanic or Latino","2186-5",10284
,"Duval County, FL","12031","Unknown or Not Stated","9",19
,"Escambia County, FL","12033","Hispanic or Latino","2135-2",456
,"Escambia County, FL","12033","Not Hispanic or Latino","2186-5",3246
,"Escambia County, FL","12033","Unknown or Not Stated","9",Suppressed
,"Hernando County, FL","12053","Hispanic or Latino","2135-2",482
,"Hernando County, FL","12053","Not Hispanic or Latino","2186-5",1385
,"Hernando County, FL","12053","Unknown or Not Stated","9",Suppressed
,"Hillsborough County, FL","12057","Hispanic or Latino","2135-2",6568
,"Hillsborough County, FL","12057","Not Hispanic or Latino","2186-5",10514
,"Hillsborough County, FL","12057","Unknown or Not Stated","9",46
,"Indian River County, FL","12061","Hispanic or Latino","2135-2",310
,"Indian River County, FL","12061","Not Hispanic or Latino","2186-5",921
,"Indian River County, FL","12061","Unknown or Not Stated","9",Suppressed
,"Lake County, FL","12069","Hispanic or Latino","2135-2",1073
,"Lake County, FL","12069","Not Hispanic or Latino","2186-5",2792
,"Lake County, FL","12069","Unknown or Not Stated","9",16
,"Lee County, FL","12071","Hispanic or Latino","2135-2",3793
,"Lee County, FL","12071","Not Hispanic or Latino","2186-5",4341
,"Lee County, FL","12071","Unknown or Not Stated","9",11
,"Leon County, FL","12073","Hispanic or Latino","2135-2",265
,"Leon County, FL","12073","Not Hispanic or Latino","2186-5",2468
,"Leon County, FL","12073","Unknown or Not Stated","9",Suppressed
,"Manatee County, FL","12081","Hispanic or Latino","2135-2",1534
,"Manatee County, FL","12081","Not Hispanic or Latino","2186-5",2717
,"Manatee County, FL","12081","Unknown or Not Stated","9",10
,"Marion County, FL","12083","Hispanic or Latino","2135-2",1045
,"Marion County, FL","12083","Not Hispanic or Latino","2186-5",2884
,"Marion County, FL","12083","Unknown or Not Stated","9",17
,"Martin County, FL","12085","Hispanic or Latino","2135-2",498
,"Martin County, FL","12085","Not Hispanic or Latino","2186-5",860
