"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Bartow County, GA","13015","Hispanic or Latino","2135-2",264
,"Bartow County, GA","13015","Not Hispanic or Latino","2186-5",1228
,"Bartow County, GA","13015","Unknown or Not Stated","9",Suppressed
,"Bibb County, GA","13021","Hispanic or Latino","2135-2",177
,"Bibb County, GA","13021","Not Hispanic or Latino","2186-5",1831
,"Bibb County, GA","13021","Unknown or Not Stated","9",Suppressed
,"Carroll County, GA","13045","Hispanic or Latino","2135-2",216
,"Carroll County, GA","13045","Not Hispanic or Latino","2186-5",1352
,"Carroll County, GA","13045","Unknown or Not Stated","9",Suppressed
,"Chatham County, GA","13051","Hispanic or Latino","2135-2",649
,"Chatham County, GA","13051","Not Hispanic or Latino","2186-5",2998
,"Chatham County, GA","13051","Unknown or Not Stated","9",40
,"Cherokee County, GA","13057","Hispanic or Latino","2135-2",688
,"Cherokee County, GA","13057","Not Hispanic or Latino","2186-5",2482
,"Cherokee County, GA","13057","Unknown or Not Stated","9",25
,"Clarke County, GA","13059","Hispanic or Latino","2135-2",312
,"Clarke County, GA","13059","Not Hispanic or Latino","2186-5",991
,"Clarke County, GA","13059","Unknown or Not Stated","9",Suppressed
,"Clayton County, GA","13063","Hispanic or Latino","2135-2",739
,"Clayton County, GA","13063","Not Hispanic or Latino","2186-5",2419
,"Clayton County, GA","13063","Unknown or Not Stated","9",Suppressed
,"Cobb County, GA","13067","Hispanic or Latino","2135-2",2361
,"Cobb County, GA","13067","Not Hispanic or Latino","2186-5",6355
,"Cobb County, GA","13067","Unknown or Not Stated","9",55
,"Columbia County, GA","13073","Hispanic or Latino","2135-2",163
,"Columbia County, GA","13073","Not Hispanic or Latino","2186-5",1466
,"Columbia County, GA","13073","Unknown or Not Stated","9",14
,"Coweta County, GA","13077","Hispanic or Latino","2135-2",190
,"Coweta County, GA","13077","Not Hispanic or Latino","2186-5",1564
,"Coweta County, GA","13077","Unknown or Not Stated","9",Suppressed
,"DeKalb County, GA","13089","Hispanic or Latino","2135-2",2301
,"DeKalb County, GA","13089","Not Hispanic or Latino","2186-5",7125
,"DeKalb County, GA","13089","Unknown or Not Stated","9",26
,"Douglas County, GA","13097","Hispanic or Latino","2135-2",356
,"Douglas County, GA","13097","Not Hispanic or Latino","2186-5",1292
,"Douglas County, GA","13097","Unknown or Not Stated","9",Suppressed
,"Fayette County, GA","13113","Hispanic or Latino","2135-2",102
,"Fayette County, GA","13113","Not Hispanic or Latino","2186-5",817
,"Fayette County, GA","13113","Unknown or Not Stated","9",Suppressed
