"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Atlantic County, NJ","34001","Female","F",1305
,"Atlantic County, NJ","34001","Male","M",1419
,"Bergen County, NJ","34003","Female","F",4455
,"Bergen County, NJ","34003","Male","M",4564
,"Burlington County, NJ","34005","Female","F",2225
,"Burlington County, NJ","34005","Male","M",2346
,"Camden County, NJ","34007","Female","F",2888
,"Camden County, NJ","34007","Male","M",2995
,"Cumberland County, NJ","34011","Female","F",848
,"Cumberland County, NJ","34011","Male","M",962
,"Essex County, NJ","34013","Female","F",4891
,"Essex County, NJ","34013","Male","M",5091
,"Gloucester County, NJ","34015","Female","F",1433
,"Gloucester County, NJ","34015","Male","M",1479
,"Hudson County, NJ","34017","Female","F",4414
,"Hudson County, NJ","34017","Male","M",4634
,"Hunterdon County, NJ","34019","Female","F",551
,"Hunterdon County, NJ","34019","Male","M",565
,"Mercer County, NJ","34021","Female","F",2049
,"Mercer County, NJ","34021","Male","M",2049
,"Middlesex County, NJ","34023","Female","F",4025
,"Middlesex County, NJ","34023","Male","M",4269
,"Monmouth County, NJ","34025","Female","F",3129
,"Monmouth County, NJ","34025","Male","M",3253
,"Morris County, NJ","34027","Female","F",2478
,"Morris County, NJ","34027","Male","M",2549
,"Ocean County, NJ","34029","Female","F",5286
,"Ocean County, NJ","34029","Male","M",5531
,"Passaic County, NJ","34031","Female","F",2956
,"Passaic County, NJ","34031","Male","M",3188
,"Somerset County, NJ","34035","Female","F",1625
,"Somerset County, NJ","34035","Male","M",1597
,"Sussex County, NJ","34037","Female","F",636
,"Sussex County, NJ","34037","Male","M",703
,"Union County, NJ","34039","Female","F",3201
,"Union County, NJ","34039","Male","M",3347
,"Warren County, NJ","34041","Female","F",509
,"Warren County, NJ","34041","Male","M",567
,"Unidentified Counties, NJ","34999","Female","F",651
,"Unidentified Counties, NJ","34999","Male","M",709
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: New Jersey (34)"
"Year: 2024"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 19, 2026 3:15:45 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 19, 2026 3:15:45 AM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
