"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Benton County, WA","53005","Hispanic or Latino","2135-2",1050
,"Benton County, WA","53005","Not Hispanic or Latino","2186-5",1446
,"Benton County, WA","53005","Unknown or Not Stated","9",122
,"Clark County, WA","53011","Hispanic or Latino","2135-2",932
,"Clark County, WA","53011","Not Hispanic or Latino","2186-5",4475
,"Clark County, WA","53011","Unknown or Not Stated","9",262
,"Cowlitz County, WA","53015","Hispanic or Latino","2135-2",175
,"Cowlitz County, WA","53015","Not Hispanic or Latino","2186-5",1012
,"Cowlitz County, WA","53015","Unknown or Not Stated","9",53
,"King County, WA","53033","Hispanic or Latino","2135-2",3742
,"King County, WA","53033","Not Hispanic or Latino","2186-5",18057
,"King County, WA","53033","Unknown or Not Stated","9",1149
,"Kitsap County, WA","53035","Hispanic or Latino","2135-2",482
,"Kitsap County, WA","53035","Not Hispanic or Latino","2186-5",2246
,"Kitsap County, WA","53035","Unknown or Not Stated","9",54
,"Pierce County, WA","53053","Hispanic or Latino","2135-2",1998
,"Pierce County, WA","53053","Not Hispanic or Latino","2186-5",8301
,"Pierce County, WA","53053","Unknown or Not Stated","9",219
,"Skagit County, WA","53057","Hispanic or Latino","2135-2",470
,"Skagit County, WA","53057","Not Hispanic or Latino","2186-5",840
,"Skagit County, WA","53057","Unknown or Not Stated","9",20
,"Snohomish County, WA","53061","Hispanic or Latino","2135-2",1653
,"Snohomish County, WA","53061","Not Hispanic or Latino","2186-5",7609
,"Snohomish County, WA","53061","Unknown or Not Stated","9",587
,"Spokane County, WA","53063","Hispanic or Latino","2135-2",580
,"Spokane County, WA","53063","Not Hispanic or Latino","2186-5",5220
,"Spokane County, WA","53063","Unknown or Not Stated","9",218
,"Thurston County, WA","53067","Hispanic or Latino","2135-2",535
,"Thurston County, WA","53067","Not Hispanic or Latino","2186-5",2422
,"Thurston County, WA","53067","Unknown or Not Stated","9",34
,"Whatcom County, WA","53073","Hispanic or Latino","2135-2",408
,"Whatcom County, WA","53073","Not Hispanic or Latino","2186-5",1554
,"Whatcom County, WA","53073","Unknown or Not Stated","9",62
,"Yakima County, WA","53077","Hispanic or Latino","2135-2",2130
,"Yakima County, WA","53077","Not Hispanic or Latino","2186-5",1028
,"Yakima County, WA","53077","Unknown or Not Stated","9",220
,"Unidentified Counties, WA","53999","Hispanic or Latino","2135-2",3985
,"Unidentified Counties, WA","53999","Not Hispanic or Latino","2186-5",7538
,"Unidentified Counties, WA","53999","Unknown or Not Stated","9",230
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Washington (53)"
"Year: 2024"
"Group By: County of Residence; Mother's Hispanic Origin"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 19, 2026 5:14:44 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 19, 2026 5:14:44 AM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
