"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Adams County, CO","08001","Hispanic or Latino","2135-2",3356
,"Adams County, CO","08001","Not Hispanic or Latino","2186-5",3087
,"Adams County, CO","08001","Unknown or Not Stated","9",88
,"Arapahoe County, CO","08005","Hispanic or Latino","2135-2",2773
,"Arapahoe County, CO","08005","Not Hispanic or Latino","2186-5",4795
,"Arapahoe County, CO","08005","Unknown or Not Stated","9",128
,"Boulder County, CO","08013","Hispanic or Latino","2135-2",680
,"Boulder County, CO","08013","Not Hispanic or Latino","2186-5",1728
,"Boulder County, CO","08013","Unknown or Not Stated","9",18
,"Denver County, CO","08031","Hispanic or Latino","2135-2",3692
,"Denver County, CO","08031","Not Hispanic or Latino","2186-5",5595
,"Denver County, CO","08031","Unknown or Not Stated","9",85
,"Douglas County, CO","08035","Hispanic or Latino","2135-2",532
,"Douglas County, CO","08035","Not Hispanic or Latino","2186-5",3506
,"Douglas County, CO","08035","Unknown or Not Stated","9",60
,"El Paso County, CO","08041","Hispanic or Latino","2135-2",2603
,"El Paso County, CO","08041","Not Hispanic or Latino","2186-5",6501
,"El Paso County, CO","08041","Unknown or Not Stated","9",40
,"Jefferson County, CO","08059","Hispanic or Latino","2135-2",1147
,"Jefferson County, CO","08059","Not Hispanic or Latino","2186-5",4285
,"Jefferson County, CO","08059","Unknown or Not Stated","9",100
,"Larimer County, CO","08069","Hispanic or Latino","2135-2",677
,"Larimer County, CO","08069","Not Hispanic or Latino","2186-5",2414
,"Larimer County, CO","08069","Unknown or Not Stated","9",22
,"Mesa County, CO","08077","Hispanic or Latino","2135-2",338
,"Mesa County, CO","08077","Not Hispanic or Latino","2186-5",1206
,"Mesa County, CO","08077","Unknown or Not Stated","9",13
,"Pueblo County, CO","08101","Hispanic or Latino","2135-2",825
,"Pueblo County, CO","08101","Not Hispanic or Latino","2186-5",761
,"Pueblo County, CO","08101","Unknown or Not Stated","9",48
,"Weld County, CO","08123","Hispanic or Latino","2135-2",1967
,"Weld County, CO","08123","Not Hispanic or Latino","2186-5",3047
,"Weld County, CO","08123","Unknown or Not Stated","9",48
,"Unidentified Counties, CO","08999","Hispanic or Latino","2135-2",2653
,"Unidentified Counties, CO","08999","Not Hispanic or Latino","2186-5",5327
,"Unidentified Counties, CO","08999","Unknown or Not Stated","9",123
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Colorado (08)"
"Year: 2024"
"Group By: County of Residence; Mother's Hispanic Origin"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 19, 2026 4:30:11 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 19, 2026 4:30:11 AM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
