"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Ascension Parish, LA","22005","Female","F",768
,"Ascension Parish, LA","22005","Male","M",782
,"Bossier Parish, LA","22015","Female","F",764
,"Bossier Parish, LA","22015","Male","M",743
,"Caddo Parish, LA","22017","Female","F",1262
,"Caddo Parish, LA","22017","Male","M",1315
,"Calcasieu Parish, LA","22019","Female","F",1265
,"Calcasieu Parish, LA","22019","Male","M",1257
,"East Baton Rouge Parish, LA","22033","Female","F",2477
,"East Baton Rouge Parish, LA","22033","Male","M",2649
,"Jefferson Parish, LA","22051","Female","F",2475
,"Jefferson Parish, LA","22051","Male","M",2558
,"Lafayette Parish, LA","22055","Female","F",1632
,"Lafayette Parish, LA","22055","Male","M",1798
,"Livingston Parish, LA","22063","Female","F",951
,"Livingston Parish, LA","22063","Male","M",979
,"Orleans Parish, LA","22071","Female","F",1837
,"Orleans Parish, LA","22071","Male","M",1932
,"Ouachita Parish, LA","22073","Female","F",926
,"Ouachita Parish, LA","22073","Male","M",961
,"Rapides Parish, LA","22079","Female","F",733
,"Rapides Parish, LA","22079","Male","M",800
,"St. Tammany Parish, LA","22103","Female","F",1303
,"St. Tammany Parish, LA","22103","Male","M",1392
,"Tangipahoa Parish, LA","22105","Female","F",871
,"Tangipahoa Parish, LA","22105","Male","M",958
,"Terrebonne Parish, LA","22109","Female","F",609
,"Terrebonne Parish, LA","22109","Male","M",586
,"Unidentified Counties, LA","22999","Female","F",8237
,"Unidentified Counties, LA","22999","Male","M",8485
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Louisiana (22)"
"Year: 2024"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 19, 2026 3:02:02 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 19, 2026 3:02:02 AM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
