"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Atlantic County, NJ","34001","Hispanic or Latino","2135-2",875
,"Atlantic County, NJ","34001","Not Hispanic or Latino","2186-5",1819
,"Atlantic County, NJ","34001","Unknown or Not Stated","9",30
,"Bergen County, NJ","34003","Hispanic or Latino","2135-2",2739
,"Bergen County, NJ","34003","Not Hispanic or Latino","2186-5",6121
,"Bergen County, NJ","34003","Unknown or Not Stated","9",159
,"Burlington County, NJ","34005","Hispanic or Latino","2135-2",766
,"Burlington County, NJ","34005","Not Hispanic or Latino","2186-5",3737
,"Burlington County, NJ","34005","Unknown or Not Stated","9",68
,"Camden County, NJ","34007","Hispanic or Latino","2135-2",1734
,"Camden County, NJ","34007","Not Hispanic or Latino","2186-5",4023
,"Camden County, NJ","34007","Unknown or Not Stated","9",126
,"Cumberland County, NJ","34011","Hispanic or Latino","2135-2",958
,"Cumberland County, NJ","34011","Not Hispanic or Latino","2186-5",837
,"Cumberland County, NJ","34011","Unknown or Not Stated","9",15
,"Essex County, NJ","34013","Hispanic or Latino","2135-2",3746
,"Essex County, NJ","34013","Not Hispanic or Latino","2186-5",6041
,"Essex County, NJ","34013","Unknown or Not Stated","9",195
,"Gloucester County, NJ","34015","Hispanic or Latino","2135-2",377
,"Gloucester County, NJ","34015","Not Hispanic or Latino","2186-5",2473
,"Gloucester County, NJ","34015","Unknown or Not Stated","9",62
,"Hudson County, NJ","34017","Hispanic or Latino","2135-2",3298
,"Hudson County, NJ","34017","Not Hispanic or Latino","2186-5",5654
,"Hudson County, NJ","34017","Unknown or Not Stated","9",96
,"Hunterdon County, NJ","34019","Hispanic or Latino","2135-2",187
,"Hunterdon County, NJ","34019","Not Hispanic or Latino","2186-5",920
,"Hunterdon County, NJ","34019","Unknown or Not Stated","9",Suppressed
,"Mercer County, NJ","34021","Hispanic or Latino","2135-2",1759
,"Mercer County, NJ","34021","Not Hispanic or Latino","2186-5",2323
,"Mercer County, NJ","34021","Unknown or Not Stated","9",16
,"Middlesex County, NJ","34023","Hispanic or Latino","2135-2",2954
,"Middlesex County, NJ","34023","Not Hispanic or Latino","2186-5",5287
,"Middlesex County, NJ","34023","Unknown or Not Stated","9",53
,"Monmouth County, NJ","34025","Hispanic or Latino","2135-2",1211
,"Monmouth County, NJ","34025","Not Hispanic or Latino","2186-5",5098
,"Monmouth County, NJ","34025","Unknown or Not Stated","9",73
,"Morris County, NJ","34027","Hispanic or Latino","2135-2",1159
,"Morris County, NJ","34027","Not Hispanic or Latino","2186-5",3738
,"Morris County, NJ","34027","Unknown or Not Stated","9",130
,"Ocean County, NJ","34029","Hispanic or Latino","2135-2",1247
,"Ocean County, NJ","34029","Not Hispanic or Latino","2186-5",9519
,"Ocean County, NJ","34029","Unknown or Not Stated","9",51
,"Passaic County, NJ","34031","Hispanic or Latino","2135-2",3303
,"Passaic County, NJ","34031","Not Hispanic or Latino","2186-5",2663
,"Passaic County, NJ","34031","Unknown or Not Stated","9",178
,"Somerset County, NJ","34035","Hispanic or Latino","2135-2",921
,"Somerset County, NJ","34035","Not Hispanic or Latino","2186-5",2272
,"Somerset County, NJ","34035","Unknown or Not Stated","9",29
,"Sussex County, NJ","34037","Hispanic or Latino","2135-2",252
,"Sussex County, NJ","34037","Not Hispanic or Latino","2186-5",1059
,"Sussex County, NJ","34037","Unknown or Not Stated","9",28
,"Union County, NJ","34039","Hispanic or Latino","2135-2",3112
,"Union County, NJ","34039","Not Hispanic or Latino","2186-5",3307
,"Union County, NJ","34039","Unknown or Not Stated","9",129
,"Warren County, NJ","34041","Hispanic or Latino","2135-2",229
,"Warren County, NJ","34041","Not Hispanic or Latino","2186-5",822
,"Warren County, NJ","34041","Unknown or Not Stated","9",25
,"Unidentified Counties, NJ","34999","Hispanic or Latino","2135-2",272
,"Unidentified Counties, NJ","34999","Not Hispanic or Latino","2186-5",1072
,"Unidentified Counties, NJ","34999","Unknown or Not Stated","9",16
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: New Jersey (34)"
"Year: 2024"
"Group By: County of Residence; Mother's Hispanic Origin"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 19, 2026 4:56:22 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 19, 2026 4:56:22 AM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. 'Suppressed' appears when the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/natality-expanded.html#Assurance of Confidentiality."
"2. Each birth record represents one liveborn infant."
"3. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
