"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Bartow County, GA","13015","Female","F",731
,"Bartow County, GA","13015","Male","M",770
,"Bibb County, GA","13021","Female","F",997
,"Bibb County, GA","13021","Male","M",1013
,"Carroll County, GA","13045","Female","F",758
,"Carroll County, GA","13045","Male","M",817
,"Chatham County, GA","13051","Female","F",1830
,"Chatham County, GA","13051","Male","M",1857
,"Cherokee County, GA","13057","Female","F",1564
,"Cherokee County, GA","13057","Male","M",1631
,"Clarke County, GA","13059","Female","F",632
,"Clarke County, GA","13059","Male","M",677
,"Clayton County, GA","13063","Female","F",1556
,"Clayton County, GA","13063","Male","M",1606
,"Cobb County, GA","13067","Female","F",4333
,"Cobb County, GA","13067","Male","M",4438
,"Columbia County, GA","13073","Female","F",833
,"Columbia County, GA","13073","Male","M",810
,"Coweta County, GA","13077","Female","F",854
,"Coweta County, GA","13077","Male","M",905
,"DeKalb County, GA","13089","Female","F",4657
,"DeKalb County, GA","13089","Male","M",4795
,"Douglas County, GA","13097","Female","F",836
,"Douglas County, GA","13097","Male","M",816
,"Fayette County, GA","13113","Female","F",463
,"Fayette County, GA","13113","Male","M",460
,"Forsyth County, GA","13117","Female","F",1186
,"Forsyth County, GA","13117","Male","M",1180
,"Fulton County, GA","13121","Female","F",6031
,"Fulton County, GA","13121","Male","M",6280
,"Gwinnett County, GA","13135","Female","F",5441
,"Gwinnett County, GA","13135","Male","M",5827
,"Hall County, GA","13139","Female","F",1433
,"Hall County, GA","13139","Male","M",1654
,"Henry County, GA","13151","Female","F",1438
,"Henry County, GA","13151","Male","M",1407
,"Houston County, GA","13153","Female","F",942
,"Houston County, GA","13153","Male","M",1037
,"Lowndes County, GA","13185","Female","F",749
,"Lowndes County, GA","13185","Male","M",827
,"Muscogee County, GA","13215","Female","F",1212
,"Muscogee County, GA","13215","Male","M",1326
,"Paulding County, GA","13223","Female","F",916
,"Paulding County, GA","13223","Male","M",936
,"Richmond County, GA","13245","Female","F",1303
,"Richmond County, GA","13245","Male","M",1430
,"Whitfield County, GA","13313","Female","F",632
,"Whitfield County, GA","13313","Male","M",651
,"Unidentified Counties, GA","13999","Female","F",20444
,"Unidentified Counties, GA","13999","Male","M",21516
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Georgia (13)"
"Year: 2024"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 19, 2026 2:53:27 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 19, 2026 2:53:27 AM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
