"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Allegan County, MI","26005","Female","F",579
,"Allegan County, MI","26005","Male","M",640
,"Bay County, MI","26017","Female","F",412
,"Bay County, MI","26017","Male","M",478
,"Berrien County, MI","26021","Female","F",784
,"Berrien County, MI","26021","Male","M",683
,"Calhoun County, MI","26025","Female","F",717
,"Calhoun County, MI","26025","Male","M",769
,"Eaton County, MI","26045","Female","F",431
,"Eaton County, MI","26045","Male","M",514
,"Genesee County, MI","26049","Female","F",2019
,"Genesee County, MI","26049","Male","M",2094
,"Ingham County, MI","26065","Female","F",1344
,"Ingham County, MI","26065","Male","M",1430
,"Jackson County, MI","26075","Female","F",749
,"Jackson County, MI","26075","Male","M",760
,"Kalamazoo County, MI","26077","Female","F",1206
,"Kalamazoo County, MI","26077","Male","M",1320
,"Kent County, MI","26081","Female","F",3900
,"Kent County, MI","26081","Male","M",4114
,"Livingston County, MI","26093","Female","F",826
,"Livingston County, MI","26093","Male","M",945
,"Macomb County, MI","26099","Female","F",4188
,"Macomb County, MI","26099","Male","M",4326
,"Monroe County, MI","26115","Female","F",691
,"Monroe County, MI","26115","Male","M",778
,"Muskegon County, MI","26121","Female","F",865
,"Muskegon County, MI","26121","Male","M",914
,"Oakland County, MI","26125","Female","F",6124
,"Oakland County, MI","26125","Male","M",6145
,"Ottawa County, MI","26139","Female","F",1518
,"Ottawa County, MI","26139","Male","M",1626
,"Saginaw County, MI","26145","Female","F",876
,"Saginaw County, MI","26145","Male","M",943
,"St. Clair County, MI","26147","Female","F",704
,"St. Clair County, MI","26147","Male","M",718
,"Washtenaw County, MI","26161","Female","F",1497
,"Washtenaw County, MI","26161","Male","M",1449
,"Wayne County, MI","26163","Female","F",9665
,"Wayne County, MI","26163","Male","M",10098
,"Unidentified Counties, MI","26999","Female","F",9579
,"Unidentified Counties, MI","26999","Male","M",10107
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Michigan (26)"
"Year: 2024"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 19, 2026 3:06:46 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 19, 2026 3:06:46 AM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
