"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Alamance County, NC","37001","Female","F",1034
,"Alamance County, NC","37001","Male","M",1010
,"Brunswick County, NC","37019","Female","F",614
,"Brunswick County, NC","37019","Male","M",706
,"Buncombe County, NC","37021","Female","F",1101
,"Buncombe County, NC","37021","Male","M",1208
,"Cabarrus County, NC","37025","Female","F",1354
,"Cabarrus County, NC","37025","Male","M",1376
,"Catawba County, NC","37035","Female","F",830
,"Catawba County, NC","37035","Male","M",892
,"Craven County, NC","37049","Female","F",641
,"Craven County, NC","37049","Male","M",660
,"Cumberland County, NC","37051","Female","F",2492
,"Cumberland County, NC","37051","Male","M",2591
,"Davidson County, NC","37057","Female","F",905
,"Davidson County, NC","37057","Male","M",921
,"Durham County, NC","37063","Female","F",2086
,"Durham County, NC","37063","Male","M",2110
,"Forsyth County, NC","37067","Female","F",2200
,"Forsyth County, NC","37067","Male","M",2289
,"Gaston County, NC","37071","Female","F",1386
,"Gaston County, NC","37071","Male","M",1469
,"Guilford County, NC","37081","Female","F",2805
,"Guilford County, NC","37081","Male","M",2829
,"Harnett County, NC","37085","Female","F",970
,"Harnett County, NC","37085","Male","M",984
,"Henderson County, NC","37089","Female","F",488
,"Henderson County, NC","37089","Male","M",508
,"Iredell County, NC","37097","Female","F",1123
,"Iredell County, NC","37097","Male","M",1066
,"Johnston County, NC","37101","Female","F",1491
,"Johnston County, NC","37101","Male","M",1484
,"Mecklenburg County, NC","37119","Female","F",7589
,"Mecklenburg County, NC","37119","Male","M",7978
,"New Hanover County, NC","37129","Female","F",1064
,"New Hanover County, NC","37129","Male","M",1162
,"Onslow County, NC","37133","Female","F",1845
,"Onslow County, NC","37133","Male","M",1845
,"Orange County, NC","37135","Female","F",546
,"Orange County, NC","37135","Male","M",572
,"Pitt County, NC","37147","Female","F",1053
,"Pitt County, NC","37147","Male","M",1072
,"Randolph County, NC","37151","Female","F",795
,"Randolph County, NC","37151","Male","M",784
,"Robeson County, NC","37155","Female","F",941
,"Robeson County, NC","37155","Male","M",1015
,"Rowan County, NC","37159","Female","F",758
,"Rowan County, NC","37159","Male","M",821
,"Union County, NC","37179","Female","F",1305
,"Union County, NC","37179","Male","M",1352
,"Wake County, NC","37183","Female","F",6586
,"Wake County, NC","37183","Male","M",6808
,"Wayne County, NC","37191","Female","F",828
,"Wayne County, NC","37191","Male","M",867
,"Unidentified Counties, NC","37999","Female","F",15508
,"Unidentified Counties, NC","37999","Male","M",16139
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: North Carolina (37)"
"Year: 2024"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 19, 2026 3:19:07 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 19, 2026 3:19:07 AM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
