"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Fayette County, PA","42051","Hispanic or Latino","2135-2",15
,"Fayette County, PA","42051","Not Hispanic or Latino","2186-5",1051
,"Fayette County, PA","42051","Unknown or Not Stated","9",Suppressed
,"Franklin County, PA","42055","Hispanic or Latino","2135-2",233
,"Franklin County, PA","42055","Not Hispanic or Latino","2186-5",1430
,"Franklin County, PA","42055","Unknown or Not Stated","9",26
,"Lackawanna County, PA","42069","Hispanic or Latino","2135-2",411
,"Lackawanna County, PA","42069","Not Hispanic or Latino","2186-5",1526
,"Lackawanna County, PA","42069","Unknown or Not Stated","9",20
,"Lancaster County, PA","42071","Hispanic or Latino","2135-2",993
,"Lancaster County, PA","42071","Not Hispanic or Latino","2186-5",5787
,"Lancaster County, PA","42071","Unknown or Not Stated","9",82
,"Lebanon County, PA","42075","Hispanic or Latino","2135-2",395
,"Lebanon County, PA","42075","Not Hispanic or Latino","2186-5",1178
,"Lebanon County, PA","42075","Unknown or Not Stated","9",10
,"Lehigh County, PA","42077","Hispanic or Latino","2135-2",1682
,"Lehigh County, PA","42077","Not Hispanic or Latino","2186-5",2139
,"Lehigh County, PA","42077","Unknown or Not Stated","9",19
,"Luzerne County, PA","42079","Hispanic or Latino","2135-2",1238
,"Luzerne County, PA","42079","Not Hispanic or Latino","2186-5",2025
,"Luzerne County, PA","42079","Unknown or Not Stated","9",36
,"Lycoming County, PA","42081","Hispanic or Latino","2135-2",44
,"Lycoming County, PA","42081","Not Hispanic or Latino","2186-5",989
,"Lycoming County, PA","42081","Unknown or Not Stated","9",16
,"Mercer County, PA","42085","Hispanic or Latino","2135-2",31
,"Mercer County, PA","42085","Not Hispanic or Latino","2186-5",954
,"Mercer County, PA","42085","Unknown or Not Stated","9",10
,"Monroe County, PA","42089","Hispanic or Latino","2135-2",299
,"Monroe County, PA","42089","Not Hispanic or Latino","2186-5",893
,"Monroe County, PA","42089","Unknown or Not Stated","9",12
,"Montgomery County, PA","42091","Hispanic or Latino","2135-2",1117
,"Montgomery County, PA","42091","Not Hispanic or Latino","2186-5",7200
,"Montgomery County, PA","42091","Unknown or Not Stated","9",55
,"Northampton County, PA","42095","Hispanic or Latino","2135-2",678
,"Northampton County, PA","42095","Not Hispanic or Latino","2186-5",1976
,"Northampton County, PA","42095","Unknown or Not Stated","9",27
,"Philadelphia County, PA","42101","Hispanic or Latino","2135-2",4566
,"Philadelphia County, PA","42101","Not Hispanic or Latino","2186-5",13162
,"Philadelphia County, PA","42101","Unknown or Not Stated","9",410
,"Schuylkill County, PA","42107","Hispanic or Latino","2135-2",244
,"Schuylkill County, PA","42107","Not Hispanic or Latino","2186-5",1073
,"Schuylkill County, PA","42107","Unknown or Not Stated","9",Suppressed
,"Washington County, PA","42125","Hispanic or Latino","2135-2",68
,"Washington County, PA","42125","Not Hispanic or Latino","2186-5",1890
,"Washington County, PA","42125","Unknown or Not Stated","9",17
,"Westmoreland County, PA","42129","Hispanic or Latino","2135-2",97
,"Westmoreland County, PA","42129","Not Hispanic or Latino","2186-5",2691
,"Westmoreland County, PA","42129","Unknown or Not Stated","9",25
,"York County, PA","42133","Hispanic or Latino","2135-2",859
,"York County, PA","42133","Not Hispanic or Latino","2186-5",3925
,"York County, PA","42133","Unknown or Not Stated","9",38
,"Unidentified Counties, PA","42999","Hispanic or Latino","2135-2",622
,"Unidentified Counties, PA","42999","Not Hispanic or Latino","2186-5",14081
,"Unidentified Counties, PA","42999","Unknown or Not Stated","9",131
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Pennsylvania (42)"
"Year: 2024"
"Group By: County of Residence; Mother's Hispanic Origin"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 19, 2026 5:05:06 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 19, 2026 5:05:06 AM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. 'Suppressed' appears when the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/natality-expanded.html#Assurance of Confidentiality."
"2. Each birth record represents one liveborn infant."
"3. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
