"Notes","County of Residence","County of Residence Code","Mother's Single Race 6","Mother's Single Race 6 Code",Births
,"Cache County, UT","49005","American Indian or Alaska Native","1002-5",13
,"Cache County, UT","49005","Asian","A",31
,"Cache County, UT","49005","Black or African American","2054-5",24
,"Cache County, UT","49005","Native Hawaiian or Other Pacific Islander","NHOPI",23
,"Cache County, UT","49005","White","2106-3",1908
,"Cache County, UT","49005","More than one race","M",31
,"Cache County, UT","49005","Unknown or Not Stated","UNK",0
,"Cache County, UT","49005","Not Available","NA",0
,"Cache County, UT","49005","Not Reported","NR",0
,"Davis County, UT","49011","American Indian or Alaska Native","1002-5",24
,"Davis County, UT","49011","Asian","A",113
,"Davis County, UT","49011","Black or African American","2054-5",84
,"Davis County, UT","49011","Native Hawaiian or Other Pacific Islander","NHOPI",85
,"Davis County, UT","49011","White","2106-3",4106
,"Davis County, UT","49011","More than one race","M",180
,"Davis County, UT","49011","Unknown or Not Stated","UNK",0
,"Davis County, UT","49011","Not Available","NA",0
,"Davis County, UT","49011","Not Reported","NR",0
,"Salt Lake County, UT","49035","American Indian or Alaska Native","1002-5",174
,"Salt Lake County, UT","49035","Asian","A",740
,"Salt Lake County, UT","49035","Black or African American","2054-5",479
,"Salt Lake County, UT","49035","Native Hawaiian or Other Pacific Islander","NHOPI",500
,"Salt Lake County, UT","49035","White","2106-3",12222
,"Salt Lake County, UT","49035","More than one race","M",478
,"Salt Lake County, UT","49035","Unknown or Not Stated","UNK",0
,"Salt Lake County, UT","49035","Not Available","NA",0
,"Salt Lake County, UT","49035","Not Reported","NR",0
,"Utah County, UT","49049","American Indian or Alaska Native","1002-5",80
,"Utah County, UT","49049","Asian","A",289
,"Utah County, UT","49049","Black or African American","2054-5",140
,"Utah County, UT","49049","Native Hawaiian or Other Pacific Islander","NHOPI",186
,"Utah County, UT","49049","White","2106-3",11633
,"Utah County, UT","49049","More than one race","M",394
,"Utah County, UT","49049","Unknown or Not Stated","UNK",0
,"Utah County, UT","49049","Not Available","NA",0
,"Utah County, UT","49049","Not Reported","NR",0
,"Washington County, UT","49053","American Indian or Alaska Native","1002-5",25
,"Washington County, UT","49053","Asian","A",26
,"Washington County, UT","49053","Black or African American","2054-5",18
,"Washington County, UT","49053","Native Hawaiian or Other Pacific Islander","NHOPI",36
,"Washington County, UT","49053","White","2106-3",2327
,"Washington County, UT","49053","More than one race","M",77
,"Washington County, UT","49053","Unknown or Not Stated","UNK",0
,"Washington County, UT","49053","Not Available","NA",0
,"Washington County, UT","49053","Not Reported","NR",0
,"Weber County, UT","49057","American Indian or Alaska Native","1002-5",40
,"Weber County, UT","49057","Asian","A",64
,"Weber County, UT","49057","Black or African American","2054-5",68
,"Weber County, UT","49057","Native Hawaiian or Other Pacific Islander","NHOPI",36
,"Weber County, UT","49057","White","2106-3",3171
,"Weber County, UT","49057","More than one race","M",123
,"Weber County, UT","49057","Unknown or Not Stated","UNK",0
,"Weber County, UT","49057","Not Available","NA",0
,"Weber County, UT","49057","Not Reported","NR",0
,"Unidentified Counties, UT","49999","American Indian or Alaska Native","1002-5",182
,"Unidentified Counties, UT","49999","Asian","A",63
,"Unidentified Counties, UT","49999","Black or African American","2054-5",54
,"Unidentified Counties, UT","49999","Native Hawaiian or Other Pacific Islander","NHOPI",53
,"Unidentified Counties, UT","49999","White","2106-3",6209
,"Unidentified Counties, UT","49999","More than one race","M",155
,"Unidentified Counties, UT","49999","Unknown or Not Stated","UNK",0
,"Unidentified Counties, UT","49999","Not Available","NA",0
,"Unidentified Counties, UT","49999","Not Reported","NR",0
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Utah (49)"
"Year: 2024"
"Group By: County of Residence; Mother's Single Race 6"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 19, 2026 4:17:07 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 19, 2026 4:17:07 AM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
