"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Alameda County, CA","06001","Female","F",7812
,"Alameda County, CA","06001","Male","M",8211
,"Butte County, CA","06007","Female","F",912
,"Butte County, CA","06007","Male","M",1074
,"Contra Costa County, CA","06013","Female","F",5277
,"Contra Costa County, CA","06013","Male","M",5611
,"El Dorado County, CA","06017","Female","F",715
,"El Dorado County, CA","06017","Male","M",809
,"Fresno County, CA","06019","Female","F",6410
,"Fresno County, CA","06019","Male","M",6827
,"Humboldt County, CA","06023","Female","F",514
,"Humboldt County, CA","06023","Male","M",548
,"Imperial County, CA","06025","Female","F",1061
,"Imperial County, CA","06025","Male","M",1128
,"Kern County, CA","06029","Female","F",5831
,"Kern County, CA","06029","Male","M",5932
,"Kings County, CA","06031","Female","F",1047
,"Kings County, CA","06031","Male","M",1130
,"Los Angeles County, CA","06037","Female","F",44253
,"Los Angeles County, CA","06037","Male","M",46254
,"Madera County, CA","06039","Female","F",1076
,"Madera County, CA","06039","Male","M",1059
,"Marin County, CA","06041","Female","F",985
,"Marin County, CA","06041","Male","M",1056
,"Merced County, CA","06047","Female","F",1853
,"Merced County, CA","06047","Male","M",1903
,"Monterey County, CA","06053","Female","F",2534
,"Monterey County, CA","06053","Male","M",2637
,"Napa County, CA","06055","Female","F",519
,"Napa County, CA","06055","Male","M",585
,"Orange County, CA","06059","Female","F",14936
,"Orange County, CA","06059","Male","M",15990
,"Placer County, CA","06061","Female","F",1945
,"Placer County, CA","06061","Male","M",2007
,"Riverside County, CA","06065","Female","F",13173
,"Riverside County, CA","06065","Male","M",13809
,"Sacramento County, CA","06067","Female","F",8417
,"Sacramento County, CA","06067","Male","M",9022
,"San Bernardino County, CA","06071","Female","F",12410
,"San Bernardino County, CA","06071","Male","M",12874
,"San Diego County, CA","06073","Female","F",17519
,"San Diego County, CA","06073","Male","M",18412
,"San Francisco County, CA","06075","Female","F",3398
,"San Francisco County, CA","06075","Male","M",3532
,"San Joaquin County, CA","06077","Female","F",4726
,"San Joaquin County, CA","06077","Male","M",4949
,"San Luis Obispo County, CA","06079","Female","F",1193
,"San Luis Obispo County, CA","06079","Male","M",1175
,"San Mateo County, CA","06081","Female","F",3538
,"San Mateo County, CA","06081","Male","M",3750
,"Santa Barbara County, CA","06083","Female","F",2620
,"Santa Barbara County, CA","06083","Male","M",2763
,"Santa Clara County, CA","06085","Female","F",9190
,"Santa Clara County, CA","06085","Male","M",9539
,"Santa Cruz County, CA","06087","Female","F",985
,"Santa Cruz County, CA","06087","Male","M",1089
,"Shasta County, CA","06089","Female","F",839
,"Shasta County, CA","06089","Male","M",886
,"Solano County, CA","06095","Female","F",2282
,"Solano County, CA","06095","Male","M",2330
,"Sonoma County, CA","06097","Female","F",2169
,"Sonoma County, CA","06097","Male","M",2195
,"Stanislaus County, CA","06099","Female","F",3248
,"Stanislaus County, CA","06099","Male","M",3471
,"Tulare County, CA","06107","Female","F",3232
,"Tulare County, CA","06107","Male","M",3330
,"Ventura County, CA","06111","Female","F",4147
,"Ventura County, CA","06111","Male","M",4272
,"Yolo County, CA","06113","Female","F",907
,"Yolo County, CA","06113","Male","M",904
,"Unidentified Counties, CA","06999","Female","F",4672
,"Unidentified Counties, CA","06999","Male","M",4667
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: California (06)"
"Year: 2024"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 19, 2026 2:46:42 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 19, 2026 2:46:42 AM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
