"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Albany County, NY","36001","Female","F",1441
,"Albany County, NY","36001","Male","M",1451
,"Bronx County, NY","36005","Female","F",9570
,"Bronx County, NY","36005","Male","M",9757
,"Broome County, NY","36007","Female","F",993
,"Broome County, NY","36007","Male","M",971
,"Chautauqua County, NY","36013","Female","F",644
,"Chautauqua County, NY","36013","Male","M",691
,"Dutchess County, NY","36027","Female","F",1321
,"Dutchess County, NY","36027","Male","M",1380
,"Erie County, NY","36029","Female","F",4762
,"Erie County, NY","36029","Male","M",4936
,"Jefferson County, NY","36045","Female","F",868
,"Jefferson County, NY","36045","Male","M",939
,"Kings County, NY","36047","Female","F",18095
,"Kings County, NY","36047","Male","M",19058
,"Monroe County, NY","36055","Female","F",3911
,"Monroe County, NY","36055","Male","M",4002
,"Nassau County, NY","36059","Female","F",6744
,"Nassau County, NY","36059","Male","M",7066
,"New York County, NY","36061","Female","F",8137
,"New York County, NY","36061","Male","M",8440
,"Niagara County, NY","36063","Female","F",1001
,"Niagara County, NY","36063","Male","M",1065
,"Oneida County, NY","36065","Female","F",1213
,"Oneida County, NY","36065","Male","M",1276
,"Onondaga County, NY","36067","Female","F",2491
,"Onondaga County, NY","36067","Male","M",2560
,"Ontario County, NY","36069","Female","F",477
,"Ontario County, NY","36069","Male","M",487
,"Orange County, NY","36071","Female","F",2532
,"Orange County, NY","36071","Male","M",2667
,"Oswego County, NY","36075","Female","F",580
,"Oswego County, NY","36075","Male","M",653
,"Queens County, NY","36081","Female","F",13189
,"Queens County, NY","36081","Male","M",13874
,"Rensselaer County, NY","36083","Female","F",783
,"Rensselaer County, NY","36083","Male","M",825
,"Richmond County, NY","36085","Female","F",2614
,"Richmond County, NY","36085","Male","M",2669
,"Rockland County, NY","36087","Female","F",2824
,"Rockland County, NY","36087","Male","M",2890
,"St. Lawrence County, NY","36089","Female","F",491
,"St. Lawrence County, NY","36089","Male","M",493
,"Saratoga County, NY","36091","Female","F",1018
,"Saratoga County, NY","36091","Male","M",1044
,"Schenectady County, NY","36093","Female","F",866
,"Schenectady County, NY","36093","Male","M",932
,"Suffolk County, NY","36103","Female","F",7345
,"Suffolk County, NY","36103","Male","M",7691
,"Tompkins County, NY","36109","Female","F",350
,"Tompkins County, NY","36109","Male","M",354
,"Ulster County, NY","36111","Female","F",765
,"Ulster County, NY","36111","Male","M",761
,"Westchester County, NY","36119","Female","F",4862
,"Westchester County, NY","36119","Male","M",5018
,"Unidentified Counties, NY","36999","Female","F",8587
,"Unidentified Counties, NY","36999","Male","M",9115
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: New York (36)"
"Year: 2019"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 5:30:57 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 5:30:57 AM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
"3. Bronx, New York (FIPS code 36005) represents Bronx Borough, New York City."
"4. Kings County, New York (FIPS code 36047) represents Brooklyn Borough, New York City."
"5. New York County, New York (FIPS code 36061) represents Manhattan Borough, New York City."
"6. Queens, New York (FIPS code 36081) represents Queens Borough, New York City."
"7. Richmond County, New York (FIPS code 36085) represents Staten Island Borough, New York City."
