"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Bartow County, GA","13015","Hispanic or Latino","2135-2",176
,"Bartow County, GA","13015","Not Hispanic or Latino","2186-5",1114
,"Bartow County, GA","13015","Unknown or Not Stated","9",Suppressed
,"Bibb County, GA","13021","Hispanic or Latino","2135-2",98
,"Bibb County, GA","13021","Not Hispanic or Latino","2186-5",2016
,"Bibb County, GA","13021","Unknown or Not Stated","9",Suppressed
,"Carroll County, GA","13045","Hispanic or Latino","2135-2",149
,"Carroll County, GA","13045","Not Hispanic or Latino","2186-5",1469
,"Carroll County, GA","13045","Unknown or Not Stated","9",Suppressed
,"Chatham County, GA","13051","Hispanic or Latino","2135-2",419
,"Chatham County, GA","13051","Not Hispanic or Latino","2186-5",3242
,"Chatham County, GA","13051","Unknown or Not Stated","9",16
,"Cherokee County, GA","13057","Hispanic or Latino","2135-2",476
,"Cherokee County, GA","13057","Not Hispanic or Latino","2186-5",2133
,"Cherokee County, GA","13057","Unknown or Not Stated","9",10
,"Clarke County, GA","13059","Hispanic or Latino","2135-2",230
,"Clarke County, GA","13059","Not Hispanic or Latino","2186-5",1063
,"Clarke County, GA","13059","Unknown or Not Stated","9",Suppressed
,"Clayton County, GA","13063","Hispanic or Latino","2135-2",677
,"Clayton County, GA","13063","Not Hispanic or Latino","2186-5",3087
,"Clayton County, GA","13063","Unknown or Not Stated","9",50
,"Cobb County, GA","13067","Hispanic or Latino","2135-2",1957
,"Cobb County, GA","13067","Not Hispanic or Latino","2186-5",6862
,"Cobb County, GA","13067","Unknown or Not Stated","9",50
,"Columbia County, GA","13073","Hispanic or Latino","2135-2",118
,"Columbia County, GA","13073","Not Hispanic or Latino","2186-5",1507
,"Columbia County, GA","13073","Unknown or Not Stated","9",33
,"Coweta County, GA","13077","Hispanic or Latino","2135-2",155
,"Coweta County, GA","13077","Not Hispanic or Latino","2186-5",1496
,"Coweta County, GA","13077","Unknown or Not Stated","9",17
,"DeKalb County, GA","13089","Hispanic or Latino","2135-2",1793
,"DeKalb County, GA","13089","Not Hispanic or Latino","2186-5",8438
,"DeKalb County, GA","13089","Unknown or Not Stated","9",96
,"Douglas County, GA","13097","Hispanic or Latino","2135-2",270
,"Douglas County, GA","13097","Not Hispanic or Latino","2186-5",1354
,"Douglas County, GA","13097","Unknown or Not Stated","9",10
,"Fayette County, GA","13113","Hispanic or Latino","2135-2",76
,"Fayette County, GA","13113","Not Hispanic or Latino","2186-5",806
,"Fayette County, GA","13113","Unknown or Not Stated","9",Suppressed
,"Forsyth County, GA","13117","Hispanic or Latino","2135-2",289
,"Forsyth County, GA","13117","Not Hispanic or Latino","2186-5",1903
,"Forsyth County, GA","13117","Unknown or Not Stated","9",14
,"Fulton County, GA","13121","Hispanic or Latino","2135-2",1224
,"Fulton County, GA","13121","Not Hispanic or Latino","2186-5",11246
,"Fulton County, GA","13121","Unknown or Not Stated","9",120
,"Gwinnett County, GA","13135","Hispanic or Latino","2135-2",3488
,"Gwinnett County, GA","13135","Not Hispanic or Latino","2186-5",7489
,"Gwinnett County, GA","13135","Unknown or Not Stated","9",57
