"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Allegan County, MI","26005","Female","F",641
,"Allegan County, MI","26005","Male","M",664
,"Bay County, MI","26017","Female","F",454
,"Bay County, MI","26017","Male","M",471
,"Berrien County, MI","26021","Female","F",801
,"Berrien County, MI","26021","Male","M",810
,"Calhoun County, MI","26025","Female","F",727
,"Calhoun County, MI","26025","Male","M",744
,"Eaton County, MI","26045","Female","F",528
,"Eaton County, MI","26045","Male","M",566
,"Genesee County, MI","26049","Female","F",2248
,"Genesee County, MI","26049","Male","M",2334
,"Ingham County, MI","26065","Female","F",1508
,"Ingham County, MI","26065","Male","M",1548
,"Jackson County, MI","26075","Female","F",786
,"Jackson County, MI","26075","Male","M",875
,"Kalamazoo County, MI","26077","Female","F",1497
,"Kalamazoo County, MI","26077","Male","M",1494
,"Kent County, MI","26081","Female","F",3990
,"Kent County, MI","26081","Male","M",4184
,"Livingston County, MI","26093","Female","F",859
,"Livingston County, MI","26093","Male","M",910
,"Macomb County, MI","26099","Female","F",4505
,"Macomb County, MI","26099","Male","M",4613
,"Monroe County, MI","26115","Female","F",736
,"Monroe County, MI","26115","Male","M",778
,"Muskegon County, MI","26121","Female","F",968
,"Muskegon County, MI","26121","Male","M",987
,"Oakland County, MI","26125","Female","F",6405
,"Oakland County, MI","26125","Male","M",6494
,"Ottawa County, MI","26139","Female","F",1581
,"Ottawa County, MI","26139","Male","M",1645
,"Saginaw County, MI","26145","Female","F",1037
,"Saginaw County, MI","26145","Male","M",1080
,"St. Clair County, MI","26147","Female","F",746
,"St. Clair County, MI","26147","Male","M",783
,"Washtenaw County, MI","26161","Female","F",1746
,"Washtenaw County, MI","26161","Male","M",1812
,"Wayne County, MI","26163","Female","F",11130
,"Wayne County, MI","26163","Male","M",11429
,"Unidentified Counties, MI","26999","Female","F",10173
,"Unidentified Counties, MI","26999","Male","M",10599
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Michigan (26)"
"Year: 2019"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 5:20:16 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 5:20:16 AM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
