"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Alachua County, FL","12001","Female","F",1315
,"Alachua County, FL","12001","Male","M",1386
,"Bay County, FL","12005","Female","F",957
,"Bay County, FL","12005","Male","M",1033
,"Brevard County, FL","12009","Female","F",2481
,"Brevard County, FL","12009","Male","M",2704
,"Broward County, FL","12011","Female","F",10656
,"Broward County, FL","12011","Male","M",11069
,"Charlotte County, FL","12015","Female","F",460
,"Charlotte County, FL","12015","Male","M",491
,"Citrus County, FL","12017","Female","F",501
,"Citrus County, FL","12017","Male","M",527
,"Clay County, FL","12019","Female","F",1105
,"Clay County, FL","12019","Male","M",1130
,"Collier County, FL","12021","Female","F",1524
,"Collier County, FL","12021","Male","M",1593
,"Duval County, FL","12031","Female","F",6361
,"Duval County, FL","12031","Male","M",6673
,"Escambia County, FL","12033","Female","F",1910
,"Escambia County, FL","12033","Male","M",1961
,"Hernando County, FL","12053","Female","F",772
,"Hernando County, FL","12053","Male","M",793
,"Hillsborough County, FL","12057","Female","F",8462
,"Hillsborough County, FL","12057","Male","M",8712
,"Indian River County, FL","12061","Female","F",635
,"Indian River County, FL","12061","Male","M",625
,"Lake County, FL","12069","Female","F",1640
,"Lake County, FL","12069","Male","M",1789
,"Lee County, FL","12071","Female","F",3306
,"Lee County, FL","12071","Male","M",3622
,"Leon County, FL","12073","Female","F",1500
,"Leon County, FL","12073","Male","M",1468
,"Manatee County, FL","12081","Female","F",1676
,"Manatee County, FL","12081","Male","M",1805
,"Marion County, FL","12083","Female","F",1718
,"Marion County, FL","12083","Male","M",1834
,"Martin County, FL","12085","Female","F",620
,"Martin County, FL","12085","Male","M",587
,"Miami-Dade County, FL","12086","Female","F",14663
,"Miami-Dade County, FL","12086","Male","M",15595
,"Okaloosa County, FL","12091","Female","F",1315
,"Okaloosa County, FL","12091","Male","M",1391
,"Orange County, FL","12095","Female","F",8222
,"Orange County, FL","12095","Male","M",8400
,"Osceola County, FL","12097","Female","F",2081
,"Osceola County, FL","12097","Male","M",2359
,"Palm Beach County, FL","12099","Female","F",7243
,"Palm Beach County, FL","12099","Male","M",7495
,"Pasco County, FL","12101","Female","F",2507
,"Pasco County, FL","12101","Male","M",2585
,"Pinellas County, FL","12103","Female","F",3872
,"Pinellas County, FL","12103","Male","M",4023
,"Polk County, FL","12105","Female","F",4065
,"Polk County, FL","12105","Male","M",4131
,"St. Johns County, FL","12109","Female","F",1092
,"St. Johns County, FL","12109","Male","M",1116
,"St. Lucie County, FL","12111","Female","F",1504
,"St. Lucie County, FL","12111","Male","M",1603
,"Santa Rosa County, FL","12113","Female","F",964
,"Santa Rosa County, FL","12113","Male","M",983
,"Sarasota County, FL","12115","Female","F",1432
,"Sarasota County, FL","12115","Male","M",1453
,"Seminole County, FL","12117","Female","F",2189
,"Seminole County, FL","12117","Male","M",2457
,"Volusia County, FL","12127","Female","F",2404
,"Volusia County, FL","12127","Male","M",2420
,"Unidentified Counties, FL","12999","Female","F",6301
,"Unidentified Counties, FL","12999","Male","M",6736
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Florida (12)"
"Year: 2019"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 5:06:16 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 5:06:16 AM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
