"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Benton County, WA","53005","Hispanic or Latino","2135-2",868
,"Benton County, WA","53005","Not Hispanic or Latino","2186-5",1555
,"Benton County, WA","53005","Unknown or Not Stated","9",128
,"Clark County, WA","53011","Hispanic or Latino","2135-2",814
,"Clark County, WA","53011","Not Hispanic or Latino","2186-5",4633
,"Clark County, WA","53011","Unknown or Not Stated","9",144
,"Cowlitz County, WA","53015","Hispanic or Latino","2135-2",176
,"Cowlitz County, WA","53015","Not Hispanic or Latino","2186-5",1030
,"Cowlitz County, WA","53015","Unknown or Not Stated","9",32
,"King County, WA","53033","Hispanic or Latino","2135-2",3257
,"King County, WA","53033","Not Hispanic or Latino","2186-5",20064
,"King County, WA","53033","Unknown or Not Stated","9",792
,"Kitsap County, WA","53035","Hispanic or Latino","2135-2",426
,"Kitsap County, WA","53035","Not Hispanic or Latino","2186-5",2426
,"Kitsap County, WA","53035","Unknown or Not Stated","9",101
,"Pierce County, WA","53053","Hispanic or Latino","2135-2",1783
,"Pierce County, WA","53053","Not Hispanic or Latino","2186-5",8882
,"Pierce County, WA","53053","Unknown or Not Stated","9",389
,"Skagit County, WA","53057","Hispanic or Latino","2135-2",403
,"Skagit County, WA","53057","Not Hispanic or Latino","2186-5",972
,"Skagit County, WA","53057","Unknown or Not Stated","9",18
,"Snohomish County, WA","53061","Hispanic or Latino","2135-2",1355
,"Snohomish County, WA","53061","Not Hispanic or Latino","2186-5",7800
,"Snohomish County, WA","53061","Unknown or Not Stated","9",512
,"Spokane County, WA","53063","Hispanic or Latino","2135-2",443
,"Spokane County, WA","53063","Not Hispanic or Latino","2186-5",5284
,"Spokane County, WA","53063","Unknown or Not Stated","9",100
,"Thurston County, WA","53067","Hispanic or Latino","2135-2",399
,"Thurston County, WA","53067","Not Hispanic or Latino","2186-5",2622
,"Thurston County, WA","53067","Unknown or Not Stated","9",39
,"Whatcom County, WA","53073","Hispanic or Latino","2135-2",324
,"Whatcom County, WA","53073","Not Hispanic or Latino","2186-5",1620
,"Whatcom County, WA","53073","Unknown or Not Stated","9",47
,"Yakima County, WA","53077","Hispanic or Latino","2135-2",2065
,"Yakima County, WA","53077","Not Hispanic or Latino","2186-5",1193
,"Yakima County, WA","53077","Unknown or Not Stated","9",230
,"Unidentified Counties, WA","53999","Hispanic or Latino","2135-2",3848
,"Unidentified Counties, WA","53999","Not Hispanic or Latino","2186-5",7880
,"Unidentified Counties, WA","53999","Unknown or Not Stated","9",241
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Washington (53)"
"Year: 2019"
"Group By: County of Residence; Mother's Hispanic Origin"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 7:35:45 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 7:35:45 AM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
