"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Anoka County, MN","27003","Female","F",2057
,"Anoka County, MN","27003","Male","M",2129
,"Dakota County, MN","27037","Female","F",2600
,"Dakota County, MN","27037","Male","M",2577
,"Hennepin County, MN","27053","Female","F",7502
,"Hennepin County, MN","27053","Male","M",7929
,"Olmsted County, MN","27109","Female","F",978
,"Olmsted County, MN","27109","Male","M",1051
,"Ramsey County, MN","27123","Female","F",3491
,"Ramsey County, MN","27123","Male","M",3667
,"St. Louis County, MN","27137","Female","F",929
,"St. Louis County, MN","27137","Male","M",972
,"Scott County, MN","27139","Female","F",850
,"Scott County, MN","27139","Male","M",841
,"Stearns County, MN","27145","Female","F",973
,"Stearns County, MN","27145","Male","M",1016
,"Washington County, MN","27163","Female","F",1295
,"Washington County, MN","27163","Male","M",1407
,"Wright County, MN","27171","Female","F",845
,"Wright County, MN","27171","Male","M",842
,"Unidentified Counties, MN","27999","Female","F",10810
,"Unidentified Counties, MN","27999","Male","M",11266
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Minnesota (27)"
"Year: 2019"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 5:21:27 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 5:21:27 AM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
