"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Allen County, OH","39003","Female","F",633
,"Allen County, OH","39003","Male","M",635
,"Ashtabula County, OH","39007","Female","F",519
,"Ashtabula County, OH","39007","Male","M",566
,"Butler County, OH","39017","Female","F",2204
,"Butler County, OH","39017","Male","M",2242
,"Clark County, OH","39023","Female","F",726
,"Clark County, OH","39023","Male","M",846
,"Clermont County, OH","39025","Female","F",1130
,"Clermont County, OH","39025","Male","M",1104
,"Columbiana County, OH","39029","Female","F",498
,"Columbiana County, OH","39029","Male","M",522
,"Cuyahoga County, OH","39035","Female","F",6763
,"Cuyahoga County, OH","39035","Male","M",7172
,"Delaware County, OH","39041","Female","F",1043
,"Delaware County, OH","39041","Male","M",1077
,"Fairfield County, OH","39045","Female","F",808
,"Fairfield County, OH","39045","Male","M",925
,"Franklin County, OH","39049","Female","F",9034
,"Franklin County, OH","39049","Male","M",9366
,"Greene County, OH","39057","Female","F",822
,"Greene County, OH","39057","Male","M",917
,"Hamilton County, OH","39061","Female","F",5259
,"Hamilton County, OH","39061","Male","M",5417
,"Lake County, OH","39085","Female","F",1088
,"Lake County, OH","39085","Male","M",1093
,"Licking County, OH","39089","Female","F",972
,"Licking County, OH","39089","Male","M",1017
,"Lorain County, OH","39093","Female","F",1568
,"Lorain County, OH","39093","Male","M",1688
,"Lucas County, OH","39095","Female","F",2497
,"Lucas County, OH","39095","Male","M",2732
,"Mahoning County, OH","39099","Female","F",1185
,"Mahoning County, OH","39099","Male","M",1249
,"Medina County, OH","39103","Female","F",789
,"Medina County, OH","39103","Male","M",899
,"Miami County, OH","39109","Female","F",597
,"Miami County, OH","39109","Male","M",641
,"Montgomery County, OH","39113","Female","F",3167
,"Montgomery County, OH","39113","Male","M",3228
,"Portage County, OH","39133","Female","F",700
,"Portage County, OH","39133","Male","M",655
,"Richland County, OH","39139","Female","F",703
,"Richland County, OH","39139","Male","M",720
,"Stark County, OH","39151","Female","F",2066
,"Stark County, OH","39151","Male","M",2042
,"Summit County, OH","39153","Female","F",2878
,"Summit County, OH","39153","Male","M",2960
,"Trumbull County, OH","39155","Female","F",1039
,"Trumbull County, OH","39155","Male","M",1111
,"Warren County, OH","39165","Female","F",1178
,"Warren County, OH","39165","Male","M",1223
,"Wayne County, OH","39169","Female","F",663
,"Wayne County, OH","39169","Male","M",779
,"Wood County, OH","39173","Female","F",644
,"Wood County, OH","39173","Male","M",637
,"Unidentified Counties, OH","39999","Female","F",14680
,"Unidentified Counties, OH","39999","Male","M",15145
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Ohio (39)"
"Year: 2019"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 5:34:16 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 5:34:16 AM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
