"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Atlantic County, NJ","34001","Female","F",1333
,"Atlantic County, NJ","34001","Male","M",1506
,"Bergen County, NJ","34003","Female","F",4388
,"Bergen County, NJ","34003","Male","M",4618
,"Burlington County, NJ","34005","Female","F",2208
,"Burlington County, NJ","34005","Male","M",2211
,"Camden County, NJ","34007","Female","F",2944
,"Camden County, NJ","34007","Male","M",3179
,"Cumberland County, NJ","34011","Female","F",900
,"Cumberland County, NJ","34011","Male","M",932
,"Essex County, NJ","34013","Female","F",4859
,"Essex County, NJ","34013","Male","M",5058
,"Gloucester County, NJ","34015","Female","F",1441
,"Gloucester County, NJ","34015","Male","M",1482
,"Hudson County, NJ","34017","Female","F",4802
,"Hudson County, NJ","34017","Male","M",5173
,"Hunterdon County, NJ","34019","Female","F",471
,"Hunterdon County, NJ","34019","Male","M",526
,"Mercer County, NJ","34021","Female","F",1945
,"Mercer County, NJ","34021","Male","M",2158
,"Middlesex County, NJ","34023","Female","F",4130
,"Middlesex County, NJ","34023","Male","M",4386
,"Monmouth County, NJ","34025","Female","F",2751
,"Monmouth County, NJ","34025","Male","M",2913
,"Morris County, NJ","34027","Female","F",2193
,"Morris County, NJ","34027","Male","M",2293
,"Ocean County, NJ","34029","Female","F",4359
,"Ocean County, NJ","34029","Male","M",4669
,"Passaic County, NJ","34031","Female","F",3068
,"Passaic County, NJ","34031","Male","M",3326
,"Somerset County, NJ","34035","Female","F",1519
,"Somerset County, NJ","34035","Male","M",1538
,"Sussex County, NJ","34037","Female","F",562
,"Sussex County, NJ","34037","Male","M",647
,"Union County, NJ","34039","Female","F",3225
,"Union County, NJ","34039","Male","M",3428
,"Warren County, NJ","34041","Female","F",483
,"Warren County, NJ","34041","Male","M",485
,"Unidentified Counties, NJ","34999","Female","F",752
,"Unidentified Counties, NJ","34999","Male","M",724
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: New Jersey (34)"
"Year: 2019"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 5:28:43 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 5:28:43 AM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
