"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Adams County, PA","42001","Female","F",423
,"Adams County, PA","42001","Male","M",469
,"Allegheny County, PA","42003","Female","F",6291
,"Allegheny County, PA","42003","Male","M",6528
,"Beaver County, PA","42007","Female","F",745
,"Beaver County, PA","42007","Male","M",797
,"Berks County, PA","42011","Female","F",2316
,"Berks County, PA","42011","Male","M",2391
,"Blair County, PA","42013","Female","F",582
,"Blair County, PA","42013","Male","M",615
,"Bucks County, PA","42017","Female","F",2780
,"Bucks County, PA","42017","Male","M",2828
,"Butler County, PA","42019","Female","F",830
,"Butler County, PA","42019","Male","M",815
,"Cambria County, PA","42021","Female","F",601
,"Cambria County, PA","42021","Male","M",637
,"Centre County, PA","42027","Female","F",514
,"Centre County, PA","42027","Male","M",568
,"Chester County, PA","42029","Female","F",2587
,"Chester County, PA","42029","Male","M",2742
,"Cumberland County, PA","42041","Female","F",1243
,"Cumberland County, PA","42041","Male","M",1354
,"Dauphin County, PA","42043","Female","F",1613
,"Dauphin County, PA","42043","Male","M",1660
,"Delaware County, PA","42045","Female","F",3153
,"Delaware County, PA","42045","Male","M",3175
,"Erie County, PA","42049","Female","F",1352
,"Erie County, PA","42049","Male","M",1430
,"Fayette County, PA","42051","Female","F",637
,"Fayette County, PA","42051","Male","M",596
,"Franklin County, PA","42055","Female","F",856
,"Franklin County, PA","42055","Male","M",889
,"Lackawanna County, PA","42069","Female","F",1002
,"Lackawanna County, PA","42069","Male","M",1056
,"Lancaster County, PA","42071","Female","F",3378
,"Lancaster County, PA","42071","Male","M",3521
,"Lebanon County, PA","42075","Female","F",771
,"Lebanon County, PA","42075","Male","M",824
,"Lehigh County, PA","42077","Female","F",2103
,"Lehigh County, PA","42077","Male","M",2179
,"Luzerne County, PA","42079","Female","F",1591
,"Luzerne County, PA","42079","Male","M",1664
,"Lycoming County, PA","42081","Female","F",564
,"Lycoming County, PA","42081","Male","M",623
,"Mercer County, PA","42085","Female","F",525
,"Mercer County, PA","42085","Male","M",500
,"Monroe County, PA","42089","Female","F",720
,"Monroe County, PA","42089","Male","M",755
,"Montgomery County, PA","42091","Female","F",4121
,"Montgomery County, PA","42091","Male","M",4319
,"Northampton County, PA","42095","Female","F",1349
,"Northampton County, PA","42095","Male","M",1433
,"Philadelphia County, PA","42101","Female","F",10062
,"Philadelphia County, PA","42101","Male","M",10449
,"Schuylkill County, PA","42107","Female","F",625
,"Schuylkill County, PA","42107","Male","M",700
,"Washington County, PA","42125","Female","F",988
,"Washington County, PA","42125","Male","M",1038
,"Westmoreland County, PA","42129","Female","F",1388
,"Westmoreland County, PA","42129","Male","M",1574
,"York County, PA","42133","Female","F",2362
,"York County, PA","42133","Male","M",2398
,"Unidentified Counties, PA","42999","Female","F",7668
,"Unidentified Counties, PA","42999","Male","M",7963
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Pennsylvania (42)"
"Year: 2019"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 5:37:31 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 5:37:31 AM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
