"Notes","State of Residence","State of Residence Code","Infant Birth Weight 12","Infant Birth Weight 12 Code",Births
,"California","06","Unknown or Not Stated","12",91
,"Colorado","08","499 grams or less","01",48
,"Colorado","08","500 - 999 grams","02",246
,"Colorado","08","1000 - 1499 grams","03",430
,"Colorado","08","1500 - 1999 grams","04",1092
,"Colorado","08","2000 - 2499 grams","05",4095
,"Colorado","08","2500 - 2999 grams","06",13989
,"Colorado","08","3000 - 3499 grams","07",26028
,"Colorado","08","3500 - 3999 grams","08",13937
,"Colorado","08","4000 - 4499 grams","09",2505
,"Colorado","08","4500 - 4999 grams","10",303
,"Colorado","08","5000 - 8165 grams","11",25
,"Colorado","08","Unknown or Not Stated","12",171
,"Connecticut","09","499 grams or less","01",50
,"Connecticut","09","500 - 999 grams","02",171
,"Connecticut","09","1000 - 1499 grams","03",241
,"Connecticut","09","1500 - 1999 grams","04",508
,"Connecticut","09","2000 - 2499 grams","05",1687
,"Connecticut","09","2500 - 2999 grams","06",6092
,"Connecticut","09","3000 - 3499 grams","07",13276
,"Connecticut","09","3500 - 3999 grams","08",9387
,"Connecticut","09","4000 - 4499 grams","09",2486
,"Connecticut","09","4500 - 4999 grams","10",325
,"Connecticut","09","5000 - 8165 grams","11",27
,"Connecticut","09","Unknown or Not Stated","12",Suppressed
,"Delaware","10","499 grams or less","01",21
,"Delaware","10","500 - 999 grams","02",83
,"Delaware","10","1000 - 1499 grams","03",99
,"Delaware","10","1500 - 1999 grams","04",210
,"Delaware","10","2000 - 2499 grams","05",582
,"Delaware","10","2500 - 2999 grams","06",1974
,"Delaware","10","3000 - 3499 grams","07",4066
,"Delaware","10","3500 - 3999 grams","08",2722
,"Delaware","10","4000 - 4499 grams","09",689
,"Delaware","10","4500 - 4999 grams","10",98
,"Delaware","10","5000 - 8165 grams","11",Suppressed
,"Delaware","10","Unknown or Not Stated","12",10
,"District of Columbia","11","499 grams or less","01",19
,"District of Columbia","11","500 - 999 grams","02",55
,"District of Columbia","11","1000 - 1499 grams","03",102
,"District of Columbia","11","1500 - 1999 grams","04",188
,"District of Columbia","11","2000 - 2499 grams","05",532
,"District of Columbia","11","2500 - 2999 grams","06",1885
,"District of Columbia","11","3000 - 3499 grams","07",3489
,"District of Columbia","11","3500 - 3999 grams","08",2211
,"District of Columbia","11","4000 - 4499 grams","09",526
,"District of Columbia","11","4500 - 4999 grams","10",63
,"District of Columbia","11","5000 - 8165 grams","11",Suppressed
,"District of Columbia","11","Unknown or Not Stated","12",Suppressed
,"Florida","12","499 grams or less","01",369
,"Florida","12","500 - 999 grams","02",1336
,"Florida","12","1000 - 1499 grams","03",1706
,"Florida","12","1500 - 1999 grams","04",3662
,"Florida","12","2000 - 2499 grams","05",12158
,"Florida","12","2500 - 2999 grams","06",43075
,"Florida","12","3000 - 3499 grams","07",87333
,"Florida","12","3500 - 3999 grams","08",55352
,"Florida","12","4000 - 4499 grams","09",12943
,"Florida","12","4500 - 4999 grams","10",1795
,"Florida","12","5000 - 8165 grams","11",193
,"Florida","12","Unknown or Not Stated","12",80
,"Georgia","13","499 grams or less","01",250
,"Georgia","13","500 - 999 grams","02",872
,"Georgia","13","1000 - 1499 grams","03",1173
,"Georgia","13","1500 - 1999 grams","04",2485
,"Georgia","13","2000 - 2499 grams","05",7875
,"Georgia","13","2500 - 2999 grams","06",27018
,"Georgia","13","3000 - 3499 grams","07",48953
,"Georgia","13","3500 - 3999 grams","08",29858
,"Georgia","13","4000 - 4499 grams","09",6818
,"Georgia","13","4500 - 4999 grams","10",876
,"Georgia","13","5000 - 8165 grams","11",121
,"Georgia","13","Unknown or Not Stated","12",72
,"Hawaii","15","499 grams or less","01",28
,"Hawaii","15","500 - 999 grams","02",89
,"Hawaii","15","1000 - 1499 grams","03",116
,"Hawaii","15","1500 - 1999 grams","04",283
,"Hawaii","15","2000 - 2499 grams","05",894
,"Hawaii","15","2500 - 2999 grams","06",3659
,"Hawaii","15","3000 - 3499 grams","07",6614
,"Hawaii","15","3500 - 3999 grams","08",3990
,"Hawaii","15","4000 - 4499 grams","09",976
,"Hawaii","15","4500 - 4999 grams","10",122
,"Hawaii","15","5000 - 8165 grams","11",13
,"Hawaii","15","Unknown or Not Stated","12",13
,"Idaho","16","499 grams or less","01",19
,"Idaho","16","500 - 999 grams","02",67
,"Idaho","16","1000 - 1499 grams","03",130
,"Idaho","16","1500 - 1999 grams","04",304
,"Idaho","16","2000 - 2499 grams","05",999
,"Idaho","16","2500 - 2999 grams","06",3929
,"Idaho","16","3000 - 3499 grams","07",8808
,"Idaho","16","3500 - 3999 grams","08",6089
,"Idaho","16","4000 - 4499 grams","09",1471
,"Idaho","16","4500 - 4999 grams","10",215
,"Idaho","16","5000 - 8165 grams","11",25
,"Idaho","16","Unknown or Not Stated","12",Suppressed
,"Illinois","17","499 grams or less","01",195
,"Illinois","17","500 - 999 grams","02",703
,"Illinois","17","1000 - 1499 grams","03",1040
,"Illinois","17","1500 - 1999 grams","04",2324
,"Illinois","17","2000 - 2499 grams","05",7517
,"Illinois","17","2500 - 2999 grams","06",26325
,"Illinois","17","3000 - 3499 grams","07",54489
,"Illinois","17","3500 - 3999 grams","08",36887
,"Illinois","17","4000 - 4499 grams","09",9240
,"Illinois","17","4500 - 4999 grams","10",1193
,"Illinois","17","5000 - 8165 grams","11",146
,"Illinois","17","Unknown or Not Stated","12",69
,"Indiana","18","499 grams or less","01",105
,"Indiana","18","500 - 999 grams","02",379
,"Indiana","18","1000 - 1499 grams","03",594
,"Indiana","18","1500 - 1999 grams","04",1294
,"Indiana","18","2000 - 2499 grams","05",4235
,"Indiana","18","2500 - 2999 grams","06",14842
,"Indiana","18","3000 - 3499 grams","07",31196
,"Indiana","18","3500 - 3999 grams","08",21837
,"Indiana","18","4000 - 4499 grams","09",5459
,"Indiana","18","4500 - 4999 grams","10",788
,"Indiana","18","5000 - 8165 grams","11",94
,"Indiana","18","Unknown or Not Stated","12",36
,"Iowa","19","499 grams or less","01",36
,"Iowa","19","500 - 999 grams","02",145
,"Iowa","19","1000 - 1499 grams","03",248
,"Iowa","19","1500 - 1999 grams","04",529
,"Iowa","19","2000 - 2499 grams","05",1585
,"Iowa","19","2500 - 2999 grams","06",5909
,"Iowa","19","3000 - 3499 grams","07",14184
,"Iowa","19","3500 - 3999 grams","08",11230
,"Iowa","19","4000 - 4499 grams","09",3256
,"Iowa","19","4500 - 4999 grams","10",470
,"Iowa","19","5000 - 8165 grams","11",41
,"Iowa","19","Unknown or Not Stated","12",16
,"Kansas","20","499 grams or less","01",52
,"Kansas","20","500 - 999 grams","02",180
,"Kansas","20","1000 - 1499 grams","03",254
,"Kansas","20","1500 - 1999 grams","04",518
,"Kansas","20","2000 - 2499 grams","05",1681
,"Kansas","20","2500 - 2999 grams","06",6219
,"Kansas","20","3000 - 3499 grams","07",13700
,"Kansas","20","3500 - 3999 grams","08",9758
,"Kansas","20","4000 - 4499 grams","09",2634
,"Kansas","20","4500 - 4999 grams","10",354
,"Kansas","20","5000 - 8165 grams","11",37
,"Kansas","20","Unknown or Not Stated","12",Suppressed
,"Kentucky","21","499 grams or less","01",67
,"Kentucky","21","500 - 999 grams","02",247
,"Kentucky","21","1000 - 1499 grams","03",442
,"Kentucky","21","1500 - 1999 grams","04",911
,"Kentucky","21","2000 - 2499 grams","05",2975
,"Kentucky","21","2500 - 2999 grams","06",10139
,"Kentucky","21","3000 - 3499 grams","07",20343
,"Kentucky","21","3500 - 3999 grams","08",13859
,"Kentucky","21","4000 - 4499 grams","09",3552
,"Kentucky","21","4500 - 4999 grams","10",460
,"Kentucky","21","5000 - 8165 grams","11",67
,"Kentucky","21","Unknown or Not Stated","12",Suppressed
,"Louisiana","22","499 grams or less","01",120
,"Louisiana","22","500 - 999 grams","02",430
,"Louisiana","22","1000 - 1499 grams","03",549
,"Louisiana","22","1500 - 1999 grams","04",1189
,"Louisiana","22","2000 - 2499 grams","05",4060
,"Louisiana","22","2500 - 2999 grams","06",13097
,"Louisiana","22","3000 - 3499 grams","07",23279
,"Louisiana","22","3500 - 3999 grams","08",13120
,"Louisiana","22","4000 - 4499 grams","09",2702
,"Louisiana","22","4500 - 4999 grams","10",327
,"Louisiana","22","5000 - 8165 grams","11",35
,"Louisiana","22","Unknown or Not Stated","12",33
,"Maine","23","499 grams or less","01",13
,"Maine","23","500 - 999 grams","02",44
,"Maine","23","1000 - 1499 grams","03",75
,"Maine","23","1500 - 1999 grams","04",154
,"Maine","23","2000 - 2499 grams","05",581
,"Maine","23","2500 - 2999 grams","06",1856
,"Maine","23","3000 - 3499 grams","07",4342
,"Maine","23","3500 - 3999 grams","08",3513
,"Maine","23","4000 - 4499 grams","09",1007
,"Maine","23","4500 - 4999 grams","10",171
,"Maine","23","5000 - 8165 grams","11",13
,"Maine","23","Unknown or Not Stated","12",10
,"Maryland","24","499 grams or less","01",119
,"Maryland","24","500 - 999 grams","02",384
,"Maryland","24","1000 - 1499 grams","03",591
,"Maryland","24","1500 - 1999 grams","04",1248
,"Maryland","24","2000 - 2499 grams","05",3769
,"Maryland","24","2500 - 2999 grams","06",13416
,"Maryland","24","3000 - 3499 grams","07",26530
,"Maryland","24","3500 - 3999 grams","08",18480
,"Maryland","24","4000 - 4499 grams","09",4872
,"Maryland","24","4500 - 4999 grams","10",678
,"Maryland","24","5000 - 8165 grams","11",60
,"Maryland","24","Unknown or Not Stated","12",31
,"Massachusetts","25","499 grams or less","01",80
,"Massachusetts","25","500 - 999 grams","02",278
,"Massachusetts","25","1000 - 1499 grams","03",411
,"Massachusetts","25","1500 - 1999 grams","04",1052
,"Massachusetts","25","2000 - 2499 grams","05",3436
,"Massachusetts","25","2500 - 2999 grams","06",12396
,"Massachusetts","25","3000 - 3499 grams","07",26585
,"Massachusetts","25","3500 - 3999 grams","08",18734
,"Massachusetts","25","4000 - 4499 grams","09",5140
,"Massachusetts","25","4500 - 4999 grams","10",702
,"Massachusetts","25","5000 - 8165 grams","11",53
,"Massachusetts","25","Unknown or Not Stated","12",250
,"Michigan","26","499 grams or less","01",189
,"Michigan","26","500 - 999 grams","02",581
,"Michigan","26","1000 - 1499 grams","03",810
,"Michigan","26","1500 - 1999 grams","04",1855
,"Michigan","26","2000 - 2499 grams","05",5979
,"Michigan","26","2500 - 2999 grams","06",20247
,"Michigan","26","3000 - 3499 grams","07",40447
,"Michigan","26","3500 - 3999 grams","08",28744
,"Michigan","26","4000 - 4499 grams","09",7749
,"Michigan","26","4500 - 4999 grams","10",1073
,"Michigan","26","5000 - 8165 grams","11",127
,"Michigan","26","Unknown or Not Stated","12",85
,"Minnesota","27","499 grams or less","01",78
,"Minnesota","27","500 - 999 grams","02",275
,"Minnesota","27","1000 - 1499 grams","03",393
,"Minnesota","27","1500 - 1999 grams","04",919
,"Minnesota","27","2000 - 2499 grams","05",2872
,"Minnesota","27","2500 - 2999 grams","06",10317
,"Minnesota","27","3000 - 3499 grams","07",24636
,"Minnesota","27","3500 - 3999 grams","08",19671
,"Minnesota","27","4000 - 4499 grams","09",5800
,"Minnesota","27","4500 - 4999 grams","10",888
,"Minnesota","27","5000 - 8165 grams","11",84
,"Minnesota","27","Unknown or Not Stated","12",94
,"Mississippi","28","499 grams or less","01",72
,"Mississippi","28","500 - 999 grams","02",316
,"Mississippi","28","1000 - 1499 grams","03",442
,"Mississippi","28","1500 - 1999 grams","04",878
,"Mississippi","28","2000 - 2499 grams","05",2802
,"Mississippi","28","2500 - 2999 grams","06",8323
,"Mississippi","28","3000 - 3499 grams","07",14344
,"Mississippi","28","3500 - 3999 grams","08",7517
,"Mississippi","28","4000 - 4499 grams","09",1634
,"Mississippi","28","4500 - 4999 grams","10",243
,"Mississippi","28","5000 - 8165 grams","11",27
,"Mississippi","28","Unknown or Not Stated","12",38
,"Missouri","29","499 grams or less","01",86
,"Missouri","29","500 - 999 grams","02",379
,"Missouri","29","1000 - 1499 grams","03",551
,"Missouri","29","1500 - 1999 grams","04",1304
,"Missouri","29","2000 - 2499 grams","05",4036
,"Missouri","29","2500 - 2999 grams","06",13299
,"Missouri","29","3000 - 3499 grams","07",27588
,"Missouri","29","3500 - 3999 grams","08",19230
,"Missouri","29","4000 - 4499 grams","09",4912
,"Missouri","29","4500 - 4999 grams","10",606
,"Missouri","29","5000 - 8165 grams","11",81
,"Missouri","29","Unknown or Not Stated","12",55
,"Montana","30","499 grams or less","01",Suppressed
,"Montana","30","500 - 999 grams","02",29
,"Montana","30","1000 - 1499 grams","03",61
,"Montana","30","1500 - 1999 grams","04",145
,"Montana","30","2000 - 2499 grams","05",561
,"Montana","30","2500 - 2999 grams","06",2072
,"Montana","30","3000 - 3499 grams","07",4398
,"Montana","30","3500 - 3999 grams","08",2986
,"Montana","30","4000 - 4499 grams","09",712
,"Montana","30","4500 - 4999 grams","10",86
,"Montana","30","5000 - 8165 grams","11",16
,"Montana","30","Unknown or Not Stated","12",Suppressed
,"Nebraska","31","499 grams or less","01",22
,"Nebraska","31","500 - 999 grams","02",107
,"Nebraska","31","1000 - 1499 grams","03",155
,"Nebraska","31","1500 - 1999 grams","04",368
,"Nebraska","31","2000 - 2499 grams","05",1220
,"Nebraska","31","2500 - 2999 grams","06",4195
,"Nebraska","31","3000 - 3499 grams","07",9619
,"Nebraska","31","3500 - 3999 grams","08",6972
,"Nebraska","31","4000 - 4499 grams","09",1803
,"Nebraska","31","4500 - 4999 grams","10",266
,"Nebraska","31","5000 - 8165 grams","11",23
,"Nebraska","31","Unknown or Not Stated","12",Suppressed
,"Nevada","32","499 grams or less","01",35
,"Nevada","32","500 - 999 grams","02",181
,"Nevada","32","1000 - 1499 grams","03",256
,"Nevada","32","1500 - 1999 grams","04",584
,"Nevada","32","2000 - 2499 grams","05",2021
,"Nevada","32","2500 - 2999 grams","06",7389
,"Nevada","32","3000 - 3499 grams","07",14325
,"Nevada","32","3500 - 3999 grams","08",8307
,"Nevada","32","4000 - 4499 grams","09",1722
,"Nevada","32","4500 - 4999 grams","10",219
,"Nevada","32","5000 - 8165 grams","11",27
,"Nevada","32","Unknown or Not Stated","12",Suppressed
,"New Hampshire","33","499 grams or less","01",Suppressed
,"New Hampshire","33","500 - 999 grams","02",31
,"New Hampshire","33","1000 - 1499 grams","03",58
,"New Hampshire","33","1500 - 1999 grams","04",129
,"New Hampshire","33","2000 - 2499 grams","05",534
,"New Hampshire","33","2500 - 2999 grams","06",1881
,"New Hampshire","33","3000 - 3499 grams","07",4331
,"New Hampshire","33","3500 - 3999 grams","08",3659
,"New Hampshire","33","4000 - 4499 grams","09",1066
,"New Hampshire","33","4500 - 4999 grams","10",129
,"New Hampshire","33","5000 - 8165 grams","11",Suppressed
,"New Hampshire","33","Unknown or Not Stated","12",Suppressed
,"New Jersey","34","499 grams or less","01",117
,"New Jersey","34","500 - 999 grams","02",468
,"New Jersey","34","1000 - 1499 grams","03",721
,"New Jersey","34","1500 - 1999 grams","04",1529
,"New Jersey","34","2000 - 2499 grams","05",4977
,"New Jersey","34","2500 - 2999 grams","06",18860
,"New Jersey","34","3000 - 3499 grams","07",39310
,"New Jersey","34","3500 - 3999 grams","08",26033
,"New Jersey","34","4000 - 4499 grams","09",6340
,"New Jersey","34","4500 - 4999 grams","10",746
,"New Jersey","34","5000 - 8165 grams","11",72
,"New Jersey","34","Unknown or Not Stated","12",412
,"New Mexico","35","499 grams or less","01",27
,"New Mexico","35","500 - 999 grams","02",114
,"New Mexico","35","1000 - 1499 grams","03",170
,"New Mexico","35","1500 - 1999 grams","04",411
,"New Mexico","35","2000 - 2499 grams","05",1404
,"New Mexico","35","2500 - 2999 grams","06",5394
,"New Mexico","35","3000 - 3499 grams","07",9375
,"New Mexico","35","3500 - 3999 grams","08",4962
,"New Mexico","35","4000 - 4499 grams","09",952
,"New Mexico","35","4500 - 4999 grams","10",120
,"New Mexico","35","5000 - 8165 grams","11",17
,"New Mexico","35","Unknown or Not Stated","12",14
,"New York","36","499 grams or less","01",216
,"New York","36","500 - 999 grams","02",1116
,"New York","36","1000 - 1499 grams","03",1618
,"New York","36","1500 - 1999 grams","04",3530
,"New York","36","2000 - 2499 grams","05",11341
,"New York","36","2500 - 2999 grams","06",42722
,"New York","36","3000 - 3499 grams","07",86799
,"New York","36","3500 - 3999 grams","08",57496
,"New York","36","4000 - 4499 grams","09",14360
,"New York","36","4500 - 4999 grams","10",1756
,"New York","36","5000 - 8165 grams","11",199
,"New York","36","Unknown or Not Stated","12",386
,"North Carolina","37","499 grams or less","01",227
,"North Carolina","37","500 - 999 grams","02",756
,"North Carolina","37","1000 - 1499 grams","03",995
,"North Carolina","37","1500 - 1999 grams","04",2141
,"North Carolina","37","2000 - 2499 grams","05",6928
,"North Carolina","37","2500 - 2999 grams","06",23184
,"North Carolina","37","3000 - 3499 grams","07",45017
,"North Carolina","37","3500 - 3999 grams","08",30551
,"North Carolina","37","4000 - 4499 grams","09",7666
,"North Carolina","37","4500 - 4999 grams","10",1077
,"North Carolina","37","5000 - 8165 grams","11",117
,"North Carolina","37","Unknown or Not Stated","12",66
,"North Dakota","38","499 grams or less","01",14
,"North Dakota","38","500 - 999 grams","02",47
,"North Dakota","38","1000 - 1499 grams","03",69
,"North Dakota","38","1500 - 1999 grams","04",149
,"North Dakota","38","2000 - 2499 grams","05",429
,"North Dakota","38","2500 - 2999 grams","06",1636
,"North Dakota","38","3000 - 3499 grams","07",4057
,"North Dakota","38","3500 - 3999 grams","08",3077
,"North Dakota","38","4000 - 4499 grams","09",845
,"North Dakota","38","4500 - 4999 grams","10",118
,"North Dakota","38","5000 - 8165 grams","11",Suppressed
,"North Dakota","38","Unknown or Not Stated","12",Suppressed
,"Ohio","39","499 grams or less","01",233
,"Ohio","39","500 - 999 grams","02",723
,"Ohio","39","1000 - 1499 grams","03",1092
,"Ohio","39","1500 - 1999 grams","04",2405
,"Ohio","39","2000 - 2499 grams","05",7080
,"Ohio","39","2500 - 2999 grams","06",25277
,"Ohio","39","3000 - 3499 grams","07",51599
,"Ohio","39","3500 - 3999 grams","08",35493
,"Ohio","39","4000 - 4499 grams","09",9193
,"Ohio","39","4500 - 4999 grams","10",1127
,"Ohio","39","5000 - 8165 grams","11",119
,"Ohio","39","Unknown or Not Stated","12",120
,"Oklahoma","40","499 grams or less","01",79
,"Oklahoma","40","500 - 999 grams","02",234
,"Oklahoma","40","1000 - 1499 grams","03",340
,"Oklahoma","40","1500 - 1999 grams","04",807
,"Oklahoma","40","2000 - 2499 grams","05",2585
,"Oklahoma","40","2500 - 2999 grams","06",9479
,"Oklahoma","40","3000 - 3499 grams","07",19218
,"Oklahoma","40","3500 - 3999 grams","08",12823
,"Oklahoma","40","4000 - 4499 grams","09",3068
,"Oklahoma","40","4500 - 4999 grams","10",423
,"Oklahoma","40","5000 - 8165 grams","11",56
,"Oklahoma","40","Unknown or Not Stated","12",31
,"Oregon","41","499 grams or less","01",43
,"Oregon","41","500 - 999 grams","02",126
,"Oregon","41","1000 - 1499 grams","03",239
,"Oregon","41","1500 - 1999 grams","04",532
,"Oregon","41","2000 - 2499 grams","05",1861
,"Oregon","41","2500 - 2999 grams","06",6831
,"Oregon","41","3000 - 3499 grams","07",15950
,"Oregon","41","3500 - 3999 grams","08",12235
,"Oregon","41","4000 - 4499 grams","09",3467
,"Oregon","41","4500 - 4999 grams","10",508
,"Oregon","41","5000 - 8165 grams","11",49
,"Oregon","41","Unknown or Not Stated","12",17
,"Pennsylvania","42","499 grams or less","01",205
,"Pennsylvania","42","500 - 999 grams","02",668
,"Pennsylvania","42","1000 - 1499 grams","03",1003
,"Pennsylvania","42","1500 - 1999 grams","04",2261
,"Pennsylvania","42","2000 - 2499 grams","05",7118
,"Pennsylvania","42","2500 - 2999 grams","06",24607
,"Pennsylvania","42","3000 - 3499 grams","07",50879
,"Pennsylvania","42","3500 - 3999 grams","08",35936
,"Pennsylvania","42","4000 - 4499 grams","09",9411
,"Pennsylvania","42","4500 - 4999 grams","10",1347
,"Pennsylvania","42","5000 - 8165 grams","11",131
,"Pennsylvania","42","Unknown or Not Stated","12",664
,"Rhode Island","44","499 grams or less","01",15
,"Rhode Island","44","500 - 999 grams","02",50
,"Rhode Island","44","1000 - 1499 grams","03",64
,"Rhode Island","44","1500 - 1999 grams","04",148
,"Rhode Island","44","2000 - 2499 grams","05",519
,"Rhode Island","44","2500 - 2999 grams","06",1861
,"Rhode Island","44","3000 - 3499 grams","07",3962
,"Rhode Island","44","3500 - 3999 grams","08",2722
,"Rhode Island","44","4000 - 4499 grams","09",710
,"Rhode Island","44","4500 - 4999 grams","10",91
,"Rhode Island","44","5000 - 8165 grams","11",17
,"Rhode Island","44","Unknown or Not Stated","12",16
,"South Carolina","45","499 grams or less","01",116
,"South Carolina","45","500 - 999 grams","02",375
,"South Carolina","45","1000 - 1499 grams","03",537
,"South Carolina","45","1500 - 1999 grams","04",1151
,"South Carolina","45","2000 - 2499 grams","05",3431
,"South Carolina","45","2500 - 2999 grams","06",11493
,"South Carolina","45","3000 - 3499 grams","07",22012
,"South Carolina","45","3500 - 3999 grams","08",14112
,"South Carolina","45","4000 - 4499 grams","09",3336
,"South Carolina","45","4500 - 4999 grams","10",418
,"South Carolina","45","5000 - 8165 grams","11",38
,"South Carolina","45","Unknown or Not Stated","12",19
,"South Dakota","46","499 grams or less","01",15
,"South Dakota","46","500 - 999 grams","02",42
,"South Dakota","46","1000 - 1499 grams","03",70
,"South Dakota","46","1500 - 1999 grams","04",172
,"South Dakota","46","2000 - 2499 grams","05",503
,"South Dakota","46","2500 - 2999 grams","06",1903
,"South Dakota","46","3000 - 3499 grams","07",4261
,"South Dakota","46","3500 - 3999 grams","08",3410
,"South Dakota","46","4000 - 4499 grams","09",925
,"South Dakota","46","4500 - 4999 grams","10",131
,"South Dakota","46","5000 - 8165 grams","11",12
,"South Dakota","46","Unknown or Not Stated","12",Suppressed
,"Tennessee","47","499 grams or less","01",117
,"Tennessee","47","500 - 999 grams","02",460
,"Tennessee","47","1000 - 1499 grams","03",666
,"Tennessee","47","1500 - 1999 grams","04",1456
,"Tennessee","47","2000 - 2499 grams","05",4657
,"Tennessee","47","2500 - 2999 grams","06",15634
,"Tennessee","47","3000 - 3499 grams","07",31159
,"Tennessee","47","3500 - 3999 grams","08",20383
,"Tennessee","47","4000 - 4499 grams","09",5035
,"Tennessee","47","4500 - 4999 grams","10",645
,"Tennessee","47","5000 - 8165 grams","11",71
,"Tennessee","47","Unknown or Not Stated","12",167
,"Texas","48","499 grams or less","01",536
,"Texas","48","500 - 999 grams","02",1958
,"Texas","48","1000 - 1499 grams","03",2794
,"Texas","48","1500 - 1999 grams","04",6129
,"Texas","48","2000 - 2499 grams","05",20385
,"Texas","48","2500 - 2999 grams","06",75566
,"Texas","48","3000 - 3499 grams","07",152379
,"Texas","48","3500 - 3999 grams","08",93837
,"Texas","48","4000 - 4499 grams","09",20914
,"Texas","48","4500 - 4999 grams","10",2630
,"Texas","48","5000 - 8165 grams","11",315
,"Texas","48","Unknown or Not Stated","12",156
,"Utah","49","499 grams or less","01",59
,"Utah","49","500 - 999 grams","02",174
,"Utah","49","1000 - 1499 grams","03",258
,"Utah","49","1500 - 1999 grams","04",684
,"Utah","49","2000 - 2499 grams","05",2306
,"Utah","49","2500 - 2999 grams","06",9267
,"Utah","49","3000 - 3499 grams","07",18896
,"Utah","49","3500 - 3999 grams","08",12160
,"Utah","49","4000 - 4499 grams","09",2658
,"Utah","49","4500 - 4999 grams","10",310
,"Utah","49","5000 - 8165 grams","11",34
,"Utah","49","Unknown or Not Stated","12",20
,"Vermont","50","499 grams or less","01",Suppressed
,"Vermont","50","500 - 999 grams","02",15
,"Vermont","50","1000 - 1499 grams","03",32
,"Vermont","50","1500 - 1999 grams","04",92
,"Vermont","50","2000 - 2499 grams","05",209
,"Vermont","50","2500 - 2999 grams","06",903
,"Vermont","50","3000 - 3499 grams","07",1931
,"Vermont","50","3500 - 3999 grams","08",1608
,"Vermont","50","4000 - 4499 grams","09",498
,"Vermont","50","4500 - 4999 grams","10",53
,"Vermont","50","5000 - 8165 grams","11",13
,"Vermont","50","Unknown or Not Stated","12",Suppressed
,"Virginia","51","499 grams or less","01",144
,"Virginia","51","500 - 999 grams","02",541
,"Virginia","51","1000 - 1499 grams","03",721
,"Virginia","51","1500 - 1999 grams","04",1594
,"Virginia","51","2000 - 2499 grams","05",5132
,"Virginia","51","2500 - 2999 grams","06",17995
,"Virginia","51","3000 - 3499 grams","07",37418
,"Virginia","51","3500 - 3999 grams","08",25945
,"Virginia","51","4000 - 4499 grams","09",6842
,"Virginia","51","4500 - 4999 grams","10",955
,"Virginia","51","5000 - 8165 grams","11",93
,"Virginia","51","Unknown or Not Stated","12",49
,"Washington","53","499 grams or less","01",66
,"Washington","53","500 - 999 grams","02",297
,"Washington","53","1000 - 1499 grams","03",455
,"Washington","53","1500 - 1999 grams","04",998
