"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Bartow County, GA","13015","Female","F",645
,"Bartow County, GA","13015","Male","M",654
,"Bibb County, GA","13021","Female","F",1051
,"Bibb County, GA","13021","Male","M",1069
,"Carroll County, GA","13045","Female","F",782
,"Carroll County, GA","13045","Male","M",837
,"Chatham County, GA","13051","Female","F",1815
,"Chatham County, GA","13051","Male","M",1862
,"Cherokee County, GA","13057","Female","F",1288
,"Cherokee County, GA","13057","Male","M",1331
,"Clarke County, GA","13059","Female","F",628
,"Clarke County, GA","13059","Male","M",671
,"Clayton County, GA","13063","Female","F",1918
,"Clayton County, GA","13063","Male","M",1896
,"Cobb County, GA","13067","Female","F",4399
,"Cobb County, GA","13067","Male","M",4470
,"Columbia County, GA","13073","Female","F",808
,"Columbia County, GA","13073","Male","M",850
,"Coweta County, GA","13077","Female","F",739
,"Coweta County, GA","13077","Male","M",929
,"DeKalb County, GA","13089","Female","F",5130
,"DeKalb County, GA","13089","Male","M",5197
,"Douglas County, GA","13097","Female","F",818
,"Douglas County, GA","13097","Male","M",816
,"Fayette County, GA","13113","Female","F",416
,"Fayette County, GA","13113","Male","M",472
,"Forsyth County, GA","13117","Female","F",1089
,"Forsyth County, GA","13117","Male","M",1117
,"Fulton County, GA","13121","Female","F",6200
,"Fulton County, GA","13121","Male","M",6390
,"Gwinnett County, GA","13135","Female","F",5428
,"Gwinnett County, GA","13135","Male","M",5606
,"Hall County, GA","13139","Female","F",1258
,"Hall County, GA","13139","Male","M",1315
,"Henry County, GA","13151","Female","F",1328
,"Henry County, GA","13151","Male","M",1430
,"Houston County, GA","13153","Female","F",1015
,"Houston County, GA","13153","Male","M",970
,"Lowndes County, GA","13185","Female","F",821
,"Lowndes County, GA","13185","Male","M",862
,"Muscogee County, GA","13215","Female","F",1361
,"Muscogee County, GA","13215","Male","M",1455
,"Paulding County, GA","13223","Female","F",855
,"Paulding County, GA","13223","Male","M",885
,"Richmond County, GA","13245","Female","F",1444
,"Richmond County, GA","13245","Male","M",1533
,"Whitfield County, GA","13313","Female","F",611
,"Whitfield County, GA","13313","Male","M",642
,"Unidentified Counties, GA","13999","Female","F",20210
,"Unidentified Counties, GA","13999","Male","M",21055
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Georgia (13)"
"Year: 2019"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 5:07:24 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 5:07:24 AM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
