"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Clackamas County, OR","41005","Female","F",1857
,"Clackamas County, OR","41005","Male","M",1941
,"Deschutes County, OR","41017","Female","F",865
,"Deschutes County, OR","41017","Male","M",963
,"Douglas County, OR","41019","Female","F",496
,"Douglas County, OR","41019","Male","M",542
,"Jackson County, OR","41029","Female","F",1057
,"Jackson County, OR","41029","Male","M",1081
,"Lane County, OR","41039","Female","F",1598
,"Lane County, OR","41039","Male","M",1670
,"Linn County, OR","41043","Female","F",694
,"Linn County, OR","41043","Male","M",759
,"Marion County, OR","41047","Female","F",1991
,"Marion County, OR","41047","Male","M",2123
,"Multnomah County, OR","41051","Female","F",3962
,"Multnomah County, OR","41051","Male","M",4121
,"Washington County, OR","41067","Female","F",3074
,"Washington County, OR","41067","Male","M",3271
,"Unidentified Counties, OR","41999","Female","F",4795
,"Unidentified Counties, OR","41999","Male","M",4998
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Oregon (41)"
"Year: 2019"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 5:36:35 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 5:36:35 AM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
