"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Allen County, IN","18003","Female","F",2591
,"Allen County, IN","18003","Male","M",2711
,"Clark County, IN","18019","Female","F",659
,"Clark County, IN","18019","Male","M",752
,"Delaware County, IN","18035","Female","F",526
,"Delaware County, IN","18035","Male","M",526
,"Elkhart County, IN","18039","Female","F",1506
,"Elkhart County, IN","18039","Male","M",1526
,"Hamilton County, IN","18057","Female","F",1815
,"Hamilton County, IN","18057","Male","M",1868
,"Hendricks County, IN","18063","Female","F",837
,"Hendricks County, IN","18063","Male","M",819
,"Johnson County, IN","18081","Female","F",926
,"Johnson County, IN","18081","Male","M",926
,"Lake County, IN","18089","Female","F",2793
,"Lake County, IN","18089","Male","M",2889
,"La Porte County, IN","18091","Female","F",573
,"La Porte County, IN","18091","Male","M",602
,"Madison County, IN","18095","Female","F",700
,"Madison County, IN","18095","Male","M",715
,"Marion County, IN","18097","Female","F",6914
,"Marion County, IN","18097","Male","M",7134
,"Monroe County, IN","18105","Female","F",534
,"Monroe County, IN","18105","Male","M",550
,"Porter County, IN","18127","Female","F",778
,"Porter County, IN","18127","Male","M",865
,"St. Joseph County, IN","18141","Female","F",1639
,"St. Joseph County, IN","18141","Male","M",1797
,"Tippecanoe County, IN","18157","Female","F",1035
,"Tippecanoe County, IN","18157","Male","M",1032
,"Vanderburgh County, IN","18163","Female","F",1033
,"Vanderburgh County, IN","18163","Male","M",1142
,"Vigo County, IN","18167","Female","F",595
,"Vigo County, IN","18167","Male","M",593
,"Unidentified Counties, IN","18999","Female","F",13897
,"Unidentified Counties, IN","18999","Male","M",15061
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Indiana (18)"
"Year: 2019"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 5:11:31 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 5:11:31 AM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
