"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Champaign County, IL","17019","Female","F",1088
,"Champaign County, IL","17019","Male","M",1142
,"Cook County, IL","17031","Female","F",28781
,"Cook County, IL","17031","Male","M",30250
,"DeKalb County, IL","17037","Female","F",552
,"DeKalb County, IL","17037","Male","M",591
,"DuPage County, IL","17043","Female","F",4964
,"DuPage County, IL","17043","Male","M",5024
,"Kane County, IL","17089","Female","F",2894
,"Kane County, IL","17089","Male","M",3082
,"Kankakee County, IL","17091","Female","F",632
,"Kankakee County, IL","17091","Male","M",624
,"Kendall County, IL","17093","Female","F",726
,"Kendall County, IL","17093","Male","M",822
,"Lake County, IL","17097","Female","F",3426
,"Lake County, IL","17097","Male","M",3560
,"LaSalle County, IL","17099","Female","F",548
,"LaSalle County, IL","17099","Male","M",582
,"McHenry County, IL","17111","Female","F",1464
,"McHenry County, IL","17111","Male","M",1599
,"McLean County, IL","17113","Female","F",864
,"McLean County, IL","17113","Male","M",905
,"Macon County, IL","17115","Female","F",611
,"Macon County, IL","17115","Male","M",642
,"Madison County, IL","17119","Female","F",1371
,"Madison County, IL","17119","Male","M",1376
,"Peoria County, IL","17143","Female","F",1122
,"Peoria County, IL","17143","Male","M",1232
,"Rock Island County, IL","17161","Female","F",773
,"Rock Island County, IL","17161","Male","M",853
,"St. Clair County, IL","17163","Female","F",1460
,"St. Clair County, IL","17163","Male","M",1548
,"Sangamon County, IL","17167","Female","F",1044
,"Sangamon County, IL","17167","Male","M",1055
,"Tazewell County, IL","17179","Female","F",670
,"Tazewell County, IL","17179","Male","M",680
,"Will County, IL","17197","Female","F",3535
,"Will County, IL","17197","Male","M",3681
,"Winnebago County, IL","17201","Female","F",1630
,"Winnebago County, IL","17201","Male","M",1818
,"Unidentified Counties, IL","17999","Female","F",10185
,"Unidentified Counties, IL","17999","Male","M",10722
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Illinois (17)"
"Year: 2019"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 5:10:19 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 5:10:19 AM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
