"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Bell County, TX","48027","Female","F",3000
,"Bell County, TX","48027","Male","M",3160
,"Bexar County, TX","48029","Female","F",12885
,"Bexar County, TX","48029","Male","M",13216
,"Brazoria County, TX","48039","Female","F",2337
,"Brazoria County, TX","48039","Male","M",2422
,"Brazos County, TX","48041","Female","F",1314
,"Brazos County, TX","48041","Male","M",1334
,"Cameron County, TX","48061","Female","F",3043
,"Cameron County, TX","48061","Male","M",3088
,"Collin County, TX","48085","Female","F",5618
,"Collin County, TX","48085","Male","M",5906
,"Comal County, TX","48091","Female","F",813
,"Comal County, TX","48091","Male","M",853
,"Dallas County, TX","48113","Female","F",18538
,"Dallas County, TX","48113","Male","M",19006
,"Denton County, TX","48121","Female","F",5029
,"Denton County, TX","48121","Male","M",5206
,"Ector County, TX","48135","Female","F",1618
,"Ector County, TX","48135","Male","M",1603
,"Ellis County, TX","48139","Female","F",1095
,"Ellis County, TX","48139","Male","M",1177
,"El Paso County, TX","48141","Female","F",5760
,"El Paso County, TX","48141","Male","M",5877
,"Fort Bend County, TX","48157","Female","F",4427
,"Fort Bend County, TX","48157","Male","M",4625
,"Galveston County, TX","48167","Female","F",1985
,"Galveston County, TX","48167","Male","M",1972
,"Grayson County, TX","48181","Female","F",778
,"Grayson County, TX","48181","Male","M",805
,"Gregg County, TX","48183","Female","F",808
,"Gregg County, TX","48183","Male","M",913
,"Guadalupe County, TX","48187","Female","F",930
,"Guadalupe County, TX","48187","Male","M",925
,"Harris County, TX","48201","Female","F",32291
,"Harris County, TX","48201","Male","M",34063
,"Hays County, TX","48209","Female","F",1252
,"Hays County, TX","48209","Male","M",1310
,"Hidalgo County, TX","48215","Female","F",6649
,"Hidalgo County, TX","48215","Male","M",7148
,"Jefferson County, TX","48245","Female","F",1614
,"Jefferson County, TX","48245","Male","M",1709
,"Johnson County, TX","48251","Female","F",1058
,"Johnson County, TX","48251","Male","M",1118
,"Kaufman County, TX","48257","Female","F",918
,"Kaufman County, TX","48257","Male","M",906
,"Lubbock County, TX","48303","Female","F",1952
,"Lubbock County, TX","48303","Male","M",2152
,"McLennan County, TX","48309","Female","F",1565
,"McLennan County, TX","48309","Male","M",1736
,"Midland County, TX","48329","Female","F",1463
,"Midland County, TX","48329","Male","M",1520
,"Montgomery County, TX","48339","Female","F",3595
,"Montgomery County, TX","48339","Male","M",3800
,"Nueces County, TX","48355","Female","F",2186
,"Nueces County, TX","48355","Male","M",2275
,"Parker County, TX","48367","Female","F",796
,"Parker County, TX","48367","Male","M",817
,"Potter County, TX","48375","Female","F",804
,"Potter County, TX","48375","Male","M",844
,"Randall County, TX","48381","Female","F",801
,"Randall County, TX","48381","Male","M",785
,"Smith County, TX","48423","Female","F",1458
,"Smith County, TX","48423","Male","M",1454
,"Tarrant County, TX","48439","Female","F",13220
,"Tarrant County, TX","48439","Male","M",13941
,"Taylor County, TX","48441","Female","F",929
,"Taylor County, TX","48441","Male","M",1029
,"Tom Green County, TX","48451","Female","F",766
,"Tom Green County, TX","48451","Male","M",797
,"Travis County, TX","48453","Female","F",7408
,"Travis County, TX","48453","Male","M",8010
,"Webb County, TX","48479","Female","F",2278
,"Webb County, TX","48479","Male","M",2344
,"Wichita County, TX","48485","Female","F",796
,"Wichita County, TX","48485","Male","M",835
,"Williamson County, TX","48491","Female","F",3226
,"Williamson County, TX","48491","Male","M",3469
,"Unidentified Counties, TX","48999","Female","F",27609
,"Unidentified Counties, TX","48999","Male","M",28837
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Texas (48)"
"Year: 2019"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 5:42:41 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 5:42:41 AM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
